wk,n,anger,share_angry,anger_dem,anger_rep,n_dem,n_rep,disgust,fear,sadness,joy,baseline,excess,spike_score,dem_excess,rep_excess
2025-03-10,7165,0.48730837622227174,0.5020237264480112,0.5689744388158643,0.40900698923808515,3435.0,3677.0,0.4619613102822456,0.1733588094994639,0.18572776816877623,0.32112556556652416,0.4574586865581296,0.029849689664142143,0.7932386285299395,0.01172645141136719,0.04850390789258874
2025-03-17,6609,0.42590464169309183,0.43501286124981087,0.5002528128592751,0.3605030813454964,3021.0,3534.0,0.4067410617070643,0.17717670534132451,0.15766852018324032,0.39928730396976064,0.4574586865581296,-0.03155404486503777,-0.8503491190010853,-0.05699517454522196,0.0
2025-03-24,7360,0.45846689668864915,0.468070652173913,0.5572479874044971,0.3609822234446711,3555.0,3736.0,0.4396620578196472,0.20225435574127756,0.1632424813456727,0.3509120468492177,0.45602099833426996,0.0024458983543791946,0.06690221050263466,0.002224917701750262,0.000833129406316524
2025-03-31,7614,0.46796470335827217,0.48279485158917784,0.5688896314998321,0.3601490940383546,3886.0,3682.0,0.4431271881877516,0.18011952573557058,0.17125089120377654,0.3399014263863362,0.4397573745133011,0.02820732884497107,0.7794053457060811,0.01386656179708523,0.0050381271482989876
2025-04-07,7448,0.4397573745133011,0.4487110633727175,0.5550230697027468,0.3294730382955598,3578.0,3815.0,0.41757261337682144,0.169221774964271,0.16440981215849632,0.3675559824467016,0.4397573745133011,0.0,0.0,0.0,-0.019877135646698074
2025-04-14,6171,0.4174605277874402,0.4271592934694539,0.4798066093288817,0.34935017394225787,3111.0,3011.0,0.4013364225592186,0.1940624463844159,0.17109103119402239,0.3942799126564339,0.4312886705831019,-0.013828142795661691,-0.3149806624778392,-0.052772359488027,0.0008521372472289346
2025-04-21,6124,0.39522907600669216,0.40447419986936645,0.43863080550233485,0.34849803669502893,3083.0,3009.0,0.3797906556983821,0.19917548725670137,0.19780679840237453,0.39450271103980056,0.4312886705831019,-0.036059594576409726,-0.8177869765192417,-0.08833976131772941,0.0
2025-04-28,7417,0.4312886705831019,0.44141836321963057,0.5325789688169087,0.3336901524563073,3584.0,3785.0,0.4078042332516943,0.17924893388091576,0.1656112675423834,0.3866909542218307,0.4312886705831019,0.0,0.0,0.005608401996844425,-0.014807884238721647
2025-05-05,7423,0.3781309688577227,0.3820557725986798,0.44905268655075004,0.30895588704257476,3577.0,3809.0,0.3577588124502569,0.16537315369020708,0.14126605000464837,0.4460721694992996,0.4312886705831019,-0.0531577017253792,-1.1534937817967683,-0.07791788026931423,-0.03884634018351174
2025-05-12,7759,0.43121576565848946,0.44090733341925503,0.5269705668200643,0.332840458405661,3841.0,3867.0,0.4099397820166457,0.1703868294096026,0.18227217218128408,0.37510887746151694,0.4312886705831019,-7.290492461242692e-05,-0.001611571675423356,0.0,-0.01410786269349329
2025-05-19,7697,0.46178285162701715,0.4769390671690269,0.5829394936176808,0.3382057503265858,3863.0,3798.0,0.4405319012005893,0.1874832155518304,0.20412131283822826,0.348606215392647,0.4312886705831019,0.03049418104391527,0.6786803619899283,0.05596892679761656,0.0
2025-05-26,5266,0.3524780313759735,0.3602354728446639,0.395554291550953,0.3071788889741617,2637.0,2596.0,0.33545371946626534,0.1711951902985026,0.1751339759211103,0.4650372542369088,0.4312886705831019,-0.07881063920712839,-1.7878672813643957,-0.1212050561821092,-0.03976943212499262
2025-06-02,7524,0.44855726011303404,0.4618553960659224,0.5167593477330622,0.378063945101324,3723.0,3754.0,0.4279382544828248,0.21677743728738774,0.17025550627169447,0.3478018019927922,0.43343151307996963,0.015125747033064407,0.3387307740947836,-0.010211219087002066,0.031115624002169717
2025-06-09,9201,0.4557608408082016,0.4692968155635257,0.5371887168887901,0.3831436102168441,4215.0,4932.0,0.4324604892154206,0.23268320831538414,0.15962923082108352,0.3561611336809465,0.43343151307996963,0.022329327728231985,0.5027616978826267,0.01021815006872584,0.04419419460639479
