cycle,party,weeks_to_election,n,anger
2012,Democrat,54,573,0.1520034250743154
2012,Democrat,55,770,0.1839365502885942
2012,Democrat,56,661,0.1762416008923276
2012,Democrat,57,633,0.16452749910886513
2012,Democrat,58,535,0.1714835463788047
2012,Democrat,59,513,0.1633520631689658
2012,Democrat,60,606,0.10873030930782111
2012,Democrat,61,303,0.16279810588659333
2012,Democrat,62,471,0.11624573100350338
2012,Democrat,63,335,0.21598058614824245
2012,Democrat,65,353,0.18047935593867986
2012,Democrat,66,716,0.29207181899909807
2012,Democrat,67,651,0.2781379667258093
2012,Democrat,68,529,0.2476281873144153
2012,Democrat,69,537,0.20763890345423053
2012,Democrat,70,414,0.19385224875571108
2012,Democrat,71,589,0.15090602264282607
2012,Democrat,72,571,0.1936836223494777
2012,Democrat,73,417,0.17602748398912504
2012,Democrat,74,414,0.21685263211726422
2012,Democrat,75,472,0.22267110920826888
2012,Democrat,76,482,0.1762925361126615
2012,Democrat,77,570,0.27224774216505976
2012,Democrat,78,611,0.2172868908523946
2012,Democrat,79,476,0.1323082197434073
2012,Democrat,81,593,0.3079028807550631
2012,Democrat,82,660,0.37045020385095
2012,Democrat,83,575,0.2577575222451402
2012,Democrat,84,477,0.1583585064707859
2012,Democrat,85,476,0.2077087405345113
2012,Democrat,86,668,0.2340367672432348
2012,Democrat,87,417,0.21222001965642331
2012,Democrat,88,388,0.17796689351497352
2012,Democrat,89,368,0.30173497581753234
2012,Democrat,90,353,0.24195708247381803
2012,Democrat,91,356,0.17537397058586474
2012,Democrat,92,364,0.13399425820718713
2012,Republican,0,563,0.13322398844580324
2012,Republican,1,539,0.13283188453597294
2012,Republican,2,486,0.15813577788452707
2012,Republican,3,499,0.18028157394480163
2012,Republican,4,530,0.1921396537227029
2012,Republican,5,584,0.21267725859867562
2012,Republican,6,810,0.2301839708753022
2012,Republican,7,952,0.21152884500324257
2012,Republican,8,877,0.19540446203445194
2012,Republican,9,422,0.17350527160840717
2012,Republican,10,544,0.14739910688470392
2012,Republican,11,516,0.1705776227452222
2012,Republican,12,511,0.15701692615437035
2012,Republican,13,812,0.2607871109729844
2012,Republican,14,870,0.27684061117951986
2012,Republican,15,953,0.21925232210611886
2012,Republican,16,923,0.2668959876141013
2012,Republican,17,693,0.2291496915125905
2012,Republican,18,1120,0.30758717612147196
2012,Republican,19,945,0.2543405310605608
2012,Republican,20,906,0.19032903139687105
2012,Republican,21,1068,0.21265158773581272
2012,Republican,22,975,0.22764326429424378
2012,Republican,23,838,0.1710442883525986
2012,Republican,24,858,0.19973899821407815
2012,Republican,25,737,0.17812911868209128
2012,Republican,26,589,0.14639113585706579
2012,Republican,27,1008,0.2116015609418456
2012,Republican,28,789,0.1491304989842195
2012,Republican,29,736,0.19444509447898978
2012,Republican,30,569,0.17537555076028033
2012,Republican,31,695,0.23065695440825476
2012,Republican,32,797,0.2600628446040902
2012,Republican,33,599,0.19880125629723394
2012,Republican,34,870,0.17829164771159747
2012,Republican,35,863,0.18719848497961739
2012,Republican,36,839,0.17310690359602082
2012,Republican,37,898,0.269014308549555
2012,Republican,38,872,0.2734377640918957
2012,Republican,39,1105,0.23988292298503053
2012,Republican,40,1078,0.22077238725080173
2012,Republican,41,1270,0.2894096954795349
2012,Republican,42,612,0.1741313170078606
2012,Republican,43,689,0.19708679869962945
2012,Republican,46,976,0.2554513626096419
2012,Republican,47,1069,0.2017193246215505
2012,Republican,48,977,0.18343177206238528
2012,Republican,49,444,0.11839820248985176
2012,Republican,50,1053,0.19884810368074962
2012,Republican,51,777,0.1579509750637855
2012,Republican,52,795,0.19160967013335922
2012,Republican,53,656,0.17990129177171804
2012,Republican,54,785,0.1881728972183766
2012,Republican,55,809,0.20179116339290373
2012,Republican,56,623,0.22254936353499324
2012,Republican,57,647,0.1933562279285912
2012,Republican,58,727,0.23056155492896227
2012,Republican,59,819,0.21833287492924358
2012,Republican,60,1006,0.18721728064846543
2012,Republican,61,552,0.1744206217404428
2012,Republican,62,531,0.1439528848121746
2012,Republican,63,503,0.13465265905721555
2012,Republican,64,555,0.2015082234155957
2012,Republican,65,756,0.22722673017492212
2012,Republican,66,1405,0.2374802042501465
2012,Republican,67,1165,0.2586273900540985
2012,Republican,68,976,0.24800201783578874
2012,Republican,69,1020,0.2786847150660869
2012,Republican,70,588,0.1665814234170315
2012,Republican,71,779,0.19102652823141225
2012,Republican,72,788,0.150886265736494
2012,Republican,73,727,0.14628409066056883
2012,Republican,74,801,0.16968480319298626
2012,Republican,75,895,0.20708678317303097
2012,Republican,76,1102,0.14516557225688764
2012,Republican,77,951,0.14719429556534994
2012,Republican,78,787,0.1538148872794529
2012,Republican,79,753,0.11566301824458211
2012,Republican,80,424,0.13876592128467308
2012,Republican,81,835,0.1975223345581643
2012,Republican,82,992,0.24247602896291703
2012,Republican,83,972,0.2042321549443942
2012,Republican,84,763,0.18058598779390905
2012,Republican,85,665,0.15933064034670816
2012,Republican,86,689,0.20482780215842716
2012,Republican,87,675,0.20776825546045546
2012,Republican,88,618,0.16199051178042387
2012,Republican,89,633,0.23719248442879715
2012,Republican,90,604,0.21226461944000685
2012,Republican,91,533,0.15550802633914168
2012,Republican,92,566,0.17666026559829476
2012,Republican,93,689,0.1724025358071521
2012,Republican,94,309,0.1421856999843348
2012,Republican,95,456,0.11310220298279698
2014,Democrat,0,1758,0.10418344533867685
2014,Democrat,1,1712,0.12246643756755636
2014,Democrat,2,1789,0.1257106323438593
2014,Democrat,3,1851,0.10487682013110791
2014,Democrat,4,2036,0.12326688781011967
2014,Democrat,5,2158,0.11733641620122062
2014,Democrat,6,2495,0.15839613051357154
2014,Democrat,7,2446,0.15886916184359257
2014,Democrat,8,1866,0.13819100827029593
2014,Democrat,9,1492,0.1201076258514476
2014,Democrat,10,1902,0.11643229868164096
2014,Democrat,11,1610,0.12811027855918922
2014,Democrat,12,1640,0.09185126705276893
2014,Democrat,13,2431,0.22572980518366625
2014,Democrat,14,2586,0.17560361045605755
2014,Democrat,15,2609,0.16850270813067925
2014,Democrat,16,709,0.1942932931200584
2014,Democrat,17,1927,0.13322272865569532
2014,Democrat,18,2767,0.17964262073677145
2014,Democrat,19,2510,0.1480217306354302
2014,Democrat,20,2229,0.14985206178792687
2014,Democrat,21,2401,0.12073390232496078
2014,Democrat,22,2180,0.16531087542529466
2014,Democrat,23,2055,0.1429883311643127
2014,Democrat,24,2573,0.14274976914359444
2014,Democrat,25,2734,0.1461365748939105
2014,Democrat,26,2799,0.14086585246396183
2014,Democrat,27,2424,0.12708000530563326
2014,Democrat,28,1730,0.09676976827123994
2014,Democrat,29,2369,0.1842743387575933
2014,Democrat,30,3035,0.18833153915746503
2014,Democrat,31,2796,0.1463380582771865
2014,Democrat,32,2410,0.10202875688818913
2014,Democrat,33,2260,0.14492515569317888
2014,Democrat,34,2294,0.1567243834247621
2014,Democrat,35,2210,0.1525245462396768
2014,Democrat,36,1893,0.12364854136894163
2014,Democrat,37,1847,0.12064802356247861
2014,Democrat,38,2267,0.14210435623396722
2014,Democrat,39,2232,0.14199853945155477
2014,Democrat,40,612,0.13128875188979935
2014,Democrat,41,1882,0.16132479194810517
2014,Democrat,42,2204,0.1734601227940988
2014,Democrat,43,1442,0.12394155311978186
2014,Democrat,44,515,0.17690336664288658
2014,Democrat,45,1200,0.1538558533465645
2014,Democrat,46,2008,0.1558862276135506
2014,Democrat,47,2165,0.12303945390845264
2014,Democrat,48,1305,0.10074538923942723
2014,Democrat,49,2094,0.12780530225503797
2014,Democrat,50,2198,0.1465586367595197
2014,Democrat,51,1720,0.11392212095697475
2014,Democrat,52,2204,0.1612497994508476
2014,Democrat,53,1561,0.14847004613442338
2014,Democrat,54,1658,0.1961924961301306
2014,Democrat,55,1565,0.37229961724773336
2014,Democrat,56,1976,0.43270344884480777
2014,Democrat,57,2714,0.41449238184644577
2014,Democrat,58,2122,0.2579573354610083
2014,Democrat,59,1677,0.13404527354844417
2014,Democrat,60,1243,0.10693499581867338
2014,Democrat,61,1291,0.12810323107843363
2014,Democrat,62,1212,0.0991148868235283
2014,Democrat,63,1139,0.09699317663858945
2014,Democrat,64,1026,0.11614168213624108
2014,Democrat,65,656,0.15390200331727633
2014,Democrat,66,719,0.19827471422718032
2014,Democrat,67,2527,0.1861536753252237
2014,Democrat,68,2195,0.22329905746114315
2014,Democrat,69,1148,0.1564491007761796
2014,Democrat,70,2242,0.18561032018125767
2014,Democrat,71,2017,0.1857645053917013
2014,Democrat,72,2137,0.1782145215079422
2014,Democrat,73,1882,0.1760746718104236
2014,Democrat,74,1436,0.11595438190925254
2014,Democrat,75,1540,0.13647286953138454
2014,Democrat,76,2159,0.18737665344449816
2014,Democrat,77,1692,0.1627707735329303
2014,Democrat,78,1478,0.10143057462892902
2014,Democrat,79,1639,0.1422670881151403
2014,Democrat,80,1718,0.15760489842340533
2014,Democrat,81,1708,0.1322921219109274
2014,Democrat,82,1367,0.13136182867580562
2014,Democrat,83,992,0.09278821545036232
2014,Democrat,84,1782,0.15240550088326685
2014,Democrat,85,1787,0.20048631630055128
2014,Democrat,86,1838,0.21584251656914505
2014,Democrat,87,2105,0.22363934668196883
2014,Democrat,88,1710,0.22526596804116772
2014,Democrat,89,1601,0.15078985664515357
2014,Democrat,90,1302,0.1616988293565495
2014,Democrat,91,1115,0.12428990074479326
2014,Democrat,92,1148,0.14345307058317242
2014,Democrat,93,881,0.12630349551523093
2014,Democrat,94,668,0.127900094785142
2014,Democrat,95,723,0.1559767441722316
2014,Democrat,96,320,0.24625198559224373
2014,Democrat,97,527,0.27095534837233926
2014,Democrat,98,832,0.21180380919898967
2014,Democrat,99,620,0.18563812017185433
2014,Democrat,100,854,0.1921634554832441
2014,Democrat,101,379,0.10624987678110875
2014,Democrat,102,582,0.13479864781264767
2014,Democrat,103,450,0.08067950704341961
2014,Republican,0,967,0.14551900650857108
2014,Republican,1,1264,0.14497566824562294
2014,Republican,2,1455,0.1829570669994475
2014,Republican,3,1238,0.1422972140960871
2014,Republican,4,1477,0.1466788727815024
2014,Republican,5,1433,0.162032804048613
2014,Republican,6,2035,0.14878013217135239
2014,Republican,7,1941,0.17704826955899927
2014,Republican,8,1564,0.19538549130872998
2014,Republican,9,1229,0.14160091028851135
2014,Republican,10,1295,0.13759200284850845
2014,Republican,11,1367,0.12695819799956576
2014,Republican,12,1287,0.1392674182804711
2014,Republican,13,1890,0.2072161418851465
2014,Republican,14,2446,0.2498117054200359
2014,Republican,15,2486,0.2757961038529666
2014,Republican,16,648,0.25789658998765835
2014,Republican,17,1475,0.17755376917231133
2014,Republican,18,2110,0.21070973238073537
2014,Republican,19,2178,0.22294705371048276
2014,Republican,20,1817,0.18586154209309447
2014,Republican,21,1879,0.16210145337723728
2014,Republican,22,2005,0.2170326585519102
2014,Republican,23,1810,0.1724416214095439
2014,Republican,24,2198,0.15997045172706376
2014,Republican,25,2444,0.17606637470402073
2014,Republican,26,2278,0.18463648893319307
2014,Republican,27,1769,0.16607994041887336
2014,Republican,28,1476,0.15730969801177283
2014,Republican,29,2018,0.19239279261351322
2014,Republican,30,2144,0.2006693826697301
2014,Republican,31,2040,0.20819078091162202
2014,Republican,32,2036,0.19733069505732806
2014,Republican,33,2140,0.18091560939738144
2014,Republican,34,2107,0.2226782613447158
2014,Republican,35,1961,0.26579132437951053
2014,Republican,36,1505,0.19354837915188697
2014,Republican,37,1135,0.16785922165024647
2014,Republican,38,2021,0.24880597198276952
2014,Republican,39,1715,0.2321384982786986
2014,Republican,40,402,0.15547344032721364
2014,Republican,41,1566,0.19229032656494266
2014,Republican,42,1872,0.21755640876616758
2014,Republican,43,897,0.20005350445273645
2014,Republican,44,334,0.1235227942296644
2014,Republican,45,990,0.2233762600588509
2014,Republican,46,1519,0.22269942105329002
2014,Republican,47,1703,0.17216741183638154
2014,Republican,48,967,0.19452306960618862
2014,Republican,49,1809,0.21178724956140127
2014,Republican,50,2048,0.2549575004443341
2014,Republican,51,1706,0.17510474404617096
2014,Republican,52,1795,0.25727503114278766
2014,Republican,53,1957,0.29834684842148596
2014,Republican,54,1461,0.3208811767641544
2014,Republican,55,1492,0.2850123607492993
2014,Republican,56,1918,0.35115630497594635
2014,Republican,57,2649,0.43341710424351637
2014,Republican,58,2372,0.3071303922183573
2014,Republican,59,2151,0.20454679474527704
2014,Republican,60,1764,0.20348385339518354
2014,Republican,61,1425,0.16132950946133126
2014,Republican,62,1549,0.1726019419735722
2014,Republican,63,1273,0.190665445573268
2014,Republican,64,1443,0.18832799348669102
2014,Republican,65,719,0.17469935411242807
2014,Republican,66,926,0.2906966005466058
2014,Republican,67,2186,0.2599150469245036
2014,Republican,68,1928,0.25500930566944496
2014,Republican,69,1651,0.2596616418721963
2014,Republican,70,2241,0.23955902692738013
2014,Republican,71,2384,0.251094791513552
2014,Republican,72,2630,0.19292448360867756
2014,Republican,73,2106,0.21004519951224668
2014,Republican,74,2317,0.2040830616222033
2014,Republican,75,1917,0.16108610082940472
2014,Republican,76,3186,0.2963084913199745
2014,Republican,77,2586,0.2916021519783547
2014,Republican,78,1972,0.16978706872118088
2014,Republican,79,1658,0.20442079302357158
2014,Republican,80,1476,0.18357534564054775
2014,Republican,81,1892,0.19543915259898945
2014,Republican,82,1265,0.13815044595127401
2014,Republican,83,972,0.13194499140961763
2014,Republican,84,1626,0.19312479261877094
2014,Republican,85,1745,0.18644463764450228
2014,Republican,86,1585,0.23003108833449354
2014,Republican,87,1775,0.2587404408282272
2014,Republican,88,1385,0.2147164374566385
2014,Republican,89,1708,0.20455159725369426
2014,Republican,90,1263,0.18048677930567097
2014,Republican,91,1074,0.20534790301300043
2014,Republican,92,1192,0.21514054255922568
2014,Republican,93,946,0.2180502278618042
2014,Republican,94,746,0.1745862827721194
2014,Republican,95,876,0.1636225987081182
2014,Republican,96,312,0.2614129825587719
2014,Republican,97,382,0.16417239875537562
2014,Republican,98,672,0.17471195173649384
2014,Republican,99,680,0.19524956162306753
2014,Republican,100,740,0.16634184778951158
2014,Republican,101,310,0.09053908837808956
2014,Republican,102,577,0.15859737054588502
2014,Republican,103,455,0.09591131913322178
2016,Democrat,0,1162,0.11785025240391775
2016,Democrat,1,1051,0.15042397153912046
2016,Democrat,2,985,0.18696428136143664
2016,Democrat,3,1069,0.13260912006220826
2016,Democrat,4,1421,0.15835208383295096
2016,Democrat,5,2210,0.20625180699103995
2016,Democrat,6,2962,0.23799128623589355
2016,Democrat,7,3552,0.23328003572480469
2016,Democrat,8,2583,0.18657956445900464
2016,Democrat,9,1642,0.13345854881306912
2016,Democrat,10,2102,0.13485494115346464
2016,Democrat,11,1752,0.1497975386419763
2016,Democrat,12,1931,0.18634748047074
2016,Democrat,13,634,0.15190978744801734
2016,Democrat,14,680,0.11235070125377901
2016,Democrat,15,1824,0.14515584769501483
2016,Democrat,16,2966,0.2516274723679327
2016,Democrat,17,3363,0.3374980312708816
2016,Democrat,18,2427,0.2929930583820235
2016,Democrat,19,5015,0.3565372324162855
2016,Democrat,20,3185,0.27349004112483766
2016,Democrat,21,2933,0.229734659468818
2016,Democrat,22,2356,0.18203980029787525
2016,Democrat,23,2187,0.16758373386286637
2016,Democrat,24,3171,0.23438303869163887
2016,Democrat,25,2967,0.17831936025925177
2016,Democrat,26,2383,0.1408607054064445
2016,Democrat,27,2861,0.17003253818437852
2016,Democrat,28,2892,0.14328073247955445
2016,Democrat,29,3000,0.17801886307898288
2016,Democrat,30,2862,0.18368968576050326
2016,Democrat,31,2294,0.15349257444959205
2016,Democrat,32,2322,0.1688055353789469
2016,Democrat,33,3052,0.1719282294762703
2016,Democrat,34,2654,0.1538060371902264
2016,Democrat,35,3023,0.15285401052699538
2016,Democrat,36,2868,0.15732870241101035
2016,Democrat,37,2483,0.1324248574831663
2016,Democrat,38,2332,0.14256979404770134
2016,Democrat,39,819,0.13227837105191817
2016,Democrat,40,2013,0.14946072662255686
2016,Democrat,41,1142,0.18706304266487758
2016,Democrat,42,1754,0.1318933717561875
2016,Democrat,43,1176,0.21467794700079046
2016,Democrat,44,516,0.20486850677195273
2016,Democrat,45,313,0.10263869173069018
2016,Democrat,46,902,0.17885097110785436
2016,Democrat,47,1290,0.18490826030868257
2016,Democrat,48,1435,0.2039454083561975
2016,Democrat,49,855,0.134777544357144
2016,Democrat,50,1248,0.2045901680978251
2016,Democrat,51,1134,0.1505303239031831
2016,Democrat,52,1298,0.18003690758331153
2016,Democrat,53,1456,0.15440633220970376
2016,Democrat,54,1578,0.20727349666058806
2016,Democrat,55,1179,0.16870268934348676
2016,Democrat,56,1175,0.21056129044714444
2016,Democrat,57,1399,0.20664585486029124
2016,Democrat,58,1604,0.14567724809902918
2016,Democrat,59,1575,0.21002430917636034
2016,Democrat,60,1390,0.17608464891258493
2016,Democrat,61,888,0.13913863961352035
2016,Democrat,62,1655,0.1221505582107518
2016,Democrat,63,1840,0.1094792597992953
2016,Democrat,64,1838,0.10316020575751296
2016,Democrat,65,2271,0.13334731472051653
2016,Democrat,66,2648,0.17136001339892004
2016,Democrat,67,2962,0.1912872057211894
2016,Democrat,68,3060,0.1362559715483727
2016,Democrat,69,3729,0.1875727186119346
2016,Democrat,70,2094,0.12029076802189378
2016,Democrat,71,2874,0.17057930115592862
2016,Democrat,72,2830,0.15984595553347242
2016,Democrat,73,2273,0.18407533779798516
2016,Democrat,74,482,0.17578240925894423
2016,Democrat,75,2163,0.1449318835018801
2016,Democrat,76,2152,0.14965408064185237
2016,Democrat,77,3046,0.1696190224117792
2016,Democrat,78,2568,0.12891697508429475
2016,Democrat,79,2972,0.1601730541454272
2016,Democrat,80,3226,0.12661041007502788
2016,Democrat,81,2782,0.18108788488809713
2016,Democrat,82,2460,0.1393640690940296
2016,Democrat,83,1700,0.10055057039265247
2016,Democrat,84,2418,0.14848861125847856
2016,Democrat,85,2678,0.1627763768025452
2016,Democrat,86,2390,0.14408985342592717
2016,Democrat,87,2401,0.15191261560153038
2016,Democrat,88,2972,0.23313825973646443
2016,Democrat,89,2106,0.16841807937075307
2016,Democrat,90,1359,0.17707468754960726
2016,Democrat,92,1078,0.17357576966431712
2016,Democrat,93,3152,0.17227623771390344
2016,Democrat,94,2050,0.14957138163332895
2016,Democrat,95,2236,0.17335774980390475
2016,Democrat,96,734,0.092188014842986
2016,Democrat,97,669,0.10690931355029411
2016,Democrat,98,1249,0.10837675209937869
2016,Democrat,99,2186,0.16376129087038963
2016,Democrat,100,1936,0.16791247926310401
2016,Democrat,101,1283,0.10049258935572296
2016,Democrat,102,2112,0.17235172169393714
2016,Democrat,103,761,0.17817834180286557
2016,Republican,0,913,0.11706793630268192
2016,Republican,1,1086,0.16574975010264892
2016,Republican,2,1087,0.15710656876417037
2016,Republican,3,1228,0.13559645146369656
2016,Republican,4,1221,0.13344702439269784
2016,Republican,5,2251,0.1752231854350467
2016,Republican,6,2999,0.1766246634291093
2016,Republican,7,2647,0.17481688499358503
2016,Republican,8,3009,0.19697198585179057
2016,Republican,9,1656,0.14049386643933398
2016,Republican,10,1854,0.10537712670412586
2016,Republican,11,1859,0.15092878262580017
2016,Republican,12,1869,0.1272811496018897
2016,Republican,13,544,0.11631952308423077
2016,Republican,14,578,0.130013212098363
2016,Republican,15,1605,0.09066430131478287
2016,Republican,16,2731,0.19495597502205783
2016,Republican,17,3077,0.19003712725612223
2016,Republican,18,2051,0.17194691651783656
2016,Republican,19,3005,0.22117987753662238
2016,Republican,20,2584,0.17257991112677104
2016,Republican,21,2832,0.14446984755472506
2016,Republican,22,2082,0.14649077033352081
2016,Republican,23,2162,0.14727461808076805
2016,Republican,24,2866,0.1781901578283729
2016,Republican,25,2904,0.14313771807605954
2016,Republican,26,2235,0.08777604395579922
2016,Republican,27,2643,0.1509837177057049
2016,Republican,28,2486,0.13380723843581027
2016,Republican,29,2946,0.1626604520457336
2016,Republican,30,2113,0.13290129641689788
2016,Republican,31,2006,0.1258998816263707
2016,Republican,32,2027,0.1443949845862094
2016,Republican,33,2825,0.17131469334665259
2016,Republican,34,2509,0.16841551417729125
2016,Republican,35,2397,0.12702838669371358
2016,Republican,36,2742,0.14413478077220493
2016,Republican,37,2176,0.18647287443202323
2016,Republican,38,2368,0.17986435832957598
2016,Republican,39,766,0.18509037856270338
2016,Republican,40,1770,0.13354634341946933
2016,Republican,41,1340,0.16534272168498876
2016,Republican,42,1755,0.2559810963390326
2016,Republican,43,1599,0.21207619107632972
2016,Republican,44,731,0.22903910607402755
2016,Republican,45,475,0.12366683636252818
2016,Republican,46,1121,0.22207870321467943
2016,Republican,47,1304,0.18937808858085012
