cycle,weeks_to_election,n,anger,share_angry,negative,anger_dev
2020,82,8032,0.2933986381350727,0.2863545816733068,0.21113842922767728,-0.006690655484503483
2020,83,8753,0.2929701716185304,0.2812749914315092,0.2088087931153792,-0.007119122001045808
2020,84,7994,0.28512670487083436,0.2704528396297223,0.20238563781779945,-0.014962588748741845
2020,85,8084,0.28053165045331263,0.27164769915883225,0.21799083333877936,-0.019557643166263572
2020,86,9585,0.29868113096722293,0.2896191966614502,0.21259798421733977,-0.001408162652353273
2020,87,8520,0.2826480260583137,0.269131455399061,0.1989250926148874,-0.01744126756126252
2020,88,7110,0.29639368860772125,0.28917018284106893,0.21365959602102746,-0.003695605011854952
2020,89,7750,0.29852455954674273,0.28774193548387095,0.24386235815554017,-0.0015647340728334735
2020,90,10879,0.2616545478381461,0.24616233109660815,0.1931190518878278,-0.03843474578143008
2020,91,8228,0.26417158917447175,0.2495138551288284,0.19773879321154092,-0.03591770444510445
2020,92,8474,0.38067540345931217,0.38057587915978286,0.2802592151847998,0.08058610983973596
2020,93,8511,0.36601330044215596,0.36399953001997415,0.27411624069124885,0.06592400682257976
2020,94,9274,0.43407247595592763,0.43918481777011,0.31558967172706714,0.13398318233635143
2020,95,6848,0.3502714621076125,0.352803738317757,0.2509779044883578,0.050182168488036305
2020,96,2004,0.35466684468049636,0.3597804391217565,0.2850764444598741,0.05457755106092016
2020,97,4731,0.3911886589387654,0.3937856689917565,0.3020072879343884,0.09109936531918922
2020,98,5459,0.3198371492670025,0.3119618977834768,0.26029535148873767,0.019747855647426316
2020,99,4653,0.2628304474192373,0.2523103374167204,0.209978371506336,-0.037258846200338924
2020,100,5541,0.24161239634525986,0.23064428803465079,0.20008370886245272,-0.05847689727431635
2020,101,3193,0.2750381757729829,0.2605699968681491,0.23545051776592418,-0.025051117846593307
2020,102,4465,0.2763962574176436,0.26651735722284436,0.22180879855925303,-0.023693036201932582
2020,103,3863,0.23437669323750057,0.22443696608853222,0.19310824328683857,-0.06571260038207563
2022,0,6155,0.26470578757381774,0.2562144597887896,0.20849835677781678,-0.04580502662806435
2022,1,5759,0.3178939374201265,0.3186317068935579,0.26967678955209284,0.007383123218244414
2022,2,5278,0.32215028842559984,0.32038651004168245,0.2679620478305218,0.01163947422371775
2022,3,5193,0.31433640923925843,0.31349894088195646,0.2579691332482505,0.003825595037376339
2022,4,4458,0.3123115186158362,0.3158366980708838,0.24583407802035248,0.001800704413954135
2022,5,4694,0.2926139560145968,0.28674904132935664,0.2445768538188776,-0.017896858187285314
2022,6,4882,0.33884226652747423,0.3381810733306022,0.2661263816395959,0.028331452325592144
2022,7,4814,0.3331841820617654,0.3323639385126714,0.26879542494740893,0.02267336785988333
2022,8,4153,0.3485255840557607,0.3486636166626535,0.31128675775974046,0.03801476985387858
2022,9,3336,0.34722198846630475,0.3456235011990408,0.29273057031798083,0.036711174264422664
2022,10,3719,0.3524999542739172,0.35358967464372143,0.2889260468230643,0.041989140072035136
2022,11,3071,0.3338670230817683,0.3262780853142299,0.2772469034594584,0.02335620887988621
2022,12,3939,0.3807974303683621,0.376999238385377,0.3033768285957727,0.07028661616648002
2022,13,9834,0.3500689387236049,0.34482407972340856,0.29803263119516415,0.039558124521722804
2022,14,10842,0.3557410257992765,0.35251798561151076,0.29141472247775047,0.04523021159739443
2022,15,9887,0.35067358946178456,0.3497521998583999,0.28252791650798276,0.04016277525990247
2022,16,11390,0.3728865576501407,0.3735733099209833,0.2983309321214741,0.062375743448258636
2022,17,8396,0.336275570853864,0.3338494521200572,0.28636617965073596,0.025764756651981913
2022,18,7766,0.34322731190452466,0.3480556270924543,0.29574792322469845,0.032716497702642566
2022,19,11537,0.35428760022496425,0.34601716217387535,0.28615136117261664,0.04377678602308216
2022,20,9438,0.2957307929862131,0.28586564950201315,0.23852477632415367,-0.014780021215669015
2022,21,11490,0.35748206497414414,0.35013054830287205,0.3012471092308428,0.04697125077226205
2022,22,8671,0.3140053074754729,0.3084995963556683,0.27755751946089874,0.003494493273590804
