year,party,hour_local,n,anger,share_angry,negative,disgust,joy,optimism,fear,sadness,anger_se,anger_dev
2023,Republican,8,9655,0.4180429885977062,0.43013982392542727,0.3338395996965277,0.4065434843235698,0.3497509684328063,0.43360045354606913,0.20957441486166004,0.1636919946565545,0.004026137605680167,0.009092460092264554
2023,Republican,9,12147,0.4034933476325513,0.4133530912982629,0.3254524778645319,0.3930280591291684,0.3656919626074584,0.45073297281669883,0.20829334330805305,0.16544131409661156,0.003577114954397228,-0.005457180872890377
2023,Republican,10,12542,0.40105425848699783,0.4132514750438527,0.3201745176562241,0.38877797953480314,0.3629680047576688,0.4514964010349719,0.20857068157872238,0.16013701752431453,0.0035291652795903087,-0.00789627001844384
2023,Republican,11,12288,0.4010723433571002,0.4100748697916667,0.3216969820031039,0.3882992934337229,0.36306031226009355,0.4546515693422937,0.20518578396049256,0.16036959705892664,0.003547785886935509,-0.007878185148341488
2023,Republican,12,11584,0.40003095925866805,0.4088397790055249,0.31966437095709593,0.3876086517518276,0.36574161293461677,0.4557626535991388,0.20683490227502613,0.15803314427519088,0.0036537956301975687,-0.008919569246773618
2023,Republican,13,10866,0.40010524108135886,0.405945150009203,0.3157345218215582,0.38619834499154393,0.37366291619715575,0.4604312295769783,0.20291551539276537,0.15131785215966104,0.0037920496297650665,-0.008845287424082804
2023,Republican,14,10142,0.39818029831859825,0.4082035101557878,0.3166077736036902,0.38605228160449023,0.37205764061926155,0.4515811640559783,0.20500269831628198,0.1581382505889351,0.003917206121024315,-0.010770230186843421
2023,Republican,15,9929,0.3851238232553294,0.39440024171618493,0.3058940672594191,0.37124711760356444,0.38539266229964253,0.46899908170828525,0.19741385934617126,0.15177787078546562,0.003924726197737172,-0.023826705250112268
2023,Republican,16,8441,0.3805953811738495,0.3823006752754413,0.29964941148189395,0.3675775352895027,0.3810011456727592,0.460642468620766,0.1926640839871589,0.14520286634686208,0.004234711771915664,-0.028355147331592168
2023,Republican,17,5779,0.38307036068263073,0.3900328776604949,0.2951081633273055,0.3655753614363873,0.3860948596030105,0.46663811862822296,0.1945819946844437,0.14630631065972086,0.005113299995031681,-0.02588016782281094
2023,Republican,18,3740,0.37247888010025104,0.3783422459893048,0.2786831155108701,0.3551791409313191,0.391315184317076,0.46648029157030274,0.18331837131303141,0.14741584914176162,0.006316364461593233,-0.036471648405190626
2023,Republican,19,2523,0.3574224723927681,0.363059849385652,0.28241577527802875,0.3434754052936582,0.410081286680524,0.4736479476654959,0.18428756263034343,0.14176177222438946,0.0076648739096081935,-0.05152805611267358
2023,Republican,20,1547,0.38877951648115205,0.40206851971557855,0.3095365806062674,0.380047236575547,0.3674163866140076,0.4322847579211555,0.17897946546281643,0.17117277889722585,0.00989684104574367,-0.020171012024289614
2023,Republican,21,922,0.3949141592684317,0.3969631236442516,0.31703866582397683,0.3896195101400195,0.3529998730285267,0.4020034569212581,0.18037236717260904,0.17456411597937135,0.012879034146189317,-0.01403636923700996
2023,Republican,22,459,0.37705231137261247,0.3747276688453159,0.28993383437356546,0.3618483566648625,0.3487609188825152,0.4407835352449619,0.1949400976107482,0.1641945517419032,0.01737621827633426,-0.0318982171328292
2024,Democrat,1,345,0.3138328126442713,0.3188405797101449,0.25069479785110477,0.2940274300283172,0.45570214856011065,0.531499916277286,0.12465282516769957,0.13184620061808305,0.01999752665731457,0.06414541343719132
2024,Democrat,2,662,0.28010479722796655,0.26586102719033233,0.21546717344894387,0.26205086291928037,0.46511678379718385,0.573345411506276,0.1471606853102922,0.11765209837251109,0.013776397886655575,0.030417398020886555
2024,Democrat,3,1565,0.2869866167840819,0.2779552715654952,0.21959241210552194,0.268869766997346,0.48805843279741634,0.5674495710262333,0.14967276058338297,0.12430166186580358,0.009273239292085653,0.037299217577001886
2024,Democrat,4,2814,0.2807892995959978,0.26652452025586354,0.22066953690467248,0.26366618809167114,0.4845710189469614,0.5724902070478577,0.1587567034329062,0.13437227377345007,0.006845633313960792,0.031101900388917803
2024,Democrat,5,3850,0.2669222216791921,0.25792207792207794,0.20492579402096642,0.2462361384680277,0.4990062047905809,0.6053617176475221,0.15584164858493324,0.1258676258238734,0.005713905417582307,0.01723482247211211
2024,Democrat,6,5080,0.2632297519568765,0.2531496062992126,0.20951536947941063,0.2442399567292864,0.5022429268121514,0.6076594675644521,0.15644266877316973,0.1269783413012908,0.004973161999627561,0.013542352749796482
2024,Democrat,7,6760,0.2652196482259273,0.25488165680473374,0.2106770912860038,0.2463868082012601,0.498760217588709,0.611728208499944,0.16907365668183413,0.1263349217338592,0.0042951722153206934,0.01553224901884731
2024,Democrat,8,10100,0.2534119843490108,0.24099009900990098,0.19881657099052757,0.23388683787385683,0.5157662385243388,0.6298322862171393,0.1598588323215539,0.12909500917346023,0.0034574427644985467,0.003724585141930803
2024,Democrat,9,14694,0.24245726873132442,0.23138696066421668,0.19342055132784777,0.22450295631687317,0.5250135640281237,0.6413217357729529,0.16464654748581617,0.12853166202779281,0.002833574929249314,-0.007230130475755575
2024,Democrat,10,16101,0.25121901119195544,0.2418483324017142,0.19656793756810634,0.23215570153330606,0.5176107274864058,0.6362253641222652,0.1663565270517212,0.1279974928220948,0.0027276429830932454,0.0015316119848754473
2024,Democrat,11,16125,0.2519547493958687,0.24235658914728683,0.196272331804889,0.2328238439851029,0.5104149739704738,0.6356666389868068,0.17092750895655778,0.12738890762970775,0.002725026782026931,0.002267350188788708
2024,Democrat,12,16530,0.23973925562501652,0.2277676950998185,0.18865324407099693,0.22240402620500974,0.5275408670466779,0.6444741380626603,0.16559925392375446,0.1277478190043719,0.0026453364280241767,-0.009948143582063473
2024,Democrat,13,16156,0.24212451237730573,0.23062639267145332,0.18751402000294048,0.2237263952996296,0.5250422036461376,0.6460478777695882,0.16637691552158457,0.1273286133160315,0.0026756004378209576,-0.007562886829774268
2024,Democrat,14,15639,0.24454062037830118,0.23185625679391264,0.18936445648295555,0.22552992247780618,0.5265219641248645,0.6469334939224247,0.16598029004132578,0.12111095761177217,0.002737018693720516,-0.005146778828778814
2024,Democrat,15,14564,0.23913921172336008,0.2259681406207086,0.18689728424515342,0.22213289575889555,0.5364028949171444,0.6460792239377722,0.16291212732174665,0.11995940606703992,0.002821702425309838,-0.010548187483719912
2024,Democrat,16,13581,0.23929645323748172,0.22987997938296148,0.1868641644401896,0.2216772116541626,0.5408140841933252,0.6473804761100305,0.1648599642155628,0.1214754002449728,0.0029243833892617878,-0.010390945969598275
2024,Democrat,17,10478,0.2458781908598182,0.2356365718648597,0.19283550614786754,0.22746477791887346,0.5341821939013912,0.6362008367290289,0.15965306730371193,0.12189305981015493,0.0033734401318230613,-0.0038092083472617833
2024,Democrat,18,6811,0.2513431073928061,0.24152106885919836,0.20037217768576587,0.23298714801182607,0.5308116509887739,0.6246817660658968,0.1598857364879415,0.12548077137323924,0.004227001490413343,0.0016557081857260791
2024,Democrat,19,4597,0.267582459193941,0.26038720904938,0.2142771391246611,0.24784548044705523,0.5117096020006436,0.6138861217511316,0.16480101143340795,0.1347557525990228,0.005260665661703982,0.01789505998686103
2024,Democrat,20,2930,0.25618135216804827,0.24505119453924915,0.20282693620657535,0.23898988636719132,0.5283299691450651,0.6126492568598456,0.16517043114916355,0.1379705484470181,0.00648642908599153,0.0064939529609682745
2024,Democrat,21,1822,0.30208322215870304,0.30021953896816683,0.2350825497234735,0.2786775840848631,0.48800136792753607,0.5844798093553302,0.16445297829622277,0.14613114687017115,0.008684942457487983,0.05239582295162304
2024,Democrat,22,1013,0.30517780629923497,0.30009871668311944,0.2152903208692732,0.27897624189892795,0.4791249286007368,0.5737727279315159,0.15350902687274617,0.13720178034897573,0.011677441726992413,0.05549040709215497
2024,Democrat,23,421,0.2891708421222246,0.28028503562945367,0.24330865224599926,0.2757639826989938,0.4733911259719248,0.5277264483157996,0.14646437985163333,0.16051590817619885,0.018086677485409482,0.039483442915144606
