mo,party,n,civic,gratitude,polarizing,any_civic_lang,any_outgroup
2020-09-01,Democrat,30203,0.03764526702645433,0.07121809091812072,0.13942323610237395,0.05625269013011953,0.1654471410124822
2020-09-01,Republican,15737,0.04104975535362521,0.09569803647455043,0.0932198004702294,0.05598271589248269,0.12067103005655462
2020-10-01,Democrat,31384,0.02596864644404792,0.06573413204180474,0.15163777721131788,0.03804486362477696,0.18101580423145552
2020-10-01,Republican,16086,0.030150441377595424,0.09368394877533259,0.13489991296779807,0.04314310580629119,0.17592937958473207
2020-11-01,Democrat,24137,0.037908605046194636,0.08070597008741766,0.10212536769275386,0.04921904130587894,0.12909640800430874
2020-11-01,Republican,11492,0.03228332753219631,0.10650887573964497,0.08049077619213366,0.04281239122868082,0.10964148973198747
2020-12-01,Democrat,27272,0.0540114403050748,0.06427838075682019,0.10098269287180991,0.07414197711938986,0.13537694338515693
2020-12-01,Republican,13529,0.042501293517628796,0.0858156552590731,0.09668120334097124,0.06075837090694065,0.12839086406977604
2021-01-01,Democrat,28645,0.03389771338802584,0.06824925816023739,0.14787921103159365,0.060115203351370224,0.17085006109268633
2021-01-01,Republican,16200,0.037654320987654324,0.09283950617283951,0.14037037037037037,0.07,0.19364197530864197
2021-02-01,Democrat,28249,0.029877163793408615,0.08071082162200433,0.07731247123791993,0.04385995964458919,0.09911855286912812
2021-02-01,Republican,19449,0.035940151164584294,0.06288241040670471,0.1989819527996298,0.0628309938814335,0.25898503779114607
2021-03-01,Democrat,26897,0.030523850243521583,0.08785366397739525,0.03881473770308956,0.04271851879391754,0.05889132617020486
2021-03-01,Republican,19269,0.02947739893092532,0.07426436244745446,0.24837822409050808,0.054024599096995175,0.3099797602366495
2021-04-01,Democrat,29058,0.033622410351710375,0.08297198706036203,0.029527152591368986,0.0457017000481795,0.04115906118796889
2021-04-01,Republican,20296,0.03650965707528577,0.0744481671265274,0.2175305478912101,0.0602089081592432,0.2939495467087111
2021-05-01,Democrat,23303,0.033472085139252455,0.09385057717890401,0.05218212247350126,0.0590911041496803,0.06612882461485646
2021-05-01,Republican,18747,0.03301861631194324,0.09430842268096229,0.19667146743478955,0.056062303301861634,0.25108017282765244
2021-06-01,Democrat,26522,0.045584797526581705,0.09610889073222231,0.0505240932056406,0.06338134379006108,0.06884850312947742
2021-06-01,Republican,21403,0.03630332196421063,0.07970845208615615,0.20492454328832407,0.05887025183385507,0.26052422557585386
2021-07-01,Democrat,26706,0.03733243465887816,0.09533438178686438,0.03617164682093912,0.052048228862427916,0.053246461469332734
2021-07-01,Republican,20782,0.0354633817726879,0.07674910980656337,0.231161582138389,0.05779039553459725,0.28029063612741795
2021-08-01,Democrat,24554,0.0515598273193777,0.09407835790502565,0.02622790584018897,0.06133420216665309,0.04891260079824061
2021-08-01,Republican,22242,0.02324431256181998,0.061954860174444744,0.26449959536012946,0.042352306447261935,0.3154842190450499
2021-09-01,Democrat,28286,0.043342996535388534,0.0921657356996394,0.04532277451742912,0.05592872799264654,0.06278724457328713
2021-09-01,Republican,21779,0.022360989944441894,0.06262913816061344,0.2933100693328436,0.041553790348500846,0.34432251251205287
2021-10-01,Democrat,28934,0.04219948849104859,0.09597705122001797,0.03421580147922859,0.05422686113223198,0.046415981198589897
2021-10-01,Republican,21194,0.021751439086533923,0.06945361894875908,0.2856940643578371,0.03972822496933094,0.33943568934604135
2021-11-01,Democrat,33470,0.09856587989244099,0.11174185838063938,0.024589184344188827,0.1101583507618763,0.038571855392889154
2021-11-01,Republican,23433,0.027141211112533606,0.07724149703409722,0.27819741390346947,0.041949387615755555,0.3348696283019673
2021-12-01,Democrat,29473,0.06606046211787059,0.0928985851457266,0.03467580497404404,0.07973399382485664,0.051029756047908256
2021-12-01,Republican,20118,0.03042051893826424,0.06983795605925042,0.22233820459290188,0.04930907644895119,0.2711999204692315
2022-01-01,Democrat,23619,0.06384690291714298,0.09483890088488081,0.05258478343706338,0.07739531732926881,0.07913120792582243
2022-01-01,Republican,17462,0.023250486771274767,0.061104111785591574,0.27001488947428703,0.04323674264116367,0.3280838391936777
2022-02-01,Democrat,22917,0.06820264432517345,0.09486407470436793,0.03006501723611293,0.09359863856525723,0.04376663612165641
2022-02-01,Republican,19239,0.024793388429752067,0.05286137533135818,0.2268309163677946,0.0498466656271116,0.2727272727272727
2022-03-01,Democrat,30350,0.05614497528830313,0.10026359143327841,0.03169686985172982,0.0799341021416804,0.04589785831960461
2022-03-01,Republican,24063,0.023147570959564476,0.05926110626272701,0.24323650417653658,0.04550554793666625,0.30499106512072477
2022-04-01,Democrat,22011,0.0544727636181909,0.10408432147562582,0.025668983689973196,0.06801144882104403,0.037254100222615966
2022-04-01,Republican,17652,0.018694765465669613,0.06327894856106957,0.25277588941762974,0.033593927033763876,0.30342170858826195
2022-05-01,Democrat,24504,0.05048155403199478,0.1079007508978126,0.05623571661769507,0.0648873653281097,0.07900750897812601
2022-05-01,Republican,17989,0.020901662126855302,0.08082717216076492,0.24287064317082663,0.03357607426760798,0.2926232697759742
2022-06-01,Democrat,25666,0.061754850775344816,0.08770357671627835,0.06904075430530664,0.07987220447284345,0.09152185771058989
2022-06-01,Republican,18779,0.021992651365887426,0.06880025560466478,0.24825603067255977,0.033601363224878854,0.3010809947281538
2022-07-01,Democrat,23982,0.052456008673171545,0.08481361020765574,0.08789925777666584,0.06796764239846552,0.11683762822116588
2022-07-01,Republican,17482,0.02133623155245395,0.05497082713648324,0.29367349273538496,0.033234183731838465,0.3460702436792129
2022-08-01,Democrat,12904,0.04060756354618723,0.09872907625542468,0.0823775573465592,0.05432424054556727,0.11128332300061997
2022-08-01,Republican,11388,0.016596417281348787,0.06138040042149631,0.2975061468212153,0.027221636810677907,0.34808570425008784
2022-09-01,Democrat,10109,0.054011277079829854,0.11000098921752893,0.08784251656939361,0.07033336630725097,0.10851716292412701
2022-09-01,Republican,8814,0.02518720217835262,0.0628545495802133,0.27978216473791695,0.0416383027002496,0.326072157930565
2022-10-01,Democrat,12378,0.043141056713523994,0.12392955243173372,0.07747616739376313,0.052835676199709164,0.09710777185328809
2022-10-01,Republican,9412,0.017637059073523163,0.07288567785805355,0.2722056948576286,0.027199320016999574,0.324585635359116
2022-11-01,Democrat,13196,0.047514398302515914,0.1351924825704759,0.05304637769020915,0.05706274628675356,0.07744771142770536
2022-11-01,Republican,8297,0.021694588405447753,0.08882728697119441,0.20670121730746052,0.03145715318789924,0.2533445823791732
2022-12-01,Democrat,12830,0.05432579890880748,0.11395167575993764,0.04512860483242401,0.07077162899454403,0.06375681995323461
2022-12-01,Republican,9341,0.02076865431966599,0.06434000642329515,0.2041537308639332,0.03457873889305214,0.2413017878171502
2023-01-01,Democrat,6998,0.04015432980851672,0.09688482423549585,0.1547585024292655,0.06201771934838525,0.1873392397827951
2023-01-01,Republican,8755,0.025014277555682467,0.07881210736721873,0.21964591661907482,0.03792118789263278,0.276527698458024
2023-02-01,Democrat,6832,0.04800936768149883,0.10026346604215457,0.09250585480093677,0.06923302107728337,0.11402224824355972
2023-02-01,Republican,9665,0.018727366787377134,0.05907915157785825,0.254216244180031,0.04035178479048112,0.31267459906880496
2023-03-01,Democrat,8580,0.04230769230769231,0.09673659673659674,0.10944055944055944,0.05675990675990676,0.13624708624708626
2023-03-01,Republican,11169,0.025517056137523503,0.07091055600322321,0.22123735338884412,0.049780642850747604,0.2663622526636225
2023-04-01,Democrat,8061,0.04962163503287433,0.09477732291278998,0.134846793201836,0.06488028780548319,0.1577967994045404
2023-04-01,Republican,9323,0.02778075726697415,0.07036361686152526,0.19328542314705566,0.04515713826021667,0.23833529979620294
2023-05-01,Democrat,10344,0.05075406032482599,0.10740525908739366,0.14617169373549885,0.07492266047950502,0.16608662026295437
2023-05-01,Republican,12426,0.03001770481248994,0.08924835023338162,0.21970062771607918,0.04909061644938033,0.26750362143891837
2023-06-01,Democrat,11949,0.05565319273579379,0.10226797221524814,0.10201690518034982,0.073981086283371,0.13013641308896143
2023-06-01,Republican,11632,0.033356258596973866,0.08321870701513068,0.19927785419532323,0.051151994497936726,0.2392537826685007
2023-07-01,Democrat,11000,0.05836363636363636,0.10781818181818181,0.08727272727272728,0.07827272727272727,0.10872727272727273
2023-07-01,Republican,10773,0.033324050867910515,0.08669822704910424,0.19530307249605494,0.050403787245892506,0.24013738048825767
2023-08-01,Democrat,11926,0.038990441053161164,0.11663592151601543,0.059533791715579404,0.05031024652020795,0.08091564648666778
2023-08-01,Republican,10148,0.018624359479700432,0.09568387859676783,0.21127315727236895,0.029365392195506504,0.25522270398108
2023-09-01,Democrat,14938,0.056165484000535545,0.0996786718436203,0.13140982728611594,0.0836792073905476,0.15986075779890213
2023-09-01,Republican,12791,0.027519349542647172,0.07982174966773513,0.21773121726213743,0.04245172386834493,0.2637792197638965
2023-10-01,Democrat,17196,0.06652709932542451,0.09391719004419632,0.09827866945801349,0.115259362642475,0.1334612700628053
2023-10-01,Republican,14897,0.033093911525810565,0.07229643552393099,0.17849231388870243,0.062428676914815066,0.21984292139356917
2023-11-01,Democrat,16754,0.06016473677927659,0.12623851020651786,0.08117464486092874,0.08296526202697863,0.10284111257013251
2023-11-01,Republican,14734,0.030473734220171033,0.0893172254649111,0.183113886249491,0.05463553685353604,0.21962807112800325
2023-12-01,Democrat,14896,0.05988184747583244,0.10700859291084855,0.08660042964554243,0.07827604726100967,0.10492749731471536
2023-12-01,Republican,14244,0.02337826453243471,0.07322381353552374,0.18288402134231957,0.04338668913226622,0.2241645605167088
2024-01-01,Democrat,16252,0.062392320945114446,0.11014029042579375,0.10749446222003446,0.08737386167856263,0.12939945852818116
2024-01-01,Republican,16539,0.0252735957433944,0.07999274442227462,0.21857427897696355,0.04335207690912389,0.2590241247959369
2024-02-01,Democrat,17519,0.06547177350305383,0.11718705405559678,0.11387636280609624,0.09823620069638678,0.1437296649352132
2024-02-01,Republican,17187,0.02554256123814511,0.0694129283760982,0.23721417350322918,0.0445685692674696,0.284924652353523
2024-03-01,Democrat,19308,0.050911539258338516,0.1305158483530143,0.08027760513776673,0.06821006836544438,0.10586285477522271
2024-03-01,Republican,19203,0.023121387283236993,0.07196792167890434,0.26063635890225484,0.04056657813883247,0.31443003697338956
2024-04-01,Democrat,16646,0.0544875645800793,0.11906764387840922,0.07052745404301333,0.07437222155472786,0.09377628259041211
2024-04-01,Republican,15286,0.023681800340180557,0.07274630380740547,0.2215752976579877,0.047690697370142615,0.25565877273321996
2024-05-01,Democrat,16975,0.06574374079528719,0.1487481590574374,0.08624447717231222,0.08771723122238587,0.10780559646539029
2024-05-01,Republican,17841,0.02993105767613923,0.09965809091418643,0.22005492965640938,0.051342413541841825,0.2536853315397119
2024-06-01,Democrat,16817,0.054290301480644586,0.11726229410715347,0.12416007611345663,0.07260510198013914,0.15490277695189392
2024-06-01,Republican,16851,0.02735742685894012,0.08064803275769984,0.2380867604296481,0.045041837279686664,0.2789151979111032
2024-07-01,Democrat,15061,0.05491003253436027,0.11878361330588938,0.11506540070380453,0.07376668215921918,0.1465374145143085
2024-07-01,Republican,17173,0.03016362895242532,0.06533511908228032,0.22325743900308623,0.05613462994235137,0.27065742735689746
2024-08-01,Democrat,12851,0.050501906466422844,0.14263481441132986,0.074157653100926,0.06513111820091821,0.10232666718543304
2024-08-01,Republican,13212,0.02081441114138662,0.09120496518316681,0.26233726914925826,0.03678474114441417,0.31509234029669997
2024-09-01,Democrat,14702,0.053938239695279555,0.11671881376683445,0.11059719766018229,0.07461569854441573,0.13433546456264453
2024-09-01,Republican,14520,0.02830578512396694,0.08760330578512397,0.218732782369146,0.04648760330578512,0.26019283746556476
2024-10-01,Democrat,16928,0.04318289224952741,0.1369328922495274,0.08010396975425331,0.055824669187145556,0.0983577504725898
2024-10-01,Republican,15998,0.02287785973246656,0.1045755719464933,0.1995874484310539,0.04144268033504188,0.24003000375046882
2024-11-01,Democrat,11356,0.059528002817893624,0.14943642127509688,0.06745332863684396,0.07264882000704473,0.09149348362099331
2024-11-01,Republican,14027,0.02880159692022528,0.10130462679118843,0.11620446282170101,0.04206173807656662,0.14087117701575533
2024-12-01,Democrat,8510,0.06286721504112809,0.09341950646298472,0.11351351351351352,0.09529964747356051,0.13842538190364279
2024-12-01,Republican,11846,0.024480837413472904,0.06289042714840452,0.11235860205976701,0.036974506162417695,0.13388485564747593
2025-01-01,Democrat,12295,0.044570963806425376,0.09499796665311103,0.2217161447742985,0.06628710858072387,0.2541683611224075
2025-01-01,Republican,15665,0.03396105968720076,0.09045643153526971,0.1024577082668369,0.046600702202361954,0.12550271305458027
2025-02-01,Democrat,14675,0.020851788756388417,0.04497444633730835,0.36163543441226575,0.041567291311754684,0.39373083475298126
2025-02-01,Republican,15557,0.024426303271839044,0.0802854020698078,0.09526258276017227,0.037282252362280645,0.11332519123224272
2025-03-01,Democrat,15571,0.02678055359321816,0.054010660843876436,0.3793590649283925,0.04842335110140646,0.4138462526491555
2025-03-01,Republican,17381,0.021402681088544963,0.08497784937575513,0.11483804153961222,0.034750589724411717,0.13940509752028077
2025-04-01,Democrat,15047,0.021200239250348907,0.05854987705190404,0.37203429255000997,0.04299860437296471,0.400212666976806
2025-04-01,Republican,15117,0.02235893365085665,0.08685585764371238,0.08685585764371238,0.03380300324138387,0.10696566779122842
2025-05-01,Democrat,15247,0.02656260247917623,0.07424411359611727,0.35961172689709453,0.045517150914934086,0.39352003672853675
2025-05-01,Republican,15413,0.026276519820930384,0.12002854733017583,0.08499318756893531,0.037565691299552326,0.10614416401738792
2025-06-01,Democrat,16041,0.026806308833613863,0.05697899133470482,0.32591484321426345,0.054547721463749144,0.3561498659684558
2025-06-01,Republican,17614,0.025888497785852164,0.08657885772680822,0.0914613375723856,0.04167139775178835,0.10945838537526967
2025-07-01,Democrat,16907,0.023067368545572838,0.05660377358490566,0.37854143254273376,0.046253031288815284,0.40492103862305556
2025-07-01,Republican,17725,0.02392101551480959,0.09337094499294782,0.08846262341325811,0.03339915373765867,0.10465444287729196
2025-08-01,Democrat,12864,0.025575248756218905,0.08449937810945274,0.3216728855721393,0.041666666666666664,0.35152363184079605
2025-08-01,Republican,12551,0.01808620827025735,0.12620508326029797,0.08079037526890287,0.027487849573739145,0.09871723368655884
2025-09-01,Democrat,16510,0.029557843731072078,0.06311326468806784,0.33930950938824955,0.05947910357359176,0.37086614173228344
2025-09-01,Republican,18417,0.03084107074985068,0.09518379757832438,0.1379703534777651,0.04886789379377749,0.15778899929413043
2025-10-01,Democrat,19522,0.01726257555578322,0.04384796639688557,0.4249052351193525,0.03954512857289212,0.4801762114537445
2025-10-01,Republican,21050,0.015011876484560571,0.06665083135391923,0.3361520190023753,0.03353919239904988,0.3814251781472684
2025-11-01,Democrat,16407,0.026513073688059975,0.08295239836655086,0.3325409886024258,0.047114036691656,0.37057353568598767
2025-11-01,Republican,16859,0.02526840263360816,0.10676789845186548,0.1765229254404176,0.03974138442374993,0.2122308559226526
2025-12-01,Democrat,16408,0.038091175036567525,0.06100682593856655,0.2861409068746953,0.06448074110190151,0.3177108727450024
2025-12-01,Republican,18102,0.027400287261076125,0.10700475085625898,0.09181305933046072,0.04093470334769639,0.11788752624019445
2026-01-01,Democrat,19809,0.02377707102832046,0.05088596092685143,0.2963804331364531,0.054773082942097026,0.323943661971831
2026-01-01,Republican,21291,0.024376497111455543,0.10069982621765065,0.0772626931567329,0.042506223286834816,0.09450002348410126
2026-02-01,Democrat,19735,0.02310615657461363,0.06693691411198378,0.2836584747909805,0.04312135799341272,0.30559918925766405
2026-02-01,Republican,24024,0.023851148851148852,0.10968198468198469,0.09178321678321678,0.038544788544788544,0.11496836496836497
2026-03-01,Democrat,22015,0.020486032250738133,0.07163297751533046,0.29484442425618895,0.041744265273677035,0.3151941857824211
2026-03-01,Republican,25493,0.022712117051739693,0.09018161848350528,0.13572353194994705,0.03930490722943553,0.15957321617698977
2026-04-01,Democrat,21297,0.02446353946565244,0.0688829412593323,0.2966615016199465,0.047987979527633,0.3186364276658684
2026-04-01,Republican,25446,0.02173229584217559,0.09950483376562132,0.07561109801147528,0.03399355497917158,0.08987660143048024
2026-05-01,Democrat,19245,0.02707196674460899,0.09628474928552871,0.26183424266043126,0.041517277214861,0.2856326318524292
2026-05-01,Republican,25969,0.02545342523778351,0.12245369478994185,0.06272863799145134,0.03808386922869575,0.07755400670029651
2026-06-01,Democrat,20802,0.029372175752331506,0.07537736756081145,0.2849245264878377,0.06033073742909335,0.3131429670224017
2026-06-01,Republican,27122,0.02654671484403805,0.09958705110242608,0.06371211562569132,0.03908266352038935,0.08034068284049849
2026-07-01,Democrat,18835,0.03312981152110433,0.07406424210246881,0.2813379346960446,0.060631802495354395,0.3074064242102469
2026-07-01,Republican,25725,0.02791059280855199,0.09574344023323615,0.06822157434402332,0.041671525753158405,0.0875801749271137
2026-08-01,Democrat,10338,0.030663571290384987,0.1028245308570323,0.2640742890307603,0.049526020506867864,0.2906751789514413
2026-08-01,Republican,14331,0.024841253227269555,0.11087851510711046,0.08038517898262508,0.03684320703370316,0.1041099713906915
