year,dow_et,n,anger,share_angry,negative,disgust,joy,optimism,fear,sadness,anger_se,anger_dev
2012,4,15320,0.2116545850664861,0.1839425587467363,0.1419716694559288,0.21621436623725115,0.4646742358873659,0.4658214584955284,0.08918492770983288,0.1064726702683221,0.0024324969235365464,0.016877913214706053
2012,5,12630,0.1914232577857217,0.16199524940617577,0.14987533055871735,0.20458403219323626,0.4641508283558127,0.4505853823726069,0.09818670160335474,0.1421037653276014,0.0025530462650956796,-0.0033534140660583522
2012,6,2798,0.1407000817657396,0.11722659042172981,0.10279747793789464,0.15046802277142865,0.5831565696360335,0.5130253194517098,0.07690079590454471,0.10714971894941548,0.0047851279810648345,-0.05407659008604046
2013,0,5552,0.1806540909739579,0.15597982708933716,0.12246776266925652,0.18596635371007453,0.5564297974871717,0.4873697255107021,0.08673229624824404,0.11683800501040363,0.003885010508771875,-0.026383347084656172
2013,1,25543,0.1939886241853611,0.16803038014328778,0.14394496074911753,0.20426264836835414,0.4789586882943192,0.4771349097424723,0.10746732492231793,0.13693567151431268,0.0018442791827821827,-0.013048813873252962
2013,2,35113,0.21695564710482063,0.1889328738643807,0.14999111135826604,0.2249383232981589,0.4476017287594996,0.4694496969451124,0.10774361522994011,0.12364741221179143,0.0016269441422617733,0.00991820904620655
2013,3,38976,0.21591835742809304,0.18662766830870278,0.14306641500226316,0.22304749607844446,0.4534746159079436,0.4716550941387623,0.10398074532852696,0.11616170376913948,0.0015299646753252228,0.008880919369478962
2013,4,34463,0.21379591350285734,0.1861996924237588,0.14124404531041876,0.22047211023940325,0.46587521120971354,0.4800971659515362,0.10567027277321037,0.11834037323042576,0.001627097193839085,0.006758475444243267
2013,5,26158,0.19790735018688427,0.17038764431531464,0.12924996907658476,0.2052942633630839,0.4912715724380953,0.47807418015042535,0.09621706093268671,0.11551186960553764,0.0018331029949851575,-0.009130087871729808
2013,6,7455,0.17904185221126362,0.15412474849094568,0.12376938556771636,0.18681850105487835,0.5416116296694102,0.49239107397035775,0.08639695540068659,0.1244006231667675,0.003363143617377264,-0.027995585847350457
2014,0,6985,0.12175142795618146,0.09090909090909091,0.09866957823033748,0.12784607943178086,0.6074736029840673,0.5462520956527775,0.09341353879312857,0.10905775501924109,0.0027777611345538044,-0.04500151700048419
2014,1,27264,0.15692851567742558,0.12749413145539906,0.11521510796152108,0.16340872132783482,0.5275013327362086,0.5262289367625707,0.10356455793072188,0.11196298947533691,0.0015912047951134507,-0.009824429279240071
2014,2,37333,0.1695644196089307,0.1381619478745346,0.1272671990796935,0.17622317185164324,0.5043976900206655,0.5159324635083856,0.11169136780402283,0.10964004581671306,0.0014038384514945647,0.0028114746522650558
2014,3,42419,0.18270861402272812,0.1537518564794078,0.13345704973719766,0.18780306574401054,0.49418053359392905,0.5095341361733365,0.10600733176053373,0.11329578877457619,0.0013737415455952044,0.015955669066062467
2014,4,37167,0.18361935339336893,0.15519143326068824,0.12987652080081802,0.18864646668381999,0.49772537873052847,0.5042981270279697,0.1067132327381399,0.11552166087567639,0.0014803726818740693,0.016866408436703284
2014,5,29488,0.1546937275555898,0.12415219750406946,0.1096631407737645,0.16127462627377429,0.5397861084147034,0.5236444982674673,0.09781795207467459,0.10307498572656897,0.0015197027880012916,-0.01205921740107585
2014,6,8899,0.11384058707007634,0.08618945948983031,0.0894255405407493,0.11972943608398845,0.6256623565249064,0.55536045267832,0.0837355420106794,0.09657322200408061,0.002374865703201653,-0.05291235788658931
2015,0,7705,0.12203897765313627,0.09214795587280987,0.10245964685643072,0.12596259183781602,0.6026181291039104,0.5569859000888643,0.09444144002181865,0.109219854036473,0.0026701884952362006,-0.045932560089799526
2015,1,27445,0.1506752386688168,0.12311896520313353,0.10966977910771962,0.15340990764795606,0.5517123932484198,0.5464006599453853,0.10897747331625843,0.09880412762370765,0.0015794642206615529,-0.017296299074119004
2015,2,42147,0.17951318855955972,0.150497069779581,0.1272680958517989,0.17932034988083742,0.5079749832209882,0.5327783129384374,0.1146479496032111,0.09941367686538748,0.0013639786923465992,0.011541650816623922
2015,3,42888,0.17750040331439765,0.1491792576011938,0.12692840542106745,0.1775166989263127,0.5136121656045942,0.5315120894401892,0.11017940475879821,0.10051186907929371,0.001358402438886921,0.009528865571461848
2015,4,41473,0.1854043813202634,0.15798230173848046,0.13464891964808362,0.18375661223710255,0.5137296307470706,0.5329477084840842,0.11308527390189733,0.10600217314388706,0.0014181978731796076,0.017432843577327606
2015,5,29219,0.15883132077428366,0.1309764194530956,0.11852566684233508,0.15934233023637193,0.5521712089733238,0.5456685912504994,0.10645311119557395,0.10476005541412124,0.001578655734719659,-0.009140216968652137
2015,6,9528,0.11313978269555286,0.08511754827875735,0.09221339836212723,0.11608327898657454,0.6368776237796194,0.5696239114407056,0.0842107175370179,0.0940915395455485,0.002342109939804063,-0.05483175504738294
2016,0,9749,0.1320212071517935,0.10606216022156119,0.14118322019646726,0.1381644525252155,0.5731641574778906,0.55109491942006,0.12504730189166766,0.16854446801973236,0.002543654621982677,-0.052146057592869555
2016,1,30198,0.16453042869299503,0.1380886151400755,0.12815482274003143,0.16687903472841542,0.5345975090151487,0.545875129576372,0.12729554561412157,0.11800982165990133,0.0016000670555134367,-0.019636836051668022
2016,2,42354,0.1953604039496412,0.1705860131274496,0.15108341169122586,0.19497941852813383,0.4992523000395688,0.5289441190085581,0.13729622084102308,0.1128411336337802,0.0014581197959567713,0.011193139204978136
2016,3,48114,0.20543341959605732,0.1822338612462069,0.1451643899166719,0.2027756882439077,0.48796904533757035,0.5194135611823731,0.14101774912732584,0.11799452670828335,0.0013969525885822928,0.02126615485139427
2016,4,43371,0.20118546965179518,0.17869083027829655,0.14418330694470188,0.19928369557457326,0.5044872288609435,0.5249506093239269,0.13397769168410992,0.11598159290491514,0.001463164511536264,0.01701820490713213
2016,5,31683,0.16803213505239906,0.1439888899409778,0.13224228999157892,0.16998066617964253,0.5398156740810716,0.5472564916466236,0.12249444493450216,0.11971853525726053,0.0015803732138347302,-0.016135129692263994
2016,6,11031,0.12770854361025108,0.10388903997824313,0.10832858323283792,0.1304804382739127,0.6119222357681001,0.577727447702752,0.09749416808714086,0.11581788547395311,0.0023731113574634046,-0.05645872113441197
2017,0,13264,0.2643538487152205,0.2490199034981906,0.20615556457980305,0.26009420076318013,0.4506857207505249,0.4809668798440075,0.14231469610591382,0.14926594147173322,0.003042432551970652,-0.024464361398897183
2017,1,41427,0.26985379144392047,0.2553889975136988,0.21581361934474375,0.26843105935009787,0.4287589456829277,0.482166213784553,0.15343246760259358,0.15746167183545223,0.0017215781877563101,-0.018964418670197214
2017,2,54875,0.30246305430321985,0.29013211845102505,0.22734846113995671,0.29658130093522217,0.41098960860774925,0.47689011551235255,0.14396122149673793,0.14106785818512693,0.001556412542091991,0.013644844189102168
2017,3,56351,0.28717087492725585,0.2721690830686235,0.2128089115746307,0.2807323576202091,0.42286042969155613,0.48962970644856074,0.14117126396696938,0.13581836561439967,0.001505071687244101,-0.0016473351868618313
2017,4,55163,0.3111803952766973,0.30101698602324023,0.23390171815671623,0.30568066336898275,0.40739643045183976,0.46756937350426986,0.14085103719406736,0.14505629539462564,0.0015675056683334303,0.022362185162579595
2017,5,40790,0.2836443403871551,0.2710468252022555,0.209469930366988,0.2778519825655287,0.4435645956399429,0.49407013486015955,0.1407135142047279,0.13799360568669872,0.0017819202183580003,-0.005173869726962599
2017,6,16497,0.2543682706173922,0.24095290052736862,0.18906973693777263,0.2464599189068902,0.4942863303499711,0.5203553837669382,0.12337803063558406,0.12795622642323348,0.0027318547145329013,-0.03444993949672548
2018,0,13594,0.2824990858099982,0.27416507282624686,0.22508602435799763,0.2745158312837386,0.48138122692715096,0.5301436839813778,0.15337497558836888,0.15662323681578588,0.003145949885451151,-0.004807760826943508
2018,1,38016,0.28641805770116463,0.2775936447811448,0.22185668417754373,0.27680317327038284,0.4585827606367308,0.5429672371828683,0.16175447152999053,0.1456863124777963,0.001867887351949909,-0.0008887889357770962
2018,2,52011,0.28811593437414884,0.2773259502797485,0.21844645455555772,0.27761996441845443,0.45666622919104277,0.5444874363939459,0.16200784478885202,0.14413185747232993,0.0015933385448497189,0.0008090877372071148
2018,3,51864,0.2783612151206195,0.26708314052136356,0.21190208436571534,0.2673373890214714,0.45869784615779463,0.5487267095288803,0.16407512487760958,0.13970102131377216,0.0015718195967010646,-0.008945631516322217
2018,4,50392,0.29465589925218955,0.28506508969677724,0.22759151561734134,0.28405270210148953,0.4503505989903175,0.5355186075269142,0.16490101405103616,0.14595823396491445,0.001628506524752321,0.00734905261524782
2018,5,42563,0.2873531949714012,0.2754740032422527,0.22561381134059813,0.2785190134983168,0.45389173038255737,0.5355413578236475,0.1699377632163887,0.15570174123750913,0.0017645950436601244,4.634833445948949e-05
2018,6,18486,0.29535150140159966,0.2889213458833712,0.23855982854289953,0.28731533347330357,0.46157811618393474,0.5213902963576122,0.16640550713886104,0.18633086101441587,0.0027299170281725885,0.008044654764657932
2019,0,25967,0.2817155293704432,0.27353949243270304,0.2345637923432359,0.2693044895695515,0.4788166349699491,0.5432926006406783,0.17390044952574044,0.16036104529677286,0.00225210150606058,-0.027805173090356294
2019,1,60246,0.29750625908302314,0.28999435647179894,0.22958816731068887,0.283781038921603,0.4547716504415326,0.5501514030074764,0.167254526089149,0.14847657098046235,0.0015020573812879138,-0.012014443377776352
2019,2,85772,0.3203703925430825,0.31560415986569046,0.23980623344720062,0.3043238752733384,0.4265125493314941,0.5391563554290064,0.17760169641061405,0.1470996598919111,0.0012788083860418803,0.010849690082283037
2019,3,91510,0.3333775380092065,0.32659818599060214,0.24711368538969586,0.31596019375209733,0.4098584883873338,0.5198726852625597,0.17605136281168973,0.14803207939947227,0.0012435243088128056,0.023856835548407007
2019,4,85454,0.315635576136239,0.30744026025698035,0.238500479167326,0.30005201816238836,0.4305476690013473,0.5351619232677396,0.1714661566442463,0.15158068322841242,0.0012704087194277613,0.006114873675439503
2019,5,68728,0.2971332744097139,0.2885141427074846,0.22176343183765768,0.2823793329430617,0.4611046103713348,0.5534116126337266,0.16924407361145882,0.14404420188251477,0.00140138854371769,-0.012387428051085614
2019,6,28331,0.2622552754245673,0.2508206558187145,0.21236450832547749,0.25218576370367934,0.4946031433399383,0.5642518020052854,0.1602515181033152,0.1507039781456391,0.002103990725041749,-0.04726542703623221
2020,0,31775,0.2623275106710717,0.24695515342250196,0.23042293555654453,0.25919615416301756,0.4184726545941099,0.5365101997618198,0.18452853622598636,0.1655659085369129,0.001964184626518957,-0.02568908590619612
2020,1,79308,0.28565628567571055,0.2712588893932516,0.24265768407898342,0.2799959184628959,0.38165925179320037,0.528080951989651,0.2064340479843422,0.16652316590793742,0.0012697054649668676,-0.00236031090155725
2020,2,97036,0.2950137959169609,0.2821427099220908,0.24631341074073068,0.29003680893199374,0.37720044917610884,0.5195383557822304,0.20287434200584617,0.1606848918486611,0.0011659670280827767,0.0069971993396931165
2020,3,100023,0.2983057932821192,0.28565429951111243,0.2456389410699643,0.29156967580314297,0.3762666683194294,0.5195231901703733,0.20319516281245356,0.1583083987194598,0.0011519586563621693,0.0102891967048514
2020,4,99147,0.299876516383537,0.28627189930103786,0.2483254475456196,0.2935421110239866,0.3736544528045216,0.5202086906057584,0.2025266384579335,0.16013161623138072,0.0011531418034016435,0.011859919806269215
2020,5,85838,0.2784097827549332,0.2643351429436846,0.23763129823634882,0.27466234985517374,0.3928031323355821,0.5318858704812518,0.20532395475708715,0.16869151813503153,0.0012123409404458522,-0.009606813822334581
2020,6,38163,0.2603479096387055,0.24453004218745905,0.2233616408075461,0.2552993300885695,0.4295740692020169,0.5477187646277353,0.18406241819804708,0.16187987449025634,0.001799010555765607,-0.02766868693856228
2021,0,32807,0.2457851406763619,0.2333038680769348,0.2170430756427092,0.24060767473725972,0.48618097648877306,0.5648505124940517,0.16055256911032892,0.1583466147239165,0.0019075025367032575,-0.05539936099607731
2021,1,85107,0.2811070013394772,0.271458281927456,0.2384174263133601,0.2748902483583273,0.43773875904030973,0.5503450203387826,0.1795434383349082,0.16009276283162693,0.0012308986955659191,-0.020077500332962017
2021,2,107987,0.31552326624559046,0.30894459518275347,0.2637336174382746,0.30693942039063615,0.39517567490967803,0.5230616341703813,0.19667189382831665,0.1679614129040864,0.0011244299171801636,0.014338764573151253
2021,3,117295,0.31935265594264234,0.3131506031800162,0.2563597126908028,0.3076958237903163,0.4004706286296356,0.5311104254801845,0.19451846357894237,0.1529851612010039,0.0010790089312459844,0.01816815427020313
2021,4,109094,0.315793816135919,0.30848625955597925,0.25247895466103504,0.30489178992951577,0.4086233003121935,0.5338041352606039,0.18786323628768611,0.1529409157016141,0.001120001174452642,0.014609314463479794
2021,5,91823,0.2991148559775987,0.2905045576816266,0.2493937504886057,0.29204426708687825,0.42369837262784255,0.5395719132703266,0.18137411106080592,0.16448230856201457,0.0012028720194491515,-0.0020696456948405273
2021,6,38228,0.2604562751502516,0.24633776289630638,0.22684210090599824,0.2536683511376555,0.4676067196864595,0.5612767195543386,0.1677465719602313,0.16066594857187672,0.0017972212656866696,-0.040728226522187605
2022,0,25791,0.27834251190091097,0.26955139389709587,0.23281570866282833,0.26625113761369396,0.4825255615827875,0.5694706823935844,0.16734901948437,0.15193304065352417,0.002237369903105179,-0.05052558468211987
2022,1,59403,0.32401646566225595,0.3209770550308907,0.26480137084597566,0.31174089921085374,0.419255920448474,0.5337403409514757,0.1940363348047897,0.15766216224628607,0.0015340536640278048,-0.0048516309207748964
2022,2,77813,0.3393807679359286,0.3366661097760014,0.2729438281531142,0.32590623942779984,0.39926902300695083,0.5220284946772494,0.19673824915594484,0.1588209629613325,0.0013433706410643214,0.01051267135289774
2022,3,79300,0.34007223342005094,0.33656998738965954,0.2765674665935874,0.3280901460373929,0.38859006036954674,0.5149280176254889,0.20344075465435105,0.16816598137930472,0.001331902267809859,0.011204136837020096
2022,4,79832,0.34720421460796536,0.3465527607976751,0.27687493050367357,0.33280793894643096,0.39610559669739476,0.5181854247626676,0.2042224813735813,0.15994515604210188,0.001337777350762092,0.01833611802493451
2022,5,66592,0.32008017301291136,0.31508289283998075,0.2577151817539652,0.3076987152199535,0.42519485375366883,0.5412565644689687,0.1859254504465921,0.1582546839306274,0.0014438512039366984,-0.008787923570119482
2022,6,27752,0.29305780079099586,0.2863217065436725,0.23708672034949002,0.27873830918554765,0.4634578544148993,0.5614338324978738,0.17032673287871003,0.14711868220689012,0.0021928295697290455,-0.035810295792034985
2023,0,17362,0.2927522575128827,0.2887340168183389,0.24704206437782508,0.2823466235521699,0.4727089181800412,0.5451668150002683,0.17069559375921617,0.15354066647021358,0.002806324141084642,-0.05519916008835829
2023,1,39251,0.3274861528830168,0.325698708313164,0.27492780672349576,0.31629563920597165,0.4242942823473699,0.5285414427991778,0.2018997457391243,0.16253225241892916,0.0019076689318998363,-0.020465264718224185
2023,2,51507,0.36820483402017024,0.3714446580076494,0.29468731335147735,0.3519050955172023,0.38777326796537853,0.5034657640471771,0.2008223608758903,0.15273793443691647,0.001705520030457736,0.02025341641892925
2023,3,55219,0.36230249529137065,0.3626106955939079,0.28575546481652075,0.3457456243442907,0.3968144014909617,0.5099709828005208,0.19051515756336718,0.14825282095914757,0.0016404195659037082,0.014351077690129665
2023,4,52650,0.36641538894880327,0.3674453941120608,0.2915191881993745,0.3493596443652325,0.38903632638413027,0.5058821364021564,0.1968147053254294,0.15663502181838607,0.0016818068450328541,0.01846397134756228
2023,5,44574,0.33352893300611747,0.3331987257145421,0.2645726636960693,0.31801158805167506,0.4290770788107585,0.534376808286934,0.18649664790713044,0.1514735471279917,0.0017935594052380488,-0.01442248459512352
2023,6,20986,0.3287359778481632,0.32960068617173355,0.2704011648362287,0.31446558229136534,0.4485949644582854,0.5339216781078236,0.1863576861788025,0.15375120053438363,0.002634685609982132,-0.019215439753077768
2024,0,25972,0.28410062541190895,0.279916833513014,0.23397410259386026,0.2720236981698862,0.5007175300878931,0.5561108240147288,0.1615796415342438,0.149303062280992,0.0022900605608470997,-0.04907277095763868
2024,1,55740,0.32401835420253733,0.32558306422676714,0.265020980516579,0.3106867055468556,0.45334318266838325,0.54032086179338,0.18891221863480556,0.1488085103411462,0.0016124647490595226,-0.009155042167010297
2024,2,66711,0.34584118274032744,0.3480835244562366,0.27484306316791185,0.3302291723415126,0.4242300945035206,0.5235234615595167,0.19226598600007655,0.1429096664733446,0.0014988352875764017,0.01266778637077981
2024,3,69559,0.3430987873701209,0.3457352750902112,0.27512369597889497,0.328498497023935,0.4272698713196604,0.5204513540714013,0.19002923628666762,0.15206927766736625,0.0014585732012529116,0.00992539100057327
2024,4,69384,0.3561766785261706,0.3602271417041393,0.27832475401631696,0.3394657744178192,0.4232162469189618,0.5225207652892764,0.18560263246504102,0.1461077614831919,0.0014735836580318442,0.02300328215662295
2024,5,58241,0.3235501452906671,0.3229683556257619,0.2557329363707891,0.30807190718206606,0.4562195803230538,0.5470707694819034,0.17908324040633694,0.14261626027565183,0.0015777058140624765,-0.009623251078880513
2024,6,29148,0.30619889127283206,0.3047550432276657,0.2451880057758379,0.28908804577967456,0.4781574646850409,0.5539410830756419,0.18547470581807604,0.1443275349372897,0.002198292345995898,-0.026974505096715562
2025,0,26421,0.37812117001321544,0.3807577305930888,0.3063831736485831,0.36471400968363854,0.40881731100008717,0.469870599423581,0.17715131413857382,0.18217935404810384,0.002467665886489692,-0.05841893934874892
2025,1,59106,0.42209645744175256,0.4298717558285115,0.3167595990840304,0.4016381428178185,0.3802341661391831,0.463856788034301,0.18851966511742602,0.17294984289229715,0.0016671780587135569,-0.014443651920211797
2025,2,72583,0.4616039138234095,0.47413306146067263,0.3418399852273444,0.4399286447457847,0.3398940580066576,0.4341646530669531,0.1924234584132561,0.17561400385094827,0.0015099390062261763,0.025063804461445127
2025,3,74442,0.4585958119356388,0.4693586953601461,0.34709998670659276,0.438279747846283,0.3309068899452232,0.42726420412013516,0.19333510129902973,0.18698977956469942,0.001484294966451156,0.02205570257367445
2025,4,70115,0.44268443346535147,0.45252798973115593,0.3328285357785698,0.4216951549021579,0.35843583821807984,0.44512142374066754,0.18474613908621973,0.17924341609460964,0.001535370523148688,0.006144324103387111
2025,5,59215,0.4322812920170974,0.44095246136958544,0.32446735696316537,0.41257134983781607,0.36999481928243527,0.45399133485700155,0.1837330675767155,0.1722799415630778,0.0016728314272813694,-0.004258817344866939
2025,6,29540,0.3944782658034703,0.4003385240352065,0.3056656203603686,0.37686996196238065,0.4135590776661994,0.4713241446759336,0.17285372869016385,0.1673461611903813,0.002358632722850786,-0.04206184355849407
2026,0,25146,0.32475298239668693,0.321084864391951,0.2649149145119913,0.31499916123508725,0.44471049269406016,0.4783639308196989,0.15121078322803624,0.1576404527969262,0.0024355917247311436,-0.06885908987895267
2026,1,48844,0.3824146497984527,0.38414134796494964,0.2951024031173946,0.3670672373793738,0.3881855575211905,0.46197553658600155,0.17464263822263718,0.1562049790325302,0.0018062172310017723,-0.011197422477186914
2026,2,63395,0.40835062538422967,0.4122091647606278,0.3057846658591476,0.39015909543797733,0.3688103983723396,0.4428946356922115,0.18120324324036532,0.1560252390463798,0.001595009629891783,0.014738553108590069
2026,3,63893,0.4150570604097936,0.4188408745872005,0.30884538503304304,0.397431154702116,0.36212382584940295,0.44139874461485284,0.17319815792531074,0.1517162494126766,0.0015891600317561555,0.02144498813415402
2026,4,61309,0.41439173260606266,0.4186824120439087,0.3125897813742319,0.3970264040035565,0.3607975957492713,0.44014043792692964,0.1803141166184397,0.15234442109580498,0.0016218404646923743,0.020779660330423055
2026,5,51640,0.38284861905505974,0.38470178156467855,0.29087809872079207,0.3674786671175348,0.39501417192054616,0.46439628608002326,0.16963360319387472,0.15104251269400437,0.0017588665652086405,-0.010763453220579866
2026,6,28613,0.36760175897434777,0.36906301331562574,0.2908139758107498,0.3521661040467473,0.4126959198783403,0.4646642245833667,0.1789653091300115,0.14916568303366692,0.002350048184220846,-0.026010313301291832
