name,party,state,h,n,angry
Adam B. Schiff,Democrat,CA,0,30,18.0
Adam B. Schiff,Democrat,CA,1,143,87.0
Adam B. Schiff,Democrat,CA,2,345,213.0
Adam B. Schiff,Democrat,CA,3,490,291.0
Adam B. Schiff,Democrat,CA,4,614,345.0
Adam B. Schiff,Democrat,CA,5,611,353.0
Adam B. Schiff,Democrat,CA,6,911,514.0
Adam B. Schiff,Democrat,CA,7,1131,610.0
Adam B. Schiff,Democrat,CA,8,1227,641.0
Adam B. Schiff,Democrat,CA,9,1292,658.0
Adam B. Schiff,Democrat,CA,10,1162,600.0
Adam B. Schiff,Democrat,CA,11,1180,633.0
Adam B. Schiff,Democrat,CA,12,1025,520.0
Adam B. Schiff,Democrat,CA,13,1007,509.0
Adam B. Schiff,Democrat,CA,14,1090,477.0
Adam B. Schiff,Democrat,CA,15,762,398.0
Adam B. Schiff,Democrat,CA,16,505,254.0
Adam B. Schiff,Democrat,CA,17,319,171.0
Adam B. Schiff,Democrat,CA,18,227,123.0
Adam B. Schiff,Democrat,CA,19,187,91.0
Adam B. Schiff,Democrat,CA,20,75,34.0
Adam B. Schiff,Democrat,CA,21,22,5.0
Adam B. Schiff,Democrat,CA,22,7,0.0
Adam B. Schiff,Democrat,CA,23,15,8.0
Adam Kinzinger R-IL,Republican,IL,0,10,3.0
Adam Kinzinger R-IL,Republican,IL,1,1,0.0
Adam Kinzinger R-IL,Republican,IL,2,2,0.0
Adam Kinzinger R-IL,Republican,IL,4,1,0.0
Adam Kinzinger R-IL,Republican,IL,5,20,2.0
Adam Kinzinger R-IL,Republican,IL,6,76,14.0
Adam Kinzinger R-IL,Republican,IL,7,188,31.0
Adam Kinzinger R-IL,Republican,IL,8,523,93.0
Adam Kinzinger R-IL,Republican,IL,9,875,140.0
Adam Kinzinger R-IL,Republican,IL,10,887,122.0
Adam Kinzinger R-IL,Republican,IL,11,812,140.0
Adam Kinzinger R-IL,Republican,IL,12,806,131.0
Adam Kinzinger R-IL,Republican,IL,13,838,136.0
Adam Kinzinger R-IL,Republican,IL,14,786,103.0
Adam Kinzinger R-IL,Republican,IL,15,782,132.0
Adam Kinzinger R-IL,Republican,IL,16,626,113.0
Adam Kinzinger R-IL,Republican,IL,17,442,86.0
Adam Kinzinger R-IL,Republican,IL,18,317,76.0
Adam Kinzinger R-IL,Republican,IL,19,198,56.0
Adam Kinzinger R-IL,Republican,IL,20,215,53.0
Adam Kinzinger R-IL,Republican,IL,21,149,39.0
Adam Kinzinger R-IL,Republican,IL,22,95,23.0
Adam Kinzinger R-IL,Republican,IL,23,17,3.0
Adam Smith,Democrat,WA,0,14,7.0
Adam Smith,Democrat,WA,1,68,28.0
Adam Smith,Democrat,WA,2,152,63.0
Adam Smith,Democrat,WA,3,203,63.0
Adam Smith,Democrat,WA,4,246,84.0
Adam Smith,Democrat,WA,5,340,98.0
Adam Smith,Democrat,WA,6,531,121.0
Adam Smith,Democrat,WA,7,676,155.0
Adam Smith,Democrat,WA,8,976,240.0
Adam Smith,Democrat,WA,9,901,207.0
Adam Smith,Democrat,WA,10,874,215.0
Adam Smith,Democrat,WA,11,971,199.0
Adam Smith,Democrat,WA,12,979,218.0
Adam Smith,Democrat,WA,13,996,249.0
Adam Smith,Democrat,WA,14,880,198.0
Adam Smith,Democrat,WA,15,550,143.0
Adam Smith,Democrat,WA,16,333,90.0
Adam Smith,Democrat,WA,17,207,56.0
Adam Smith,Democrat,WA,18,163,64.0
Adam Smith,Democrat,WA,19,89,33.0
Adam Smith,Democrat,WA,20,65,17.0
Adam Smith,Democrat,WA,21,12,1.0
Adam Smith,Democrat,WA,22,3,1.0
Adam Smith,Democrat,WA,23,7,2.0
Adrian Smith,Republican,NE,1,3,0.0
Adrian Smith,Republican,NE,2,12,1.0
Adrian Smith,Republican,NE,3,14,3.0
Adrian Smith,Republican,NE,4,59,9.0
Adrian Smith,Republican,NE,5,84,7.0
Adrian Smith,Republican,NE,6,144,14.0
Adrian Smith,Republican,NE,7,219,16.0
Adrian Smith,Republican,NE,8,456,66.0
Adrian Smith,Republican,NE,9,682,89.0
Adrian Smith,Republican,NE,10,604,87.0
Adrian Smith,Republican,NE,11,519,89.0
Adrian Smith,Republican,NE,12,577,74.0
Adrian Smith,Republican,NE,13,542,77.0
Adrian Smith,Republican,NE,14,500,75.0
Adrian Smith,Republican,NE,15,529,73.0
Adrian Smith,Republican,NE,16,345,53.0
Adrian Smith,Republican,NE,17,168,17.0
Adrian Smith,Republican,NE,18,98,14.0
Adrian Smith,Republican,NE,19,64,10.0
Adrian Smith,Republican,NE,20,41,8.0
Adrian Smith,Republican,NE,21,20,0.0
Adrian Smith,Republican,NE,22,7,0.0
Adrian Smith,Republican,NE,23,3,2.0
Adriano Espaillat,Democrat,NY,0,20,6.0
Adriano Espaillat,Democrat,NY,1,3,0.0
Adriano Espaillat,Democrat,NY,2,51,26.0
Adriano Espaillat,Democrat,NY,3,83,53.0
Adriano Espaillat,Democrat,NY,4,199,70.0
Adriano Espaillat,Democrat,NY,5,263,66.0
Adriano Espaillat,Democrat,NY,6,355,86.0
Adriano Espaillat,Democrat,NY,7,624,224.0
Adriano Espaillat,Democrat,NY,8,757,255.0
Adriano Espaillat,Democrat,NY,9,933,216.0
Adriano Espaillat,Democrat,NY,10,1289,294.0
Adriano Espaillat,Democrat,NY,11,1352,333.0
Adriano Espaillat,Democrat,NY,12,1269,294.0
Adriano Espaillat,Democrat,NY,13,1274,296.0
Adriano Espaillat,Democrat,NY,14,1272,315.0
Adriano Espaillat,Democrat,NY,15,1132,260.0
Adriano Espaillat,Democrat,NY,16,1065,242.0
Adriano Espaillat,Democrat,NY,17,756,137.0
Adriano Espaillat,Democrat,NY,18,568,118.0
Adriano Espaillat,Democrat,NY,19,474,94.0
Adriano Espaillat,Democrat,NY,20,333,72.0
Adriano Espaillat,Democrat,NY,21,376,120.0
Adriano Espaillat,Democrat,NY,22,210,42.0
Adriano Espaillat,Democrat,NY,23,81,14.0
Al Green,Democrat,TX,0,10,2.0
Al Green,Democrat,TX,1,8,1.0
Al Green,Democrat,TX,2,32,9.0
Al Green,Democrat,TX,3,64,15.0
Al Green,Democrat,TX,4,99,25.0
Al Green,Democrat,TX,5,131,42.0
Al Green,Democrat,TX,6,173,49.0
Al Green,Democrat,TX,7,244,74.0
Al Green,Democrat,TX,8,391,112.0
Al Green,Democrat,TX,9,438,121.0
Al Green,Democrat,TX,10,422,131.0
Al Green,Democrat,TX,11,453,117.0
Al Green,Democrat,TX,12,435,107.0
Al Green,Democrat,TX,13,387,105.0
Al Green,Democrat,TX,14,290,67.0
Al Green,Democrat,TX,15,341,88.0
Al Green,Democrat,TX,16,330,69.0
Al Green,Democrat,TX,17,257,58.0
Al Green,Democrat,TX,18,184,35.0
Al Green,Democrat,TX,19,102,26.0
Al Green,Democrat,TX,20,99,26.0
Al Green,Democrat,TX,21,85,33.0
Al Green,Democrat,TX,22,62,12.0
Al Green,Democrat,TX,23,49,18.0
Alan Lowenthal D-CA,Democrat,CA,1,1,0.0
Alan Lowenthal D-CA,Democrat,CA,4,17,9.0
Alan Lowenthal D-CA,Democrat,CA,5,102,31.0
Alan Lowenthal D-CA,Democrat,CA,6,562,186.0
Alan Lowenthal D-CA,Democrat,CA,7,544,208.0
Alan Lowenthal D-CA,Democrat,CA,8,541,214.0
Alan Lowenthal D-CA,Democrat,CA,9,538,186.0
Alan Lowenthal D-CA,Democrat,CA,10,627,218.0
Alan Lowenthal D-CA,Democrat,CA,11,636,231.0
Alan Lowenthal D-CA,Democrat,CA,12,698,232.0
Alan Lowenthal D-CA,Democrat,CA,13,747,246.0
Alan Lowenthal D-CA,Democrat,CA,14,786,248.0
Alan Lowenthal D-CA,Democrat,CA,15,458,146.0
Alan Lowenthal D-CA,Democrat,CA,16,244,62.0
Alan Lowenthal D-CA,Democrat,CA,17,222,35.0
Alan Lowenthal D-CA,Democrat,CA,18,144,23.0
Alan Lowenthal D-CA,Democrat,CA,19,82,14.0
Alan Lowenthal D-CA,Democrat,CA,20,54,12.0
Alan Lowenthal D-CA,Democrat,CA,21,6,3.0
Albio Sires D-NJ,Democrat,NJ,6,1,0.0
Albio Sires D-NJ,Democrat,NJ,7,2,0.0
Albio Sires D-NJ,Democrat,NJ,8,29,5.0
Albio Sires D-NJ,Democrat,NJ,9,239,48.0
Albio Sires D-NJ,Democrat,NJ,10,453,84.0
Albio Sires D-NJ,Democrat,NJ,11,546,106.0
Albio Sires D-NJ,Democrat,NJ,12,624,162.0
Albio Sires D-NJ,Democrat,NJ,13,671,136.0
Albio Sires D-NJ,Democrat,NJ,14,835,166.0
Albio Sires D-NJ,Democrat,NJ,15,722,171.0
Albio Sires D-NJ,Democrat,NJ,16,740,181.0
Albio Sires D-NJ,Democrat,NJ,17,417,92.0
Albio Sires D-NJ,Democrat,NJ,18,131,38.0
Albio Sires D-NJ,Democrat,NJ,19,67,17.0
Albio Sires D-NJ,Democrat,NJ,20,35,11.0
Albio Sires D-NJ,Democrat,NJ,21,20,3.0
Albio Sires D-NJ,Democrat,NJ,22,15,6.0
Albio Sires D-NJ,Democrat,NJ,23,11,6.0
Alex Padilla,Democrat,CA,0,6,2.0
Alex Padilla,Democrat,CA,1,21,8.0
Alex Padilla,Democrat,CA,2,91,42.0
Alex Padilla,Democrat,CA,3,181,65.0
Alex Padilla,Democrat,CA,4,376,145.0
Alex Padilla,Democrat,CA,5,461,189.0
Alex Padilla,Democrat,CA,6,475,197.0
Alex Padilla,Democrat,CA,7,698,263.0
Alex Padilla,Democrat,CA,8,796,328.0
Alex Padilla,Democrat,CA,9,804,320.0
Alex Padilla,Democrat,CA,10,744,277.0
Alex Padilla,Democrat,CA,11,752,271.0
Alex Padilla,Democrat,CA,12,807,287.0
Alex Padilla,Democrat,CA,13,763,292.0
Alex Padilla,Democrat,CA,14,705,256.0
Alex Padilla,Democrat,CA,15,646,218.0
Alex Padilla,Democrat,CA,16,350,110.0
Alex Padilla,Democrat,CA,17,240,60.0
Alex Padilla,Democrat,CA,18,125,23.0
Alex Padilla,Democrat,CA,19,78,12.0
Alex Padilla,Democrat,CA,20,19,4.0
Alex Padilla,Democrat,CA,21,15,3.0
Alex Padilla,Democrat,CA,22,1,0.0
Alex Padilla,Democrat,CA,23,5,2.0
Alexandria Ocasio-Cortez,Democrat,NY,0,6,2.0
Alexandria Ocasio-Cortez,Democrat,NY,1,8,4.0
Alexandria Ocasio-Cortez,Democrat,NY,2,14,6.0
Alexandria Ocasio-Cortez,Democrat,NY,3,68,38.0
Alexandria Ocasio-Cortez,Democrat,NY,4,200,72.0
Alexandria Ocasio-Cortez,Democrat,NY,5,346,131.0
Alexandria Ocasio-Cortez,Democrat,NY,6,465,172.0
Alexandria Ocasio-Cortez,Democrat,NY,7,608,261.0
Alexandria Ocasio-Cortez,Democrat,NY,8,749,322.0
Alexandria Ocasio-Cortez,Democrat,NY,9,773,295.0
Alexandria Ocasio-Cortez,Democrat,NY,10,777,309.0
Alexandria Ocasio-Cortez,Democrat,NY,11,707,251.0
Alexandria Ocasio-Cortez,Democrat,NY,12,642,265.0
Alexandria Ocasio-Cortez,Democrat,NY,13,698,256.0
Alexandria Ocasio-Cortez,Democrat,NY,14,659,256.0
Alexandria Ocasio-Cortez,Democrat,NY,15,695,278.0
Alexandria Ocasio-Cortez,Democrat,NY,16,617,230.0
Alexandria Ocasio-Cortez,Democrat,NY,17,628,232.0
Alexandria Ocasio-Cortez,Democrat,NY,18,479,167.0
Alexandria Ocasio-Cortez,Democrat,NY,19,266,98.0
Alexandria Ocasio-Cortez,Democrat,NY,20,144,68.0
Alexandria Ocasio-Cortez,Democrat,NY,21,47,30.0
Alexandria Ocasio-Cortez,Democrat,NY,22,21,9.0
Alexandria Ocasio-Cortez,Democrat,NY,23,10,5.0
"Allred, Colin",Democrat,TX,0,1,0.0
"Allred, Colin",Democrat,TX,5,1,0.0
"Allred, Colin",Democrat,TX,6,9,2.0
"Allred, Colin",Democrat,TX,7,30,6.0
"Allred, Colin",Democrat,TX,8,333,43.0
"Allred, Colin",Democrat,TX,9,493,45.0
"Allred, Colin",Democrat,TX,10,528,66.0
"Allred, Colin",Democrat,TX,11,387,36.0
"Allred, Colin",Democrat,TX,12,403,36.0
"Allred, Colin",Democrat,TX,13,495,52.0
"Allred, Colin",Democrat,TX,14,422,46.0
"Allred, Colin",Democrat,TX,15,432,56.0
"Allred, Colin",Democrat,TX,16,430,59.0
"Allred, Colin",Democrat,TX,17,408,43.0
"Allred, Colin",Democrat,TX,18,295,42.0
"Allred, Colin",Democrat,TX,19,113,15.0
"Allred, Colin",Democrat,TX,20,49,15.0
"Allred, Colin",Democrat,TX,21,32,7.0
"Allred, Colin",Democrat,TX,22,6,0.0
Alma S. Adams,Democrat,NC,0,17,6.0
Alma S. Adams,Democrat,NC,1,10,4.0
Alma S. Adams,Democrat,NC,2,12,2.0
Alma S. Adams,Democrat,NC,3,35,7.0
Alma S. Adams,Democrat,NC,4,86,13.0
Alma S. Adams,Democrat,NC,5,162,27.0
Alma S. Adams,Democrat,NC,6,151,37.0
Alma S. Adams,Democrat,NC,7,185,51.0
Alma S. Adams,Democrat,NC,8,261,55.0
Alma S. Adams,Democrat,NC,9,479,93.0
Alma S. Adams,Democrat,NC,10,629,133.0
Alma S. Adams,Democrat,NC,11,739,155.0
Alma S. Adams,Democrat,NC,12,1141,206.0
Alma S. Adams,Democrat,NC,13,1037,233.0
Alma S. Adams,Democrat,NC,14,812,201.0
Alma S. Adams,Democrat,NC,15,586,143.0
Alma S. Adams,Democrat,NC,16,563,123.0
Alma S. Adams,Democrat,NC,17,453,87.0
Alma S. Adams,Democrat,NC,18,303,60.0
Alma S. Adams,Democrat,NC,19,164,24.0
Alma S. Adams,Democrat,NC,20,172,31.0
Alma S. Adams,Democrat,NC,21,93,23.0
Alma S. Adams,Democrat,NC,22,60,9.0
Alma S. Adams,Democrat,NC,23,23,9.0
Ami Bera,Democrat,CA,0,4,0.0
Ami Bera,Democrat,CA,1,16,7.0
Ami Bera,Democrat,CA,2,57,12.0
Ami Bera,Democrat,CA,3,111,30.0
Ami Bera,Democrat,CA,4,121,28.0
Ami Bera,Democrat,CA,5,143,41.0
Ami Bera,Democrat,CA,6,302,69.0
Ami Bera,Democrat,CA,7,536,127.0
Ami Bera,Democrat,CA,8,596,120.0
Ami Bera,Democrat,CA,9,556,92.0
Ami Bera,Democrat,CA,10,663,141.0
Ami Bera,Democrat,CA,11,752,144.0
Ami Bera,Democrat,CA,12,704,114.0
Ami Bera,Democrat,CA,13,751,114.0
Ami Bera,Democrat,CA,14,688,130.0
Ami Bera,Democrat,CA,15,409,87.0
Ami Bera,Democrat,CA,16,225,38.0
Ami Bera,Democrat,CA,17,357,42.0
Ami Bera,Democrat,CA,18,390,56.0
Ami Bera,Democrat,CA,19,207,27.0
Ami Bera,Democrat,CA,20,51,8.0
Ami Bera,Democrat,CA,21,19,1.0
Ami Bera,Democrat,CA,22,1,0.0
Ami Bera,Democrat,CA,23,1,1.0
Amy Klobuchar,Democrat,MN,0,31,17.0
Amy Klobuchar,Democrat,MN,1,79,29.0
Amy Klobuchar,Democrat,MN,2,187,56.0
Amy Klobuchar,Democrat,MN,3,461,146.0
Amy Klobuchar,Democrat,MN,4,734,232.0
Amy Klobuchar,Democrat,MN,5,926,300.0
Amy Klobuchar,Democrat,MN,6,937,306.0
Amy Klobuchar,Democrat,MN,7,1044,322.0
Amy Klobuchar,Democrat,MN,8,1105,372.0
Amy Klobuchar,Democrat,MN,9,1225,351.0
Amy Klobuchar,Democrat,MN,10,1170,361.0
Amy Klobuchar,Democrat,MN,11,1167,367.0
Amy Klobuchar,Democrat,MN,12,1054,298.0
Amy Klobuchar,Democrat,MN,13,1000,241.0
Amy Klobuchar,Democrat,MN,14,876,242.0
Amy Klobuchar,Democrat,MN,15,812,209.0
Amy Klobuchar,Democrat,MN,16,682,167.0
Amy Klobuchar,Democrat,MN,17,487,137.0
Amy Klobuchar,Democrat,MN,18,267,77.0
Amy Klobuchar,Democrat,MN,19,176,44.0
Amy Klobuchar,Democrat,MN,20,85,17.0
Amy Klobuchar,Democrat,MN,21,27,6.0
Amy Klobuchar,Democrat,MN,22,13,3.0
Amy Klobuchar,Democrat,MN,23,12,5.0
Andrea Salinas,Democrat,OR,1,7,6.0
Andrea Salinas,Democrat,OR,2,19,7.0
Andrea Salinas,Democrat,OR,3,46,13.0
Andrea Salinas,Democrat,OR,4,84,21.0
Andrea Salinas,Democrat,OR,5,159,56.0
Andrea Salinas,Democrat,OR,6,250,81.0
Andrea Salinas,Democrat,OR,7,298,106.0
Andrea Salinas,Democrat,OR,8,391,101.0
Andrea Salinas,Democrat,OR,9,381,115.0
Andrea Salinas,Democrat,OR,10,378,113.0
Andrea Salinas,Democrat,OR,11,357,89.0
Andrea Salinas,Democrat,OR,12,287,67.0
Andrea Salinas,Democrat,OR,13,238,35.0
Andrea Salinas,Democrat,OR,14,143,25.0
Andrea Salinas,Democrat,OR,15,55,14.0
Andrea Salinas,Democrat,OR,16,20,4.0
Andrea Salinas,Democrat,OR,17,12,3.0
Andrea Salinas,Democrat,OR,18,10,0.0
Andrea Salinas,Democrat,OR,19,7,1.0
Andrea Salinas,Democrat,OR,20,2,0.0
Andrea Salinas,Democrat,OR,21,2,0.0
Andrea Salinas,Democrat,OR,23,1,1.0
Andrew Ogles,Republican,TN,0,4,1.0
Andrew Ogles,Republican,TN,1,27,15.0
Andrew Ogles,Republican,TN,2,51,25.0
Andrew Ogles,Republican,TN,3,115,70.0
Andrew Ogles,Republican,TN,4,213,122.0
Andrew Ogles,Republican,TN,5,257,139.0
Andrew Ogles,Republican,TN,6,293,168.0
Andrew Ogles,Republican,TN,7,276,150.0
Andrew Ogles,Republican,TN,8,362,197.0
Andrew Ogles,Republican,TN,9,324,197.0
Andrew Ogles,Republican,TN,10,341,200.0
Andrew Ogles,Republican,TN,11,322,178.0
Andrew Ogles,Republican,TN,12,247,130.0
Andrew Ogles,Republican,TN,13,201,118.0
Andrew Ogles,Republican,TN,14,196,110.0
Andrew Ogles,Republican,TN,15,180,93.0
Andrew Ogles,Republican,TN,16,128,67.0
Andrew Ogles,Republican,TN,17,107,55.0
Andrew Ogles,Republican,TN,18,55,14.0
Andrew Ogles,Republican,TN,19,20,9.0
Andrew Ogles,Republican,TN,20,21,15.0
Andrew Ogles,Republican,TN,21,12,11.0
Andrew Ogles,Republican,TN,22,2,0.0
André Carson,Democrat,IN,0,8,2.0
André Carson,Democrat,IN,1,5,1.0
André Carson,Democrat,IN,2,5,1.0
André Carson,Democrat,IN,3,3,0.0
André Carson,Democrat,IN,4,36,7.0
André Carson,Democrat,IN,5,110,24.0
André Carson,Democrat,IN,6,176,48.0
André Carson,Democrat,IN,7,198,56.0
André Carson,Democrat,IN,8,263,71.0
André Carson,Democrat,IN,9,444,93.0
André Carson,Democrat,IN,10,696,128.0
André Carson,Democrat,IN,11,744,164.0
André Carson,Democrat,IN,12,686,143.0
André Carson,Democrat,IN,13,659,162.0
André Carson,Democrat,IN,14,629,136.0
André Carson,Democrat,IN,15,552,98.0
André Carson,Democrat,IN,16,529,105.0
André Carson,Democrat,IN,17,464,98.0
André Carson,Democrat,IN,18,294,51.0
André Carson,Democrat,IN,19,155,29.0
André Carson,Democrat,IN,20,105,16.0
André Carson,Democrat,IN,21,80,16.0
André Carson,Democrat,IN,22,54,8.0
André Carson,Democrat,IN,23,26,4.0
Andy Barr,Republican,KY,0,5,0.0
Andy Barr,Republican,KY,1,5,1.0
Andy Barr,Republican,KY,2,12,7.0
Andy Barr,Republican,KY,3,12,3.0
Andy Barr,Republican,KY,4,22,10.0
Andy Barr,Republican,KY,5,81,29.0
Andy Barr,Republican,KY,6,133,40.0
Andy Barr,Republican,KY,7,170,53.0
Andy Barr,Republican,KY,8,338,51.0
Andy Barr,Republican,KY,9,539,115.0
Andy Barr,Republican,KY,10,680,144.0
Andy Barr,Republican,KY,11,668,172.0
Andy Barr,Republican,KY,12,682,169.0
Andy Barr,Republican,KY,13,708,159.0
Andy Barr,Republican,KY,14,632,120.0
Andy Barr,Republican,KY,15,601,136.0
Andy Barr,Republican,KY,16,602,147.0
Andy Barr,Republican,KY,17,494,141.0
Andy Barr,Republican,KY,18,348,90.0
Andy Barr,Republican,KY,19,169,34.0
Andy Barr,Republican,KY,20,120,38.0
Andy Barr,Republican,KY,21,84,21.0
Andy Barr,Republican,KY,22,46,11.0
Andy Barr,Republican,KY,23,25,0.0
Andy Biggs,Republican,AZ,0,48,24.0
Andy Biggs,Republican,AZ,1,152,77.0
Andy Biggs,Republican,AZ,2,702,417.0
Andy Biggs,Republican,AZ,3,918,540.0
Andy Biggs,Republican,AZ,4,904,464.0
Andy Biggs,Republican,AZ,5,1057,547.0
Andy Biggs,Republican,AZ,6,1600,820.0
Andy Biggs,Republican,AZ,7,2216,1139.0
Andy Biggs,Republican,AZ,8,2309,1167.0
Andy Biggs,Republican,AZ,9,2149,1092.0
Andy Biggs,Republican,AZ,10,1932,934.0
Andy Biggs,Republican,AZ,11,1981,973.0
Andy Biggs,Republican,AZ,12,1748,822.0
Andy Biggs,Republican,AZ,13,1892,873.0
Andy Biggs,Republican,AZ,14,1689,790.0
Andy Biggs,Republican,AZ,15,1391,595.0
Andy Biggs,Republican,AZ,16,1163,472.0
Andy Biggs,Republican,AZ,17,931,397.0
Andy Biggs,Republican,AZ,18,816,360.0
Andy Biggs,Republican,AZ,19,916,336.0
Andy Biggs,Republican,AZ,20,477,188.0
Andy Biggs,Republican,AZ,21,206,83.0
Andy Biggs,Republican,AZ,22,79,20.0
Andy Biggs,Republican,AZ,23,33,9.0
Andy Harris,Republican,MD,0,5,3.0
Andy Harris,Republican,MD,1,8,2.0
Andy Harris,Republican,MD,2,33,7.0
Andy Harris,Republican,MD,3,93,48.0
Andy Harris,Republican,MD,4,130,56.0
Andy Harris,Republican,MD,5,97,42.0
Andy Harris,Republican,MD,6,188,67.0
Andy Harris,Republican,MD,7,254,96.0
Andy Harris,Republican,MD,8,290,97.0
Andy Harris,Republican,MD,9,414,98.0
Andy Harris,Republican,MD,10,533,137.0
Andy Harris,Republican,MD,11,536,153.0
Andy Harris,Republican,MD,12,497,135.0
Andy Harris,Republican,MD,13,409,108.0
Andy Harris,Republican,MD,14,378,99.0
Andy Harris,Republican,MD,15,366,96.0
Andy Harris,Republican,MD,16,361,105.0
Andy Harris,Republican,MD,17,260,68.0
Andy Harris,Republican,MD,18,157,48.0
Andy Harris,Republican,MD,19,96,25.0
Andy Harris,Republican,MD,20,96,25.0
Andy Harris,Republican,MD,21,86,26.0
Andy Harris,Republican,MD,22,54,16.0
Andy Harris,Republican,MD,23,13,1.0
Andy Kim,Democrat,NJ,0,3,1.0
Andy Kim,Democrat,NJ,1,5,1.0
Andy Kim,Democrat,NJ,2,31,4.0
Andy Kim,Democrat,NJ,3,60,23.0
Andy Kim,Democrat,NJ,4,152,39.0
Andy Kim,Democrat,NJ,5,212,45.0
Andy Kim,Democrat,NJ,6,319,71.0
Andy Kim,Democrat,NJ,7,247,69.0
Andy Kim,Democrat,NJ,8,368,82.0
Andy Kim,Democrat,NJ,9,567,109.0
Andy Kim,Democrat,NJ,10,507,55.0
Andy Kim,Democrat,NJ,11,613,86.0
Andy Kim,Democrat,NJ,12,530,64.0
Andy Kim,Democrat,NJ,13,473,78.0
Andy Kim,Democrat,NJ,14,485,61.0
Andy Kim,Democrat,NJ,15,535,70.0
Andy Kim,Democrat,NJ,16,481,55.0
Andy Kim,Democrat,NJ,17,360,49.0
Andy Kim,Democrat,NJ,18,256,26.0
Andy Kim,Democrat,NJ,19,215,21.0
Andy Kim,Democrat,NJ,20,160,11.0
Andy Kim,Democrat,NJ,21,72,16.0
Andy Kim,Democrat,NJ,22,31,3.0
Andy Kim,Democrat,NJ,23,14,4.0
Andy Levin D-MI,Democrat,MI,0,3,2.0
Andy Levin D-MI,Democrat,MI,5,1,0.0
Andy Levin D-MI,Democrat,MI,6,1,0.0
Andy Levin D-MI,Democrat,MI,7,24,4.0
Andy Levin D-MI,Democrat,MI,8,63,17.0
Andy Levin D-MI,Democrat,MI,9,258,75.0
Andy Levin D-MI,Democrat,MI,10,336,112.0
Andy Levin D-MI,Democrat,MI,11,432,112.0
Andy Levin D-MI,Democrat,MI,12,491,156.0
Andy Levin D-MI,Democrat,MI,13,567,203.0
Andy Levin D-MI,Democrat,MI,14,547,164.0
Andy Levin D-MI,Democrat,MI,15,599,175.0
Andy Levin D-MI,Democrat,MI,16,556,188.0
Andy Levin D-MI,Democrat,MI,17,481,159.0
Andy Levin D-MI,Democrat,MI,18,316,110.0
Andy Levin D-MI,Democrat,MI,19,258,73.0
Andy Levin D-MI,Democrat,MI,20,157,52.0
Andy Levin D-MI,Democrat,MI,21,162,41.0
Andy Levin D-MI,Democrat,MI,22,70,23.0
Andy Levin D-MI,Democrat,MI,23,27,8.0
Angie Craig,Democrat,MN,1,3,1.0
Angie Craig,Democrat,MN,2,20,7.0
Angie Craig,Democrat,MN,3,62,13.0
Angie Craig,Democrat,MN,4,234,71.0
Angie Craig,Democrat,MN,5,466,146.0
Angie Craig,Democrat,MN,6,487,190.0
Angie Craig,Democrat,MN,7,506,178.0
Angie Craig,Democrat,MN,8,626,162.0
Angie Craig,Democrat,MN,9,798,190.0
Angie Craig,Democrat,MN,10,846,194.0
Angie Craig,Democrat,MN,11,923,216.0
Angie Craig,Democrat,MN,12,836,170.0
Angie Craig,Democrat,MN,13,781,136.0
Angie Craig,Democrat,MN,14,710,105.0
Angie Craig,Democrat,MN,15,632,72.0
Angie Craig,Democrat,MN,16,579,76.0
Angie Craig,Democrat,MN,17,396,48.0
Angie Craig,Democrat,MN,18,252,23.0
Angie Craig,Democrat,MN,19,149,16.0
Angie Craig,Democrat,MN,20,89,7.0
Angie Craig,Democrat,MN,21,33,8.0
Angie Craig,Democrat,MN,22,6,1.0
"Angus S. King, Jr.",Independent,ME,0,2,0.0
"Angus S. King, Jr.",Independent,ME,1,1,0.0
"Angus S. King, Jr.",Independent,ME,2,6,1.0
"Angus S. King, Jr.",Independent,ME,3,19,1.0
"Angus S. King, Jr.",Independent,ME,4,72,13.0
"Angus S. King, Jr.",Independent,ME,5,92,16.0
"Angus S. King, Jr.",Independent,ME,6,82,11.0
"Angus S. King, Jr.",Independent,ME,7,177,21.0
"Angus S. King, Jr.",Independent,ME,8,234,36.0
"Angus S. King, Jr.",Independent,ME,9,605,71.0
"Angus S. King, Jr.",Independent,ME,10,597,58.0
"Angus S. King, Jr.",Independent,ME,11,684,75.0
"Angus S. King, Jr.",Independent,ME,12,686,103.0
"Angus S. King, Jr.",Independent,ME,13,553,63.0
"Angus S. King, Jr.",Independent,ME,14,542,58.0
"Angus S. King, Jr.",Independent,ME,15,521,43.0
"Angus S. King, Jr.",Independent,ME,16,545,64.0
"Angus S. King, Jr.",Independent,ME,17,551,65.0
"Angus S. King, Jr.",Independent,ME,18,368,37.0
"Angus S. King, Jr.",Independent,ME,19,212,26.0
"Angus S. King, Jr.",Independent,ME,20,83,15.0
"Angus S. King, Jr.",Independent,ME,21,33,5.0
"Angus S. King, Jr.",Independent,ME,22,31,4.0
"Angus S. King, Jr.",Independent,ME,23,22,2.0
Ann Wagner,Republican,MO,0,1,1.0
Ann Wagner,Republican,MO,1,1,0.0
Ann Wagner,Republican,MO,2,4,1.0
Ann Wagner,Republican,MO,3,10,3.0
Ann Wagner,Republican,MO,4,43,12.0
Ann Wagner,Republican,MO,5,60,18.0
Ann Wagner,Republican,MO,6,72,10.0
Ann Wagner,Republican,MO,7,132,23.0
Ann Wagner,Republican,MO,8,285,54.0
