name,party,state,h,n,angry
Donald McEachin D-VA,Democrat,VA,23,16,6.0
"Donald S. Beyer, Jr.",Democrat,VA,0,13,6.0
"Donald S. Beyer, Jr.",Democrat,VA,1,1,1.0
"Donald S. Beyer, Jr.",Democrat,VA,2,15,4.0
"Donald S. Beyer, Jr.",Democrat,VA,3,81,37.0
"Donald S. Beyer, Jr.",Democrat,VA,4,208,105.0
"Donald S. Beyer, Jr.",Democrat,VA,5,314,175.0
"Donald S. Beyer, Jr.",Democrat,VA,6,421,238.0
"Donald S. Beyer, Jr.",Democrat,VA,7,828,506.0
"Donald S. Beyer, Jr.",Democrat,VA,8,1052,546.0
"Donald S. Beyer, Jr.",Democrat,VA,9,1414,711.0
"Donald S. Beyer, Jr.",Democrat,VA,10,1556,770.0
"Donald S. Beyer, Jr.",Democrat,VA,11,1638,765.0
"Donald S. Beyer, Jr.",Democrat,VA,12,1599,791.0
"Donald S. Beyer, Jr.",Democrat,VA,13,1560,753.0
"Donald S. Beyer, Jr.",Democrat,VA,14,1547,751.0
"Donald S. Beyer, Jr.",Democrat,VA,15,1415,668.0
"Donald S. Beyer, Jr.",Democrat,VA,16,1391,608.0
"Donald S. Beyer, Jr.",Democrat,VA,17,1063,540.0
"Donald S. Beyer, Jr.",Democrat,VA,18,762,356.0
"Donald S. Beyer, Jr.",Democrat,VA,19,472,210.0
"Donald S. Beyer, Jr.",Democrat,VA,20,304,123.0
"Donald S. Beyer, Jr.",Democrat,VA,21,264,120.0
"Donald S. Beyer, Jr.",Democrat,VA,22,102,48.0
"Donald S. Beyer, Jr.",Democrat,VA,23,16,8.0
Donna Edwards D-MD,Democrat,MD,0,22,5.0
Donna Edwards D-MD,Democrat,MD,1,9,3.0
Donna Edwards D-MD,Democrat,MD,2,8,2.0
Donna Edwards D-MD,Democrat,MD,3,4,3.0
Donna Edwards D-MD,Democrat,MD,4,1,0.0
Donna Edwards D-MD,Democrat,MD,5,14,2.0
Donna Edwards D-MD,Democrat,MD,6,59,14.0
Donna Edwards D-MD,Democrat,MD,7,143,18.0
Donna Edwards D-MD,Democrat,MD,8,179,36.0
Donna Edwards D-MD,Democrat,MD,9,285,68.0
Donna Edwards D-MD,Democrat,MD,10,270,56.0
Donna Edwards D-MD,Democrat,MD,11,335,71.0
Donna Edwards D-MD,Democrat,MD,12,289,71.0
Donna Edwards D-MD,Democrat,MD,13,342,93.0
Donna Edwards D-MD,Democrat,MD,14,327,80.0
Donna Edwards D-MD,Democrat,MD,15,329,65.0
Donna Edwards D-MD,Democrat,MD,16,318,51.0
Donna Edwards D-MD,Democrat,MD,17,212,43.0
Donna Edwards D-MD,Democrat,MD,18,193,34.0
Donna Edwards D-MD,Democrat,MD,19,134,38.0
Donna Edwards D-MD,Democrat,MD,20,109,16.0
Donna Edwards D-MD,Democrat,MD,21,106,14.0
Donna Edwards D-MD,Democrat,MD,22,80,16.0
Donna Edwards D-MD,Democrat,MD,23,45,13.0
Doug Collins,Republican,GA,0,2,1.0
Doug Collins,Republican,GA,1,2,0.0
Doug Collins,Republican,GA,2,8,4.0
Doug Collins,Republican,GA,3,19,9.0
Doug Collins,Republican,GA,4,55,28.0
Doug Collins,Republican,GA,5,61,33.0
Doug Collins,Republican,GA,6,84,54.0
Doug Collins,Republican,GA,7,130,50.0
Doug Collins,Republican,GA,8,221,87.0
Doug Collins,Republican,GA,9,464,150.0
Doug Collins,Republican,GA,10,520,197.0
Doug Collins,Republican,GA,11,507,182.0
Doug Collins,Republican,GA,12,474,154.0
Doug Collins,Republican,GA,13,468,172.0
Doug Collins,Republican,GA,14,417,136.0
Doug Collins,Republican,GA,15,410,133.0
Doug Collins,Republican,GA,16,402,123.0
Doug Collins,Republican,GA,17,347,120.0
Doug Collins,Republican,GA,18,227,94.0
Doug Collins,Republican,GA,19,150,60.0
Doug Collins,Republican,GA,20,117,58.0
Doug Collins,Republican,GA,21,112,33.0
Doug Collins,Republican,GA,22,77,23.0
Doug Collins,Republican,GA,23,16,3.0
"Duncan, Jeff",Republican,SC,0,26,5.0
"Duncan, Jeff",Republican,SC,1,3,0.0
"Duncan, Jeff",Republican,SC,5,12,6.0
"Duncan, Jeff",Republican,SC,6,117,32.0
"Duncan, Jeff",Republican,SC,7,531,196.0
"Duncan, Jeff",Republican,SC,8,871,301.0
"Duncan, Jeff",Republican,SC,9,1091,357.0
"Duncan, Jeff",Republican,SC,10,1101,419.0
"Duncan, Jeff",Republican,SC,11,940,313.0
"Duncan, Jeff",Republican,SC,12,930,346.0
"Duncan, Jeff",Republican,SC,13,1014,402.0
"Duncan, Jeff",Republican,SC,14,1025,383.0
"Duncan, Jeff",Republican,SC,15,907,341.0
"Duncan, Jeff",Republican,SC,16,975,368.0
"Duncan, Jeff",Republican,SC,17,714,277.0
"Duncan, Jeff",Republican,SC,18,479,173.0
"Duncan, Jeff",Republican,SC,19,369,140.0
"Duncan, Jeff",Republican,SC,20,388,133.0
"Duncan, Jeff",Republican,SC,21,330,105.0
"Duncan, Jeff",Republican,SC,22,306,121.0
"Duncan, Jeff",Republican,SC,23,110,37.0
Dusty Johnson,Republican,SD,1,1,0.0
Dusty Johnson,Republican,SD,2,11,3.0
Dusty Johnson,Republican,SD,3,22,3.0
Dusty Johnson,Republican,SD,4,89,18.0
Dusty Johnson,Republican,SD,5,167,25.0
Dusty Johnson,Republican,SD,6,152,22.0
Dusty Johnson,Republican,SD,7,235,47.0
Dusty Johnson,Republican,SD,8,266,49.0
Dusty Johnson,Republican,SD,9,291,45.0
Dusty Johnson,Republican,SD,10,382,43.0
Dusty Johnson,Republican,SD,11,353,59.0
Dusty Johnson,Republican,SD,12,363,55.0
Dusty Johnson,Republican,SD,13,315,47.0
Dusty Johnson,Republican,SD,14,302,52.0
Dusty Johnson,Republican,SD,15,320,50.0
Dusty Johnson,Republican,SD,16,298,46.0
Dusty Johnson,Republican,SD,17,214,30.0
Dusty Johnson,Republican,SD,18,138,25.0
Dusty Johnson,Republican,SD,19,116,19.0
Dusty Johnson,Republican,SD,20,97,5.0
Dusty Johnson,Republican,SD,21,50,7.0
Dusty Johnson,Republican,SD,22,39,3.0
Dusty Johnson,Republican,SD,23,6,1.0
Dwight Evans,Democrat,PA,0,48,19.0
Dwight Evans,Democrat,PA,1,16,9.0
Dwight Evans,Democrat,PA,2,6,3.0
Dwight Evans,Democrat,PA,3,6,2.0
Dwight Evans,Democrat,PA,4,24,9.0
Dwight Evans,Democrat,PA,5,90,35.0
Dwight Evans,Democrat,PA,6,200,77.0
Dwight Evans,Democrat,PA,7,369,143.0
Dwight Evans,Democrat,PA,8,729,217.0
Dwight Evans,Democrat,PA,9,1091,292.0
Dwight Evans,Democrat,PA,10,1657,312.0
Dwight Evans,Democrat,PA,11,1827,431.0
Dwight Evans,Democrat,PA,12,1909,569.0
Dwight Evans,Democrat,PA,13,1926,518.0
Dwight Evans,Democrat,PA,14,1854,445.0
Dwight Evans,Democrat,PA,15,2140,445.0
Dwight Evans,Democrat,PA,16,2579,511.0
Dwight Evans,Democrat,PA,17,2637,518.0
Dwight Evans,Democrat,PA,18,1714,396.0
Dwight Evans,Democrat,PA,19,1009,234.0
Dwight Evans,Democrat,PA,20,773,229.0
Dwight Evans,Democrat,PA,21,451,122.0
Dwight Evans,Democrat,PA,22,190,53.0
Dwight Evans,Democrat,PA,23,106,34.0
E.B. Johnson D-TX,Democrat,TX,1,6,0.0
E.B. Johnson D-TX,Democrat,TX,2,6,1.0
E.B. Johnson D-TX,Democrat,TX,3,5,0.0
E.B. Johnson D-TX,Democrat,TX,4,1,0.0
E.B. Johnson D-TX,Democrat,TX,5,2,0.0
E.B. Johnson D-TX,Democrat,TX,6,14,0.0
E.B. Johnson D-TX,Democrat,TX,7,77,4.0
E.B. Johnson D-TX,Democrat,TX,8,722,52.0
E.B. Johnson D-TX,Democrat,TX,9,1060,139.0
E.B. Johnson D-TX,Democrat,TX,10,1174,160.0
E.B. Johnson D-TX,Democrat,TX,11,1135,173.0
E.B. Johnson D-TX,Democrat,TX,12,952,139.0
E.B. Johnson D-TX,Democrat,TX,13,840,158.0
E.B. Johnson D-TX,Democrat,TX,14,787,105.0
E.B. Johnson D-TX,Democrat,TX,15,731,93.0
E.B. Johnson D-TX,Democrat,TX,16,665,72.0
E.B. Johnson D-TX,Democrat,TX,17,384,35.0
E.B. Johnson D-TX,Democrat,TX,18,141,20.0
E.B. Johnson D-TX,Democrat,TX,19,106,12.0
E.B. Johnson D-TX,Democrat,TX,20,130,15.0
E.B. Johnson D-TX,Democrat,TX,21,57,4.0
E.B. Johnson D-TX,Democrat,TX,22,19,2.0
E.B. Johnson D-TX,Democrat,TX,23,12,2.0
"Earl L. ""Buddy"" Carter",Republican,GA,0,3,0.0
"Earl L. ""Buddy"" Carter",Republican,GA,2,5,0.0
"Earl L. ""Buddy"" Carter",Republican,GA,3,17,8.0
"Earl L. ""Buddy"" Carter",Republican,GA,4,82,26.0
"Earl L. ""Buddy"" Carter",Republican,GA,5,189,59.0
"Earl L. ""Buddy"" Carter",Republican,GA,6,216,89.0
"Earl L. ""Buddy"" Carter",Republican,GA,7,217,103.0
"Earl L. ""Buddy"" Carter",Republican,GA,8,227,87.0
"Earl L. ""Buddy"" Carter",Republican,GA,9,337,82.0
"Earl L. ""Buddy"" Carter",Republican,GA,10,507,139.0
"Earl L. ""Buddy"" Carter",Republican,GA,11,542,158.0
"Earl L. ""Buddy"" Carter",Republican,GA,12,372,110.0
"Earl L. ""Buddy"" Carter",Republican,GA,13,308,102.0
"Earl L. ""Buddy"" Carter",Republican,GA,14,305,59.0
"Earl L. ""Buddy"" Carter",Republican,GA,15,314,56.0
"Earl L. ""Buddy"" Carter",Republican,GA,16,346,52.0
"Earl L. ""Buddy"" Carter",Republican,GA,17,274,53.0
"Earl L. ""Buddy"" Carter",Republican,GA,18,148,22.0
"Earl L. ""Buddy"" Carter",Republican,GA,19,55,9.0
"Earl L. ""Buddy"" Carter",Republican,GA,20,32,5.0
"Earl L. ""Buddy"" Carter",Republican,GA,21,22,5.0
"Earl L. ""Buddy"" Carter",Republican,GA,22,11,2.0
"Earl L. ""Buddy"" Carter",Republican,GA,23,11,0.0
Ed Case,Democrat,HI,0,16,2.0
Ed Case,Democrat,HI,1,11,1.0
Ed Case,Democrat,HI,2,28,3.0
Ed Case,Democrat,HI,3,180,16.0
Ed Case,Democrat,HI,4,303,48.0
Ed Case,Democrat,HI,5,134,14.0
Ed Case,Democrat,HI,6,167,8.0
Ed Case,Democrat,HI,7,256,25.0
Ed Case,Democrat,HI,8,468,37.0
Ed Case,Democrat,HI,9,353,22.0
Ed Case,Democrat,HI,10,323,29.0
Ed Case,Democrat,HI,11,354,21.0
Ed Case,Democrat,HI,12,347,24.0
Ed Case,Democrat,HI,13,232,19.0
Ed Case,Democrat,HI,14,240,6.0
Ed Case,Democrat,HI,15,189,11.0
Ed Case,Democrat,HI,16,183,10.0
Ed Case,Democrat,HI,17,110,5.0
Ed Case,Democrat,HI,18,69,6.0
Ed Case,Democrat,HI,19,38,2.0
Ed Case,Democrat,HI,20,16,3.0
Ed Case,Democrat,HI,21,1,1.0
Ed Case,Democrat,HI,22,3,1.0
Ed Case,Democrat,HI,23,2,0.0
Ed Perlmutter D-CO,Democrat,CO,0,4,0.0
Ed Perlmutter D-CO,Democrat,CO,3,3,0.0
Ed Perlmutter D-CO,Democrat,CO,4,1,0.0
Ed Perlmutter D-CO,Democrat,CO,5,3,2.0
Ed Perlmutter D-CO,Democrat,CO,6,14,3.0
Ed Perlmutter D-CO,Democrat,CO,7,45,7.0
Ed Perlmutter D-CO,Democrat,CO,8,232,42.0
Ed Perlmutter D-CO,Democrat,CO,9,753,142.0
Ed Perlmutter D-CO,Democrat,CO,10,796,134.0
Ed Perlmutter D-CO,Democrat,CO,11,818,166.0
Ed Perlmutter D-CO,Democrat,CO,12,729,115.0
Ed Perlmutter D-CO,Democrat,CO,13,708,154.0
Ed Perlmutter D-CO,Democrat,CO,14,791,159.0
Ed Perlmutter D-CO,Democrat,CO,15,794,126.0
Ed Perlmutter D-CO,Democrat,CO,16,767,121.0
Ed Perlmutter D-CO,Democrat,CO,17,371,56.0
Ed Perlmutter D-CO,Democrat,CO,18,260,44.0
Ed Perlmutter D-CO,Democrat,CO,19,344,51.0
Ed Perlmutter D-CO,Democrat,CO,20,295,42.0
Ed Perlmutter D-CO,Democrat,CO,21,71,9.0
Ed Perlmutter D-CO,Democrat,CO,22,12,2.0
Ed Perlmutter D-CO,Democrat,CO,23,2,0.0
Edward J. Markey,Democrat,MA,0,14,5.0
Edward J. Markey,Democrat,MA,1,5,3.0
Edward J. Markey,Democrat,MA,2,8,6.0
Edward J. Markey,Democrat,MA,3,17,9.0
Edward J. Markey,Democrat,MA,4,99,43.0
Edward J. Markey,Democrat,MA,5,207,106.0
Edward J. Markey,Democrat,MA,6,288,135.0
Edward J. Markey,Democrat,MA,7,445,212.0
Edward J. Markey,Democrat,MA,8,612,234.0
Edward J. Markey,Democrat,MA,9,951,368.0
Edward J. Markey,Democrat,MA,10,1668,630.0
Edward J. Markey,Democrat,MA,11,2021,803.0
Edward J. Markey,Democrat,MA,12,2043,824.0
Edward J. Markey,Democrat,MA,13,1847,728.0
Edward J. Markey,Democrat,MA,14,1762,704.0
Edward J. Markey,Democrat,MA,15,1779,674.0
Edward J. Markey,Democrat,MA,16,1745,708.0
Edward J. Markey,Democrat,MA,17,1493,634.0
Edward J. Markey,Democrat,MA,18,931,368.0
Edward J. Markey,Democrat,MA,19,563,210.0
Edward J. Markey,Democrat,MA,20,400,158.0
Edward J. Markey,Democrat,MA,21,245,95.0
Edward J. Markey,Democrat,MA,22,146,65.0
Edward J. Markey,Democrat,MA,23,40,28.0
Elaine Luria D-VA,Democrat,VA,0,2,1.0
Elaine Luria D-VA,Democrat,VA,2,9,1.0
Elaine Luria D-VA,Democrat,VA,6,3,0.0
Elaine Luria D-VA,Democrat,VA,7,18,3.0
Elaine Luria D-VA,Democrat,VA,8,82,6.0
Elaine Luria D-VA,Democrat,VA,9,388,36.0
Elaine Luria D-VA,Democrat,VA,10,445,42.0
Elaine Luria D-VA,Democrat,VA,11,430,41.0
Elaine Luria D-VA,Democrat,VA,12,392,43.0
Elaine Luria D-VA,Democrat,VA,13,398,45.0
Elaine Luria D-VA,Democrat,VA,14,373,35.0
Elaine Luria D-VA,Democrat,VA,15,341,35.0
Elaine Luria D-VA,Democrat,VA,16,364,33.0
Elaine Luria D-VA,Democrat,VA,17,381,38.0
Elaine Luria D-VA,Democrat,VA,18,299,35.0
Elaine Luria D-VA,Democrat,VA,19,165,22.0
Elaine Luria D-VA,Democrat,VA,20,89,15.0
Elaine Luria D-VA,Democrat,VA,21,62,18.0
Elaine Luria D-VA,Democrat,VA,22,30,12.0
Elaine Luria D-VA,Democrat,VA,23,7,2.0
Elijah Crane,Republican,AZ,0,24,13.0
Elijah Crane,Republican,AZ,1,224,104.0
Elijah Crane,Republican,AZ,2,319,148.0
Elijah Crane,Republican,AZ,3,404,148.0
Elijah Crane,Republican,AZ,4,463,179.0
Elijah Crane,Republican,AZ,5,390,149.0
Elijah Crane,Republican,AZ,6,370,146.0
Elijah Crane,Republican,AZ,7,444,176.0
Elijah Crane,Republican,AZ,8,423,159.0
Elijah Crane,Republican,AZ,9,432,170.0
Elijah Crane,Republican,AZ,10,354,137.0
Elijah Crane,Republican,AZ,11,327,142.0
Elijah Crane,Republican,AZ,12,344,141.0
Elijah Crane,Republican,AZ,13,301,120.0
Elijah Crane,Republican,AZ,14,221,88.0
Elijah Crane,Republican,AZ,15,177,77.0
Elijah Crane,Republican,AZ,16,90,31.0
Elijah Crane,Republican,AZ,17,48,23.0
Elijah Crane,Republican,AZ,18,38,16.0
Elijah Crane,Republican,AZ,19,48,21.0
Elijah Crane,Republican,AZ,20,33,14.0
Elijah Crane,Republican,AZ,21,9,2.0
Elijah Crane,Republican,AZ,22,2,1.0
Elijah Crane,Republican,AZ,23,15,8.0
Elijah Cummings D-MD,Democrat,MD,0,15,4.0
Elijah Cummings D-MD,Democrat,MD,1,6,0.0
Elijah Cummings D-MD,Democrat,MD,2,12,2.0
Elijah Cummings D-MD,Democrat,MD,3,1,0.0
Elijah Cummings D-MD,Democrat,MD,4,15,5.0
Elijah Cummings D-MD,Democrat,MD,5,10,2.0
Elijah Cummings D-MD,Democrat,MD,6,54,8.0
Elijah Cummings D-MD,Democrat,MD,7,151,39.0
Elijah Cummings D-MD,Democrat,MD,8,202,78.0
Elijah Cummings D-MD,Democrat,MD,9,473,149.0
Elijah Cummings D-MD,Democrat,MD,10,778,233.0
Elijah Cummings D-MD,Democrat,MD,11,488,129.0
Elijah Cummings D-MD,Democrat,MD,12,411,101.0
Elijah Cummings D-MD,Democrat,MD,13,419,117.0
Elijah Cummings D-MD,Democrat,MD,14,395,106.0
Elijah Cummings D-MD,Democrat,MD,15,323,70.0
Elijah Cummings D-MD,Democrat,MD,16,302,69.0
Elijah Cummings D-MD,Democrat,MD,17,275,98.0
Elijah Cummings D-MD,Democrat,MD,18,155,47.0
Elijah Cummings D-MD,Democrat,MD,19,101,33.0
Elijah Cummings D-MD,Democrat,MD,20,74,22.0
Elijah Cummings D-MD,Democrat,MD,21,86,21.0
Elijah Cummings D-MD,Democrat,MD,22,51,17.0
Elijah Cummings D-MD,Democrat,MD,23,25,7.0
Eliot Engel D-NY,Democrat,NY,0,11,3.0
Eliot Engel D-NY,Democrat,NY,1,5,0.0
Eliot Engel D-NY,Democrat,NY,2,2,0.0
Eliot Engel D-NY,Democrat,NY,3,2,0.0
Eliot Engel D-NY,Democrat,NY,4,4,1.0
Eliot Engel D-NY,Democrat,NY,5,3,1.0
Eliot Engel D-NY,Democrat,NY,6,4,0.0
Eliot Engel D-NY,Democrat,NY,7,15,5.0
Eliot Engel D-NY,Democrat,NY,8,77,22.0
Eliot Engel D-NY,Democrat,NY,9,331,125.0
Eliot Engel D-NY,Democrat,NY,10,363,123.0
Eliot Engel D-NY,Democrat,NY,11,396,144.0
Eliot Engel D-NY,Democrat,NY,12,387,140.0
Eliot Engel D-NY,Democrat,NY,13,401,142.0
Eliot Engel D-NY,Democrat,NY,14,407,117.0
Eliot Engel D-NY,Democrat,NY,15,351,112.0
Eliot Engel D-NY,Democrat,NY,16,388,131.0
Eliot Engel D-NY,Democrat,NY,17,303,94.0
Eliot Engel D-NY,Democrat,NY,18,159,53.0
Eliot Engel D-NY,Democrat,NY,19,151,42.0
Eliot Engel D-NY,Democrat,NY,20,150,43.0
Eliot Engel D-NY,Democrat,NY,21,131,34.0
Eliot Engel D-NY,Democrat,NY,22,87,32.0
Eliot Engel D-NY,Democrat,NY,23,48,10.0
Elise M. Stefanik,Republican,NY,0,11,3.0
Elise M. Stefanik,Republican,NY,1,74,27.0
Elise M. Stefanik,Republican,NY,2,326,135.0
Elise M. Stefanik,Republican,NY,3,709,290.0
Elise M. Stefanik,Republican,NY,4,959,381.0
Elise M. Stefanik,Republican,NY,5,1190,579.0
Elise M. Stefanik,Republican,NY,6,1431,714.0
Elise M. Stefanik,Republican,NY,7,1511,809.0
Elise M. Stefanik,Republican,NY,8,1547,787.0
Elise M. Stefanik,Republican,NY,9,1780,784.0
Elise M. Stefanik,Republican,NY,10,2080,907.0
Elise M. Stefanik,Republican,NY,11,1917,822.0
Elise M. Stefanik,Republican,NY,12,1979,888.0
Elise M. Stefanik,Republican,NY,13,1785,800.0
Elise M. Stefanik,Republican,NY,14,1509,609.0
Elise M. Stefanik,Republican,NY,15,1372,542.0
Elise M. Stefanik,Republican,NY,16,1113,373.0
Elise M. Stefanik,Republican,NY,17,826,260.0
Elise M. Stefanik,Republican,NY,18,348,105.0
Elise M. Stefanik,Republican,NY,19,197,64.0
Elise M. Stefanik,Republican,NY,20,113,44.0
Elise M. Stefanik,Republican,NY,21,46,16.0
Elise M. Stefanik,Republican,NY,22,19,7.0
Elise M. Stefanik,Republican,NY,23,8,6.0
Elissa Slotkin,Democrat,MI,0,11,0.0
Elissa Slotkin,Democrat,MI,1,4,0.0
Elissa Slotkin,Democrat,MI,2,7,4.0
Elissa Slotkin,Democrat,MI,3,30,5.0
Elissa Slotkin,Democrat,MI,4,102,20.0
Elissa Slotkin,Democrat,MI,5,158,23.0
Elissa Slotkin,Democrat,MI,6,203,34.0
Elissa Slotkin,Democrat,MI,7,225,30.0
Elissa Slotkin,Democrat,MI,8,225,25.0
Elissa Slotkin,Democrat,MI,9,294,55.0
Elissa Slotkin,Democrat,MI,10,404,64.0
Elissa Slotkin,Democrat,MI,11,421,73.0
Elissa Slotkin,Democrat,MI,12,450,84.0
Elissa Slotkin,Democrat,MI,13,449,88.0
Elissa Slotkin,Democrat,MI,14,467,92.0
Elissa Slotkin,Democrat,MI,15,422,97.0
Elissa Slotkin,Democrat,MI,16,461,103.0
Elissa Slotkin,Democrat,MI,17,391,80.0
Elissa Slotkin,Democrat,MI,18,238,57.0
Elissa Slotkin,Democrat,MI,19,252,70.0
Elissa Slotkin,Democrat,MI,20,168,40.0
Elissa Slotkin,Democrat,MI,21,122,33.0
Elissa Slotkin,Democrat,MI,22,65,14.0
Elissa Slotkin,Democrat,MI,23,51,16.0
Elizabeth Esty D-CT,Democrat,CT,0,4,2.0
Elizabeth Esty D-CT,Democrat,CT,1,1,0.0
Elizabeth Esty D-CT,Democrat,CT,4,1,0.0
Elizabeth Esty D-CT,Democrat,CT,5,2,1.0
Elizabeth Esty D-CT,Democrat,CT,6,4,0.0
Elizabeth Esty D-CT,Democrat,CT,7,17,2.0
Elizabeth Esty D-CT,Democrat,CT,8,65,8.0
Elizabeth Esty D-CT,Democrat,CT,9,261,30.0
Elizabeth Esty D-CT,Democrat,CT,10,376,42.0
Elizabeth Esty D-CT,Democrat,CT,11,409,56.0
Elizabeth Esty D-CT,Democrat,CT,12,507,62.0
Elizabeth Esty D-CT,Democrat,CT,13,503,75.0
Elizabeth Esty D-CT,Democrat,CT,14,577,70.0
Elizabeth Esty D-CT,Democrat,CT,15,438,43.0
Elizabeth Esty D-CT,Democrat,CT,16,452,76.0
Elizabeth Esty D-CT,Democrat,CT,17,382,49.0
Elizabeth Esty D-CT,Democrat,CT,18,206,33.0
Elizabeth Esty D-CT,Democrat,CT,19,132,22.0
Elizabeth Esty D-CT,Democrat,CT,20,52,1.0
Elizabeth Esty D-CT,Democrat,CT,21,66,10.0
Elizabeth Esty D-CT,Democrat,CT,22,33,7.0
Elizabeth Esty D-CT,Democrat,CT,23,9,0.0
Elizabeth Warren,Democrat,MA,0,16,13.0
Elizabeth Warren,Democrat,MA,1,8,6.0
Elizabeth Warren,Democrat,MA,2,30,10.0
Elizabeth Warren,Democrat,MA,3,126,37.0
Elizabeth Warren,Democrat,MA,4,860,407.0
Elizabeth Warren,Democrat,MA,5,1716,808.0
Elizabeth Warren,Democrat,MA,6,2061,1047.0
Elizabeth Warren,Democrat,MA,7,1831,902.0
Elizabeth Warren,Democrat,MA,8,1931,970.0
Elizabeth Warren,Democrat,MA,9,2647,1356.0
Elizabeth Warren,Democrat,MA,10,2919,1477.0
Elizabeth Warren,Democrat,MA,11,2811,1488.0
Elizabeth Warren,Democrat,MA,12,2794,1442.0
Elizabeth Warren,Democrat,MA,13,2694,1397.0
Elizabeth Warren,Democrat,MA,14,2447,1228.0
Elizabeth Warren,Democrat,MA,15,2362,1130.0
Elizabeth Warren,Democrat,MA,16,2141,1088.0
Elizabeth Warren,Democrat,MA,17,1610,763.0
Elizabeth Warren,Democrat,MA,18,1054,490.0
Elizabeth Warren,Democrat,MA,19,911,447.0
Elizabeth Warren,Democrat,MA,20,570,275.0
Elizabeth Warren,Democrat,MA,21,277,141.0
Elizabeth Warren,Democrat,MA,22,75,35.0
Elizabeth Warren,Democrat,MA,23,27,19.0
Emanuel Cleaver,Democrat,MO,0,2,0.0
Emanuel Cleaver,Democrat,MO,1,2,1.0
Emanuel Cleaver,Democrat,MO,2,2,0.0
Emanuel Cleaver,Democrat,MO,3,20,8.0
Emanuel Cleaver,Democrat,MO,4,86,44.0
Emanuel Cleaver,Democrat,MO,5,195,81.0
Emanuel Cleaver,Democrat,MO,6,424,185.0
Emanuel Cleaver,Democrat,MO,7,551,260.0
Emanuel Cleaver,Democrat,MO,8,841,308.0
Emanuel Cleaver,Democrat,MO,9,1044,364.0
Emanuel Cleaver,Democrat,MO,10,1570,494.0
Emanuel Cleaver,Democrat,MO,11,1991,595.0
Emanuel Cleaver,Democrat,MO,12,1654,512.0
Emanuel Cleaver,Democrat,MO,13,1583,410.0
Emanuel Cleaver,Democrat,MO,14,1506,359.0
Emanuel Cleaver,Democrat,MO,15,1291,279.0
Emanuel Cleaver,Democrat,MO,16,722,148.0
Emanuel Cleaver,Democrat,MO,17,309,49.0
Emanuel Cleaver,Democrat,MO,18,138,29.0
Emanuel Cleaver,Democrat,MO,19,140,13.0
Emanuel Cleaver,Democrat,MO,20,211,41.0
Emanuel Cleaver,Democrat,MO,21,121,16.0
Emanuel Cleaver,Democrat,MO,22,54,6.0
Emanuel Cleaver,Democrat,MO,23,14,1.0
"Eric A. ""Rick"" Crawford",Republican,AR,0,7,0.0
"Eric A. ""Rick"" Crawford",Republican,AR,1,8,5.0
"Eric A. ""Rick"" Crawford",Republican,AR,2,11,6.0
"Eric A. ""Rick"" Crawford",Republican,AR,3,24,5.0
"Eric A. ""Rick"" Crawford",Republican,AR,4,75,27.0
"Eric A. ""Rick"" Crawford",Republican,AR,5,114,35.0
"Eric A. ""Rick"" Crawford",Republican,AR,6,157,38.0
"Eric A. ""Rick"" Crawford",Republican,AR,7,242,62.0
"Eric A. ""Rick"" Crawford",Republican,AR,8,641,125.0
"Eric A. ""Rick"" Crawford",Republican,AR,9,869,182.0
"Eric A. ""Rick"" Crawford",Republican,AR,10,793,150.0
"Eric A. ""Rick"" Crawford",Republican,AR,11,738,113.0
"Eric A. ""Rick"" Crawford",Republican,AR,12,713,148.0
"Eric A. ""Rick"" Crawford",Republican,AR,13,699,156.0
"Eric A. ""Rick"" Crawford",Republican,AR,14,692,123.0
"Eric A. ""Rick"" Crawford",Republican,AR,15,724,149.0
"Eric A. ""Rick"" Crawford",Republican,AR,16,507,103.0
"Eric A. ""Rick"" Crawford",Republican,AR,17,281,63.0
"Eric A. ""Rick"" Crawford",Republican,AR,18,250,61.0
"Eric A. ""Rick"" Crawford",Republican,AR,19,258,52.0
"Eric A. ""Rick"" Crawford",Republican,AR,20,245,73.0
"Eric A. ""Rick"" Crawford",Republican,AR,21,169,33.0
"Eric A. ""Rick"" Crawford",Republican,AR,22,61,6.0
"Eric A. ""Rick"" Crawford",Republican,AR,23,16,5.0
Eric Burlison,Republican,MO,0,14,4.0
Eric Burlison,Republican,MO,1,23,13.0
Eric Burlison,Republican,MO,2,45,17.0
Eric Burlison,Republican,MO,3,145,55.0
Eric Burlison,Republican,MO,4,337,189.0
Eric Burlison,Republican,MO,5,359,180.0
Eric Burlison,Republican,MO,6,401,228.0
Eric Burlison,Republican,MO,7,291,141.0
Eric Burlison,Republican,MO,8,362,189.0
Eric Burlison,Republican,MO,9,446,258.0
Eric Burlison,Republican,MO,10,394,219.0
Eric Burlison,Republican,MO,11,409,242.0
Eric Burlison,Republican,MO,12,406,255.0
Eric Burlison,Republican,MO,13,403,275.0
Eric Burlison,Republican,MO,14,371,248.0
Eric Burlison,Republican,MO,15,339,206.0
Eric Burlison,Republican,MO,16,318,194.0
Eric Burlison,Republican,MO,17,229,149.0
Eric Burlison,Republican,MO,18,52,26.0
Eric Burlison,Republican,MO,19,149,103.0
Eric Burlison,Republican,MO,20,19,6.0
Eric Burlison,Republican,MO,21,10,8.0
Eric Burlison,Republican,MO,22,6,4.0
