year,month,n,anger,share_angry,negative,disgust,joy,optimism,fear,sadness,anger_se,anger_dev
2022,7,41590,0.35118097772496076,0.35027650877614813,0.2898288679445031,0.34140274178017943,0.377173486291769,0.49992801785843244,0.2049452484111566,0.17172443473986596,0.0018509389922433657,0.02231288114192992
2022,8,24382,0.35377407948028217,0.3493970962185219,0.29374107389505383,0.34089276126585366,0.3915221299864193,0.5130317699827904,0.17957279880796756,0.17661904089099947,0.0024308653497850915,0.024905982897251322
2022,9,19040,0.334637933043201,0.33266806722689074,0.2778497662035965,0.3231651726204994,0.4078327994957393,0.5337981115280946,0.19499751194363105,0.17584239634726306,0.002771189730217426,0.005769836460170152
2022,10,21913,0.3149055858273237,0.3152922922466116,0.25984613429952974,0.30256911569928585,0.449187537084872,0.5594713657651589,0.18031893226409482,0.152271075130224,0.002530938500045355,-0.013962510755707147
2022,11,21591,0.2620048783669719,0.2528368301607151,0.21334484011286767,0.2503245147684233,0.5123876031472608,0.5963074622495819,0.15047423891953238,0.13783045103450395,0.002404425975935295,-0.06686321821605895
2022,12,22339,0.2986368937400563,0.29137383052061416,0.23813066661722232,0.28662475728351017,0.46209468079522914,0.5514250068279619,0.17024374112774796,0.14439568631038732,0.0024618433808255014,-0.030231202842974536
2023,1,15884,0.38421086237859486,0.3894485016368673,0.3002976986331478,0.3652711968696415,0.387324902703306,0.4980329013692198,0.19221832482844606,0.15604742473418545,0.0030772999124138154,0.03625944477735388
2023,2,16661,0.3894698367229316,0.3969749714903067,0.3186245056869774,0.3760926376175609,0.3715186502798633,0.47649485092434263,0.19893026225936603,0.16436991636577544,0.003016890811466476,0.04151841912169063
2023,3,19868,0.3808287294770769,0.38247433058184016,0.30591729453651173,0.36376291400653493,0.3805035979908694,0.4999111004059895,0.19813147129116718,0.1518342311141361,0.0027549864552943643,0.032877311875835924
2023,4,17492,0.36227978231942165,0.36239423736565285,0.28893091816470845,0.3453372579173686,0.4107994243749983,0.517852352637876,0.1846362342281178,0.14952908595688488,0.0029469166061662443,0.014328364718180664
2023,5,23102,0.37678984785541175,0.3823478486711107,0.3070069797896259,0.3637415910278237,0.38582339511328445,0.502601054522118,0.2016805756075547,0.16842723484029318,0.0025625512469714447,0.028838430254170766
2023,6,23551,0.3407449388361208,0.3389240371958728,0.2638357254727371,0.32167079011991084,0.4306229297497001,0.5390030795838678,0.17568364541372092,0.13981537415765166,0.0024865613392352558,-0.007206478765120206
2023,7,21917,0.3290215184163016,0.3241775790482274,0.2531559232785941,0.3128023842771308,0.4306916025124488,0.5362451637314014,0.17171190023631222,0.13462135413904744,0.0025495281511472762,-0.01892989918493937
2023,8,22184,0.28123381373296524,0.27181752614496935,0.23049934439087397,0.2717726771096577,0.4654381381417318,0.567255268412095,0.1740065385234804,0.14368695955048205,0.002422945738302859,-0.06671760386827574
2023,9,27908,0.3399911062281598,0.3406550093163251,0.2789428294356075,0.32833496809660945,0.4015499253874631,0.5194831128861628,0.1862027921052522,0.18313751493416652,0.0022934154454460976,-0.007960311373081175
2023,10,32154,0.3605833417063179,0.3625054425576911,0.2967180404591986,0.34169764523009466,0.37542745909086367,0.5000120430483742,0.2363528728148555,0.15433124439976392,0.002121291031370833,0.012631924105076908
2023,11,31627,0.3270332706285552,0.3270307016157081,0.26418713411378053,0.3121074450730685,0.4441106344124603,0.5337307225184819,0.19376006413564448,0.14661334816377447,0.002129043177704915,-0.02091814697268579
2023,12,29201,0.3378315729697753,0.33810485942262253,0.2737884005731769,0.32471297603978694,0.4293472965312019,0.514515213725659,0.18697926487539496,0.15213266634710332,0.0022473503724763774,-0.010119844631465702
2024,1,33116,0.3581751751334736,0.3607923662278053,0.2958125360288528,0.34597099494240885,0.3970941106908351,0.5068529486776386,0.21998264882107926,0.1624213853211696,0.002111736976974845,0.025001778763925953
2024,2,34759,0.3658200979313089,0.3694582698006272,0.2933640196221676,0.35162774308391526,0.4042738648638226,0.4991681522617765,0.1926110854489725,0.15338631378821513,0.0020952971324450513,0.03264670156176125
2024,3,38602,0.3335366297502233,0.3359670483394643,0.2593190054768223,0.3190455381928191,0.4518533383774909,0.5399891857396084,0.17247978757968724,0.1402231642145639,0.0019425756674552397,0.000363233380675676
2024,4,32201,0.34182348182849015,0.3459830440048446,0.2718423453541074,0.32360446782961877,0.4317730192035621,0.5287406951000353,0.1992390812430182,0.14291933729777775,0.0021490807277201934,0.008650085458942525
2024,5,34996,0.33430994690204763,0.3377814607383701,0.26385907129242925,0.3176258611521687,0.4535540849835937,0.5442726197271565,0.18361390521060597,0.14620160228930562,0.0020691872738190305,0.0011365505325000025
2024,6,33838,0.35185585613997583,0.3545126780542585,0.2765787397959842,0.3340643165547541,0.43495920091197593,0.527588495279177,0.19624123613760763,0.14231201875854957,0.002109891338487334,0.018682459770428206
2024,7,32450,0.3582883002945812,0.3629275808936826,0.2832122209049024,0.3411233290834912,0.4146236024402693,0.505834919709134,0.19080634762230939,0.15272330832007544,0.0021525532989850483,0.02511490392503357
2024,8,26233,0.30799470707005616,0.3079708763770823,0.25016731096498435,0.2970021327050827,0.4810092037481118,0.550015250461669,0.16643377098293416,0.1471388855488513,0.00232497993595405,-0.025178689299491464
2024,9,29406,0.3289288209810806,0.32935455349248455,0.27551405177664057,0.3167329372884126,0.42322044413560256,0.5272381752529729,0.20472887417760197,0.1704427651669498,0.002233385364185375,-0.004244575388467009
2024,10,33117,0.2917629823210387,0.29006250566174474,0.24205043882956268,0.2799950768354816,0.4812078634911282,0.5601062553860904,0.18675566712703784,0.13311634143336593,0.0020416574739575747,-0.041410414048508926
2024,11,25491,0.2754386406917913,0.268957671334981,0.20587113149971187,0.2556691405166163,0.5241700341523373,0.5983102511686572,0.13769538501619136,0.11582421321204987,0.002285460389642741,-0.05773475567775632
2024,12,20546,0.3276353309954038,0.32390732989389664,0.253345179869896,0.3107739739259347,0.44840117141073943,0.5303684611518125,0.15051443453618296,0.15030522115108297,0.002657304460681956,-0.005538065374143808
2025,1,28121,0.3562817232835596,0.3528324028306248,0.26202357677635335,0.3344003863392306,0.4274739764647867,0.5165434157058819,0.18386457647818216,0.14931705785545124,0.0023095827434153923,-0.08025838607840474
2025,2,30452,0.46923291614106294,0.4834165243662157,0.3341228921627212,0.44354381729572456,0.3429516568816737,0.4320580810519634,0.18849767888122868,0.15697377158831557,0.002335166493473769,0.03269280677909858
2025,3,33199,0.4578687501901893,0.46953221482574775,0.33373295613083237,0.43478735047063627,0.35727674590794894,0.43659055007114117,0.1769371936984488,0.17055442637631704,0.002249958182343767,0.021328640828224943
2025,4,30379,0.4355478785042971,0.44669014779946675,0.3217775220018919,0.4151233359750707,0.37012928151665353,0.45389631644213596,0.18601427993135,0.1760387738536835,0.002344428596428506,-0.0009922308576672534
2025,5,30825,0.40974251209694773,0.41826439578264396,0.30309461098613744,0.3894254130639728,0.4053867465489833,0.4853251076686526,0.16978573364455674,0.17335923897449929,0.0023106271443072562,-0.026797597265016626
2025,6,33925,0.4460581116886245,0.4571849668386146,0.33395932159308167,0.41995416092870974,0.359544391394459,0.4525627765070315,0.2164941310636938,0.15857818496367546,0.002192876726498927,0.009518002326660169
2025,7,34796,0.44103986292520136,0.45143119898838946,0.33347955274451807,0.42039693526414634,0.3641730242593947,0.4447752862042918,0.18024736575302183,0.1766036896444904,0.0021799617460292256,0.004499753563237008
2025,8,25621,0.3872684013091535,0.3926466570391476,0.29492232377726935,0.3693776510835158,0.4194527081886311,0.4952610523949134,0.1864035049945229,0.164524053283972,0.002519789640634261,-0.049271708052810836
2025,9,35223,0.43212167639544447,0.4410470431252307,0.3439553491096387,0.4150576009726562,0.34976080188589864,0.4423309270333715,0.20665857499319976,0.1956977347500254,0.002180945850313029,-0.004418432966519892
2025,10,40705,0.5277160345197528,0.5471318019899275,0.40876003317290394,0.5129076427871039,0.26289107563528247,0.35523701359685694,0.19013631691914928,0.22229304071127987,0.0019952085966282716,0.09117592515778844
2025,11,33450,0.43772311491926547,0.4457698056801196,0.33937604214345984,0.42067274996575094,0.3536048476674186,0.43670115441749335,0.17186850965915385,0.1920865904325299,0.002224660550712252,0.001183005557301109
2025,12,34726,0.39614201473487304,0.39736796636525945,0.3084340400680395,0.37998825728423996,0.3831740760775502,0.4628689946583664,0.18119511624756288,0.1720575997169572,0.002130680287697268,-0.04039809462709132
2026,1,41189,0.44486698680125103,0.45407754497560027,0.3403472051684886,0.42476132148694995,0.33717809702022733,0.4272348395533589,0.22544165005553984,0.16659836298578423,0.0019976094087463493,0.05117956906750992
2026,2,43910,0.39672561608932777,0.3996811660214074,0.2887434378702262,0.3778666800024394,0.39202329988929774,0.4608950956315765,0.17411806481715716,0.14442055503171988,0.0019145259229721298,0.003038198355586663
2026,3,47658,0.4204397825983052,0.4262872969910613,0.32961448400049487,0.4048265853289066,0.3500566584173559,0.4270924329985157,0.1945802171364044,0.165300024668809,0.0018525314154154758,0.026752364864564115
2026,4,46896,0.4033486494556405,0.40707096554077105,0.3054514953826984,0.3866056528100241,0.3796573110678037,0.44960971046521936,0.17171120729806652,0.15428838655741636,0.001856548537526996,0.009661231721899366
2026,5,45394,0.3596800576326032,0.35921046834383397,0.27049070573121575,0.34542562270399724,0.41789390109441676,0.4797868111127169,0.15284994313783043,0.14758640258470743,0.0018585907195615774,-0.03400736010113792
2026,6,48142,0.3690735678196376,0.3685139794773794,0.2751417366409005,0.35255408820247053,0.4042378881051282,0.4649885858687273,0.15492718117171925,0.14117112355259542,0.0017987137280024016,-0.02461384991410348
2026,7,44786,0.37900407308778333,0.3784218282498995,0.2959945128485585,0.3649845079184929,0.3806067883887471,0.44952668445951954,0.1620672695982933,0.15743847376191508,0.0018680615239020256,-0.014683344645957774
2026,8,24782,0.37015495274498394,0.36982487289161486,0.2899161692737696,0.3572953605480443,0.39742216194846475,0.4639158372278308,0.15757723095370277,0.15009413015578185,0.002505258035107939,-0.023532464988757162
