year,month,n,anger,share_angry,negative,disgust,joy,optimism,fear,sadness,anger_se,anger_dev
2020,11,35988,0.24702483301351127,0.23113259975547404,0.2167807942268475,0.23980033550115618,0.45271341819784683,0.573496610269867,0.17787153136484568,0.1432737509387719,0.001812488844512756,-0.04099176356375653
2020,12,41071,0.2757887910818607,0.2586740035548197,0.23896984218521508,0.2672268299218716,0.4308370669911874,0.5694162412285916,0.16993000677118328,0.16593502642464966,0.0017414603676608245,-0.012227805495407085
2021,1,44954,0.34915015543525124,0.34479690350135694,0.2722733671476983,0.3263228809666285,0.38548389904134694,0.5092990919141931,0.20643564397026642,0.1510583826586089,0.0018135464527092443,0.04796565376281203
2021,2,47895,0.2963628513235517,0.28324459755715625,0.2504680558765973,0.28944539017480453,0.39591315538870947,0.5233620082794541,0.18403180595427562,0.16705418954339796,0.0016522981333980192,-0.004821650348887485
2021,3,46544,0.3091400817426454,0.3017145067033345,0.2433882486324269,0.29761594290171456,0.4131713090442212,0.5426394359865896,0.1859655962451192,0.1456234109631268,0.0016965568581000254,0.007955580070206192
2021,4,49519,0.27974139800416803,0.26908863264605504,0.23002472894515788,0.27137034966256096,0.4211553259895044,0.5484824075288385,0.18140330026859078,0.16240746030999545,0.001578029195442475,-0.02144310366827118
2021,5,42285,0.3055138491638953,0.30095778644909543,0.242303952857056,0.2933255762978573,0.4227003784977544,0.5436406130146024,0.19184191298984482,0.15362302061918964,0.0017835160689947452,0.0043293474914560814
2021,6,48253,0.3019694681069513,0.29504901249663235,0.24157992482621832,0.2914916874402032,0.4262576113127405,0.5411229008101685,0.18321253852195638,0.1463138115887179,0.0016486927935092633,0.000784966434512091
2021,7,47639,0.3013213741313435,0.29349902390898214,0.2402947517815658,0.2926288027396759,0.4247384379522243,0.5378711128527494,0.1867214821465855,0.1438078435807969,0.001671534334741527,0.00013687245890431354
2021,8,47115,0.298536691726683,0.2878488803990237,0.27867364613414297,0.30018685184678895,0.38461160265396227,0.5077821315198786,0.2210604869644689,0.19269780104387454,0.0016678301834458416,-0.0026478099457561965
2021,9,50455,0.3167437878781452,0.3107917946685165,0.27188048368041745,0.311922732207892,0.3923857950746936,0.5184852446176089,0.19498561489991176,0.1797113944733717,0.0016615395765036474,0.015559286205706013
2021,10,50394,0.31223552398273174,0.30473865936421,0.26331100947053077,0.30725172491210506,0.4062443300929052,0.5251780987838852,0.18800525431894807,0.16705181352652348,0.0016539706466649226,0.011051022310292535
2021,11,57431,0.2722737046717897,0.26325503647855686,0.22412244584842456,0.26432372609895,0.49353312326644844,0.5837137339909053,0.14299503795675653,0.13945749132043578,0.0015032688358513227,-0.028910797000649524
2021,12,49857,0.28076522472401266,0.2707343000982811,0.23634570942535904,0.27124676182941565,0.44973742433056724,0.5658598530448014,0.1733521451520178,0.16526063875369326,0.0015988784814449546,-0.020419276948426546
2022,1,41425,0.3234840346696828,0.3171514785757393,0.2652216702958262,0.3108930324409191,0.3942584301735003,0.5273986762611103,0.20162317195061344,0.1575165412929887,0.0018074387841139287,-0.005384061913348059
2022,2,42597,0.3543333903327698,0.3550484775923187,0.274803942705976,0.33585076964236144,0.3882413773326041,0.510345959479033,0.20635569284773012,0.15456409555539935,0.0018560314083714035,0.025465293749738938
2022,3,54508,0.3350680830699035,0.33325383429955235,0.2463843787693646,0.31363693595761327,0.41961759036172147,0.5454265579104972,0.17526095924616245,0.14402033694530575,0.0016015455275806962,0.006199986486872644
2022,4,39787,0.31039707085164536,0.30497398647799534,0.24704223837672762,0.3017062472119515,0.43957009811480324,0.5384718963269428,0.1915411464645145,0.15212150478860237,0.0018519079860913614,-0.018471025731385482
2022,5,42717,0.327708164145304,0.3251866938221317,0.285090411418797,0.3185020080264226,0.40527224907314746,0.5218751991398298,0.20457705420763267,0.18025748060146646,0.0018071236866046604,-0.0011599324377268294
2022,6,44594,0.33704469687230815,0.330761985917388,0.28016776019731804,0.3266225512053852,0.3870779627442645,0.5132616482724343,0.22474553962679109,0.16418271592255823,0.0017564542926199233,0.008176600289277303
