src,dst,n,anger,sp,dp,cross
K000385,M000355,4,0.9229638129472733,Democrat,Republican,True
J000298,P000197,6,0.2768047557522853,Democrat,Democrat,False
J000292,P000197,5,0.82833890914917,Republican,Democrat,True
B001311,P000197,7,0.586463063955307,Republican,Democrat,True
E000295,P000197,4,0.9451945722103119,Republican,Democrat,True
M001190,P000197,3,0.8713189760843912,Republican,Democrat,True
S001195,P000197,9,0.7114920301569833,Republican,Democrat,True
K000388,P000197,3,0.9480421741803488,Republican,Democrat,True
S001199,P000197,3,0.9732677141825358,Republican,Democrat,True
C001068,P000197,4,0.9170420616865158,Democrat,Democrat,False
P000048,P000197,10,0.8491212904453278,Republican,Democrat,True
W000810,P000197,4,0.31199893169105053,Republican,Democrat,True
C001108,P000197,3,0.4953310415148735,Republican,Democrat,True
M001199,P000197,8,0.7466419283300638,Republican,Democrat,True
Z000017,P000197,3,0.962570329507192,Republican,Democrat,True
L000583,P000197,3,0.7412842810153961,Republican,Democrat,True
S001192,P000197,4,0.8893857151269913,Republican,Democrat,True
B001281,P000197,5,0.09163638651371002,Democrat,Democrat,False
