wk,n,anger,anger_dem,anger_rep,baseline,disgust,fear,sadness,joy
2018-06-04,2176,0.3436,0.44,0.1794,0.2762,0.3295,0.1661,0.1566,0.4201
2018-06-11,5892,0.3094,0.4317,0.1268,0.3094,0.3031,0.1758,0.1642,0.4436
2018-06-18,6777,0.3943,0.5062,0.1852,0.3094,0.3947,0.2152,0.218,0.3328
2018-06-25,6704,0.3328,0.4358,0.1592,0.3094,0.3138,0.172,0.1584,0.3999
2018-07-02,3784,0.2762,0.3709,0.1127,0.3094,0.2695,0.152,0.1439,0.4975
2018-07-09,6377,0.3539,0.4797,0.1609,0.3094,0.3394,0.1808,0.1453,0.3918
2018-07-16,6478,0.3884,0.4867,0.216,0.3094,0.3712,0.1973,0.1504,0.3643
2018-07-23,5918,0.3147,0.414,0.1655,0.3089,0.2996,0.1603,0.144,0.4371
2018-07-30,5055,0.2829,0.3806,0.1256,0.2829,0.2722,0.1595,0.1283,0.4725
2018-08-06,4596,0.2727,0.3641,0.1235,0.2813,0.2633,0.1534,0.1341,0.4957
2018-08-13,4399,0.2446,0.3352,0.1193,0.2813,0.2374,0.1443,0.1379,0.5187
2018-08-20,5371,0.2813,0.3705,0.12,0.2829,0.2673,0.1589,0.178,0.4455
2018-08-27,4057,0.2709,0.371,0.1091,0.2813,0.2613,0.1507,0.1633,0.4777
2018-09-03,5252,0.3089,0.4461,0.123,0.2813,0.298,0.1612,0.131,0.4326
2018-09-10,6053,0.2235,0.3307,0.1086,0.2813,0.2249,0.2136,0.1809,0.4288
2018-09-17,5454,0.2479,0.3617,0.0987,0.2727,0.2391,0.1638,0.1521,0.4719
2018-09-24,5986,0.289,0.3848,0.1445,0.2709,0.2689,0.1548,0.1203,0.4435
2018-10-01,5586,0.2847,0.3959,0.1353,0.2709,0.2727,0.1574,0.1434,0.4507
2018-10-08,5131,0.2455,0.3199,0.1289,0.263,0.239,0.1765,0.1371,0.502
2018-10-15,4822,0.2999,0.4047,0.1275,0.263,0.2894,0.1568,0.1404,0.471
2018-10-22,5267,0.3043,0.3879,0.1882,0.2578,0.291,0.2171,0.1645,0.4403
2018-10-29,4872,0.2578,0.3406,0.1214,0.263,0.2445,0.15,0.1288,0.51
2018-11-05,4201,0.2322,0.2975,0.0927,0.2701,0.2176,0.1488,0.1336,0.5259
2018-11-12,4065,0.2476,0.3133,0.1175,0.2701,0.2357,0.1674,0.1379,0.4861
2018-11-19,3132,0.263,0.3161,0.1402,0.2701,0.2519,0.1518,0.1335,0.5284
2018-11-26,5475,0.2701,0.3313,0.1296,0.2999,0.26,0.1718,0.1828,0.4631
2018-12-03,4250,0.2429,0.3085,0.1142,0.3017,0.2386,0.1587,0.1757,0.4864
2018-12-10,5855,0.3076,0.3734,0.163,0.3017,0.2951,0.1805,0.162,0.4369
2018-12-17,5529,0.3893,0.4711,0.2337,0.3017,0.3751,0.1793,0.1799,0.3615
2018-12-24,2065,0.3528,0.4357,0.2007,0.3017,0.349,0.141,0.2119,0.4514
2018-12-31,4940,0.3017,0.3396,0.2109,0.3017,0.2814,0.1065,0.1325,0.5108
2019-01-07,9066,0.4411,0.5109,0.2771,0.3017,0.433,0.212,0.2221,0.3101
2019-01-14,9076,0.3915,0.4417,0.2723,0.3049,0.3812,0.1736,0.2045,0.3541
2019-01-21,8051,0.3846,0.4348,0.2686,0.3049,0.3704,0.1713,0.2076,0.3714
2019-01-28,7854,0.2856,0.3161,0.216,0.304,0.2727,0.1711,0.1377,0.445
2019-02-04,10958,0.2533,0.2945,0.1755,0.3017,0.2419,0.1469,0.1413,0.481
2019-02-11,9110,0.2984,0.3191,0.2459,0.3017,0.2879,0.1906,0.1699,0.4294
2019-02-18,5389,0.2611,0.2998,0.1725,0.2984,0.2475,0.1508,0.1097,0.5288
2019-02-25,9333,0.3049,0.3309,0.255,0.2964,0.2888,0.1739,0.1259,0.4477
2019-03-04,9018,0.2828,0.2846,0.2764,0.2961,0.2637,0.148,0.1207,0.4731
2019-03-11,9078,0.304,0.3527,0.1973,0.2856,0.2907,0.1722,0.1546,0.4589
2019-03-18,6795,0.2429,0.2735,0.1711,0.2961,0.2239,0.1396,0.113,0.5139
2019-03-25,8979,0.3027,0.3353,0.2326,0.2961,0.2815,0.1405,0.1321,0.4596
2019-04-01,8225,0.2961,0.3188,0.2453,0.2961,0.2814,0.1805,0.1474,0.4365
2019-04-08,8115,0.2964,0.3181,0.2499,0.2964,0.2821,0.1628,0.1308,0.4604
2019-04-15,6701,0.2649,0.2994,0.1897,0.2961,0.2541,0.154,0.1454,0.4819
2019-04-22,6302,0.2287,0.2605,0.1619,0.2961,0.2199,0.1643,0.1324,0.5314
2019-04-29,4885,0.3118,0.3425,0.2385,0.2742,0.2992,0.194,0.168,0.4461
2019-05-06,9498,0.2693,0.2986,0.2048,0.2961,0.2593,0.1641,0.1421,0.5026
2019-05-13,9368,0.297,0.339,0.202,0.2961,0.2756,0.1673,0.1342,0.4667
2019-05-20,8876,0.2964,0.3341,0.2104,0.2742,0.2789,0.1721,0.1427,0.4631
2019-05-27,6781,0.2423,0.2762,0.1618,0.2742,0.2346,0.1605,0.158,0.5065
2019-06-03,8937,0.2479,0.2663,0.1965,0.2964,0.2369,0.176,0.1437,0.5105
2019-06-10,9685,0.2742,0.2965,0.222,0.297,0.2606,0.1659,0.1418,0.4757
2019-06-17,9311,0.3065,0.3324,0.2379,0.297,0.2918,0.1939,0.1516,0.4277
2019-06-24,9675,0.3174,0.3463,0.2455,0.297,0.2967,0.1818,0.1467,0.4356
2019-07-01,5762,0.2693,0.3097,0.1741,0.3034,0.2572,0.1458,0.1264,0.5389
2019-07-08,9456,0.3391,0.3856,0.2296,0.3034,0.3287,0.2104,0.1611,0.3924
2019-07-15,8586,0.3295,0.3441,0.2874,0.3034,0.3109,0.1657,0.1455,0.4294
2019-07-22,8630,0.3326,0.3616,0.266,0.3034,0.3096,0.1727,0.1306,0.424
2019-07-29,6936,0.306,0.3453,0.2131,0.3034,0.2949,0.2141,0.1829,0.4303
2019-08-05,6165,0.2889,0.3287,0.1797,0.2978,0.2741,0.2237,0.1526,0.4528
2019-08-12,5977,0.3034,0.3446,0.1819,0.2978,0.2891,0.1978,0.1433,0.4627
2019-08-19,5692,0.2924,0.3423,0.1689,0.2978,0.2822,0.1793,0.1438,0.4831
2019-08-26,6489,0.2434,0.2928,0.1372,0.2978,0.2396,0.1863,0.1471,0.4956
2019-09-02,6118,0.2594,0.3117,0.1419,0.2978,0.2571,0.1953,0.1502,0.4593
2019-09-09,9056,0.2844,0.3209,0.2083,0.2978,0.2735,0.2163,0.1923,0.4189
2019-09-16,8971,0.2978,0.3324,0.2205,0.2978,0.2844,0.1787,0.1613,0.4501
2019-09-23,9105,0.3709,0.3921,0.3193,0.2978,0.3476,0.1773,0.1389,0.3814
2019-09-30,6948,0.2925,0.3043,0.2659,0.2978,0.2782,0.1607,0.1371,0.4779
2019-10-07,7475,0.3267,0.3218,0.3243,0.3062,0.3104,0.1828,0.1416,0.4395
2019-10-14,9331,0.32,0.3239,0.3062,0.3062,0.3052,0.1682,0.177,0.4134
2019-10-21,11927,0.3458,0.3363,0.3573,0.32,0.3279,0.1926,0.1506,0.3797
2019-10-28,12050,0.3062,0.2827,0.3463,0.3267,0.2913,0.1697,0.1394,0.4033
2019-11-04,9548,0.2801,0.2918,0.2488,0.3325,0.2676,0.1607,0.1296,0.4773
2019-11-11,12635,0.3325,0.3269,0.3399,0.3267,0.3179,0.1653,0.1484,0.4158
2019-11-18,13474,0.3548,0.34,0.3783,0.3325,0.3399,0.1725,0.1457,0.3595
2019-11-25,6294,0.2401,0.2543,0.1959,0.3458,0.2259,0.1495,0.1266,0.5285
2019-12-02,12399,0.3678,0.366,0.3662,0.3492,0.3467,0.1812,0.1646,0.3763
2019-12-09,14605,0.3738,0.3517,0.4067,0.3548,0.3479,0.1541,0.1417,0.3815
2019-12-16,13095,0.3745,0.3419,0.418,0.3553,0.3474,0.1379,0.1343,0.399
2019-12-23,3995,0.2374,0.2365,0.2252,0.3553,0.2258,0.1471,0.1432,0.562
2019-12-30,4892,0.3553,0.3488,0.359,0.3553,0.3292,0.2586,0.1379,0.4135
2020-01-06,8534,0.3571,0.3598,0.3466,0.3553,0.3292,0.2584,0.1413,0.3567
2020-01-13,8718,0.3492,0.3666,0.3066,0.3553,0.3267,0.1687,0.1404,0.4099
2020-01-20,9510,0.385,0.3916,0.3709,0.3492,0.3592,0.1405,0.136,0.3835
2020-01-27,11038,0.3829,0.3912,0.3634,0.328,0.363,0.1835,0.158,0.3459
2020-02-03,12410,0.328,0.3613,0.269,0.3209,0.3077,0.1473,0.1502,0.431
2020-02-10,9813,0.3209,0.351,0.2442,0.3209,0.3094,0.169,0.1531,0.4396
2020-02-17,6262,0.266,0.2822,0.2232,0.2869,0.2552,0.1426,0.1221,0.5131
2020-02-24,9794,0.2869,0.3084,0.2378,0.266,0.2779,0.2028,0.141,0.4367
2020-03-02,10065,0.2237,0.2349,0.1968,0.2459,0.2175,0.2113,0.1138,0.4527
2020-03-09,12019,0.2102,0.2287,0.1717,0.2337,0.2165,0.2591,0.134,0.3411
2020-03-16,13917,0.1742,0.1884,0.1477,0.2237,0.1888,0.2585,0.1501,0.3139
2020-03-23,13633,0.2108,0.1933,0.2326,0.2237,0.2168,0.2231,0.1548,0.3516
2020-03-30,12247,0.1991,0.2131,0.1683,0.2237,0.2094,0.2147,0.151,0.3715
2020-04-06,11235,0.1973,0.208,0.1751,0.2237,0.2075,0.2089,0.1565,0.3982
2020-04-13,11749,0.2459,0.2332,0.2648,0.2237,0.2558,0.2125,0.171,0.3367
2020-04-20,11585,0.2337,0.2347,0.2274,0.2337,0.2412,0.1998,0.1703,0.3882
2020-04-27,10638,0.2166,0.2232,0.1971,0.2358,0.2263,0.203,0.1645,0.3744
2020-05-04,11506,0.2358,0.2424,0.2193,0.2459,0.2419,0.2016,0.1718,0.4163
2020-05-11,11183,0.2763,0.2392,0.3374,0.2552,0.28,0.2056,0.1747,0.3533
2020-05-18,9404,0.2552,0.2395,0.2766,0.2763,0.2592,0.2093,0.1685,0.388
2020-05-25,9093,0.312,0.3185,0.2967,0.295,0.3081,0.217,0.2157,0.3602
2020-06-01,9774,0.3895,0.4184,0.3182,0.3038,0.3699,0.2484,0.2073,0.3056
2020-06-08,9187,0.316,0.3398,0.2604,0.3045,0.3023,0.2204,0.1685,0.3668
2020-06-15,10626,0.295,0.3111,0.2552,0.312,0.2785,0.1799,0.1533,0.3988
2020-06-22,10283,0.3624,0.3566,0.3699,0.312,0.3489,0.2133,0.1673,0.3202
2020-06-29,9990,0.3045,0.3028,0.3017,0.316,0.2927,0.2073,0.1498,0.3975
2020-07-06,8927,0.3326,0.3445,0.3014,0.3326,0.3289,0.2272,0.1753,0.3332
2020-07-13,9998,0.3038,0.3186,0.268,0.3326,0.2993,0.2125,0.1873,0.3674
2020-07-20,11569,0.3486,0.3539,0.333,0.316,0.3381,0.2156,0.1647,0.3516
2020-07-27,11493,0.3384,0.3443,0.3217,0.3142,0.3369,0.2058,0.1903,0.3392
2020-08-03,10330,0.31,0.3278,0.2665,0.3142,0.3108,0.2177,0.1939,0.3468
2020-08-10,9538,0.3439,0.3733,0.2694,0.31,0.3403,0.2101,0.182,0.3432
2020-08-17,10217,0.3388,0.361,0.2819,0.31,0.3289,0.1895,0.1532,0.3537
2020-08-24,9747,0.3142,0.3348,0.2623,0.31,0.3103,0.2224,0.1783,0.3741
2020-08-31,7683,0.3054,0.3309,0.2486,0.3142,0.304,0.2185,0.1849,0.3748
2020-09-07,9202,0.2752,0.2926,0.2343,0.3142,0.2754,0.2298,0.2181,0.3722
2020-09-14,11984,0.2722,0.2921,0.2334,0.31,0.2636,0.1913,0.1848,0.425
2020-09-21,12575,0.3005,0.3194,0.2567,0.3064,0.2907,0.1832,0.1603,0.4028
2020-09-28,10895,0.3064,0.3289,0.2569,0.3054,0.2986,0.2023,0.164,0.3839
2020-10-05,10514,0.3194,0.3296,0.2914,0.3005,0.3137,0.2038,0.17,0.3818
2020-10-12,9940,0.3142,0.3152,0.3047,0.2823,0.3092,0.1795,0.1507,0.3782
2020-10-19,11265,0.3303,0.3294,0.3278,0.2817,0.3238,0.1975,0.1677,0.3666
2020-10-26,11653,0.2823,0.3015,0.2391,0.2817,0.278,0.1889,0.1502,0.4148
2020-11-02,7872,0.2133,0.1967,0.2474,0.2817,0.1987,0.1368,0.1025,0.4827
2020-11-09,8910,0.2532,0.2652,0.2252,0.28,0.2465,0.1796,0.1455,0.4641
2020-11-16,10364,0.2817,0.2848,0.2701,0.28,0.2767,0.2096,0.1643,0.3985
2020-11-23,6634,0.2218,0.2024,0.2612,0.28,0.2182,0.1757,0.1526,0.4972
2020-11-30,10597,0.2769,0.2501,0.3275,0.28,0.2687,0.1853,0.1653,0.4086
2020-12-07,12392,0.261,0.2502,0.2784,0.2774,0.2548,0.1808,0.166,0.4408
2020-12-14,6668,0.28,0.2709,0.3003,0.2774,0.2754,0.2025,0.171,0.4152
2020-12-21,8590,0.2774,0.2717,0.2846,0.28,0.2672,0.1306,0.1547,0.4652
2020-12-28,6593,0.2961,0.2911,0.2971,0.2817,0.2777,0.128,0.1645,0.444
2021-01-04,11770,0.4371,0.4539,0.4062,0.28,0.4102,0.2657,0.1818,0.2807
2021-01-11,9536,0.4055,0.4263,0.3589,0.2961,0.3783,0.2343,0.1496,0.3258
2021-01-18,10335,0.2512,0.2036,0.3399,0.298,0.2333,0.1445,0.1286,0.5081
2021-01-25,11000,0.3127,0.2805,0.36,0.3007,0.2927,0.1959,0.1468,0.4058
2021-02-01,11598,0.298,0.2477,0.3728,0.3037,0.2876,0.1873,0.1688,0.4016
2021-02-08,12456,0.345,0.3117,0.3937,0.3127,0.3358,0.2031,0.1783,0.3611
2021-02-15,10651,0.2321,0.2034,0.2709,0.3127,0.2341,0.1764,0.161,0.4357
2021-02-22,13182,0.3007,0.2226,0.4081,0.3037,0.2919,0.1694,0.1599,0.3916
2021-03-01,12711,0.3272,0.2416,0.4423,0.3007,0.309,0.1667,0.1407,0.3969
2021-03-08,8140,0.3037,0.191,0.4501,0.3037,0.2915,0.1715,0.1395,0.4186
2021-03-15,7630,0.3277,0.258,0.4187,0.3007,0.317,0.2112,0.1477,0.3989
2021-03-22,12468,0.3173,0.2738,0.3793,0.3007,0.3105,0.2138,0.1617,0.3926
2021-03-29,10319,0.2257,0.176,0.2946,0.3007,0.2222,0.1652,0.1669,0.4915
2021-04-05,9919,0.2707,0.1973,0.3724,0.3037,0.2655,0.1987,0.169,0.4241
2021-04-12,11894,0.2938,0.2313,0.3804,0.3092,0.2879,0.1974,0.18,0.3946
2021-04-19,11676,0.3092,0.2442,0.405,0.3037,0.2908,0.1786,0.1437,0.4117
2021-04-26,12437,0.2654,0.1646,0.4127,0.3056,0.2582,0.1535,0.1365,0.4386
2021-05-03,10480,0.2481,0.189,0.3318,0.2938,0.2416,0.1532,0.1364,0.4959
2021-05-10,12093,0.3101,0.2366,0.3913,0.2938,0.2972,0.2043,0.1476,0.4185
2021-05-17,7679,0.3751,0.3308,0.4238,0.2938,0.3489,0.2289,0.143,0.3466
2021-05-24,9933,0.3357,0.2744,0.4112,0.2938,0.3276,0.2026,0.1802,0.375
2021-05-31,8996,0.2563,0.2013,0.3196,0.2961,0.2511,0.1871,0.1623,0.4805
2021-06-07,10569,0.3056,0.2155,0.4136,0.2961,0.2999,0.1817,0.152,0.4149
2021-06-14,12155,0.2895,0.2184,0.3773,0.3056,0.2755,0.1676,0.1379,0.4647
2021-06-21,11536,0.3204,0.2388,0.4221,0.3056,0.3074,0.1832,0.1444,0.3944
2021-06-28,11042,0.2877,0.2302,0.368,0.3056,0.2746,0.1772,0.1336,0.4524
2021-07-05,7305,0.2903,0.2079,0.3938,0.2961,0.2827,0.195,0.1431,0.4265
2021-07-12,11733,0.2961,0.1873,0.4484,0.2961,0.2876,0.1755,0.1414,0.432
2021-07-19,11392,0.3162,0.2137,0.4438,0.3056,0.3078,0.2052,0.1474,0.3995
2021-07-26,12767,0.3206,0.2122,0.4507,0.2961,0.3127,0.1895,0.1556,0.4001
2021-08-02,10694,0.2831,0.1898,0.4038,0.3022,0.28,0.1937,0.1775,0.4225
2021-08-09,10359,0.3154,0.1644,0.4766,0.3022,0.3148,0.1955,0.1653,0.4032
2021-08-16,10707,0.2858,0.1504,0.4292,0.3086,0.2929,0.2401,0.194,0.359
2021-08-23,11060,0.3086,0.187,0.4395,0.3099,0.3101,0.2517,0.2161,0.3642
2021-08-30,10510,0.3099,0.2193,0.4083,0.3099,0.3136,0.2262,0.2091,0.3545
2021-09-06,10343,0.2602,0.1578,0.3876,0.3099,0.2581,0.1968,0.1992,0.4265
2021-09-13,11594,0.3022,0.1824,0.4497,0.3099,0.2988,0.1802,0.166,0.4403
2021-09-20,12717,0.3486,0.254,0.4783,0.3103,0.338,0.2003,0.1745,0.3727
2021-09-27,12273,0.3393,0.2297,0.489,0.3099,0.3338,0.1788,0.1741,0.3666
2021-10-04,10884,0.3218,0.2273,0.4519,0.3099,0.3168,0.1957,0.1727,0.392
2021-10-11,9943,0.2696,0.1686,0.4078,0.3099,0.2681,0.1633,0.1541,0.4664
2021-10-18,12910,0.3305,0.2281,0.4647,0.3022,0.3207,0.1853,0.175,0.386
2021-10-25,13367,0.3235,0.2016,0.4818,0.3065,0.32,0.2077,0.1625,0.3899
2021-11-01,15148,0.3103,0.168,0.4896,0.3065,0.2975,0.1481,0.1389,0.4505
2021-11-08,11413,0.2326,0.1385,0.362,0.2956,0.2302,0.1313,0.1406,0.541
2021-11-15,17440,0.2926,0.1705,0.4806,0.2926,0.2824,0.1445,0.1375,0.4778
2021-11-22,9261,0.216,0.1278,0.3455,0.2926,0.2119,0.1244,0.1312,0.5619
2021-11-29,13720,0.2879,0.2033,0.4043,0.2956,0.279,0.1776,0.1679,0.4322
2021-12-06,14357,0.3065,0.2303,0.4119,0.2956,0.293,0.182,0.1727,0.419
2021-12-13,13196,0.2956,0.2192,0.4045,0.2956,0.2876,0.1834,0.1676,0.4353
2021-12-20,8120,0.2249,0.1585,0.3361,0.2956,0.2182,0.1525,0.1385,0.5275
2021-12-27,5488,0.2306,0.1448,0.3532,0.2991,0.2261,0.1532,0.1561,0.5117
2022-01-03,8447,0.3358,0.2685,0.4397,0.3065,0.3279,0.2509,0.1756,0.357
2022-01-10,10781,0.3522,0.2276,0.5083,0.3193,0.3367,0.1946,0.1557,0.3697
2022-01-17,10068,0.3202,0.2362,0.4268,0.3202,0.3027,0.1729,0.149,0.3995
2022-01-24,9715,0.2991,0.2011,0.4317,0.3242,0.2886,0.2032,0.1582,0.424
2022-01-31,11527,0.3193,0.2,0.469,0.3358,0.31,0.2013,0.1553,0.414
2022-02-07,10680,0.3626,0.2566,0.4914,0.3358,0.3504,0.2022,0.1603,0.3812
2022-02-14,9656,0.3242,0.2174,0.4402,0.3358,0.3134,0.193,0.1695,0.411
2022-02-21,10050,0.3963,0.3311,0.4682,0.3326,0.3604,0.2269,0.1345,0.3595
2022-02-28,15334,0.3558,0.2715,0.4589,0.3242,0.3298,0.1846,0.1452,0.3877
2022-03-07,12157,0.3662,0.2667,0.4833,0.3242,0.3405,0.1714,0.14,0.4015
2022-03-14,11160,0.3374,0.2729,0.421,0.3284,0.3134,0.1845,0.1497,0.4204
2022-03-21,9790,0.2759,0.2011,0.3731,0.3284,0.2612,0.1596,0.1352,0.4702
2022-03-28,11339,0.3326,0.246,0.4458,0.3284,0.3182,0.1815,0.1519,0.4268
2022-04-04,10699,0.3208,0.2284,0.4385,0.3326,0.3105,0.187,0.1433,0.4287
2022-04-11,8381,0.2986,0.2002,0.4197,0.3326,0.2909,0.1876,0.1525,0.4722
2022-04-18,8277,0.2797,0.1959,0.3881,0.3284,0.2717,0.1799,0.1421,0.4721
2022-04-25,9926,0.3284,0.2478,0.42,0.3284,0.32,0.209,0.1686,0.4008
2022-05-02,10279,0.2919,0.2263,0.3803,0.3208,0.2797,0.1624,0.1388,0.481
2022-05-09,11074,0.3544,0.2748,0.451,0.3284,0.3438,0.204,0.1917,0.3706
2022-05-16,10730,0.3425,0.2702,0.4394,0.3284,0.3304,0.2059,0.1681,0.3959
2022-05-23,8035,0.3486,0.3189,0.3943,0.3284,0.3475,0.2706,0.2284,0.3325
2022-05-30,7680,0.2921,0.2336,0.3777,0.3425,0.2876,0.229,0.1901,0.4341
2022-06-06,10782,0.3563,0.2809,0.4565,0.3486,0.3478,0.2636,0.1701,0.3469
2022-06-13,10950,0.2973,0.2216,0.393,0.3504,0.29,0.1839,0.1518,0.4469
2022-06-20,10648,0.3504,0.3186,0.394,0.3504,0.3343,0.2148,0.1585,0.3646
2022-06-27,8804,0.3621,0.318,0.421,0.3504,0.3473,0.2097,0.1665,0.3857
2022-07-04,7294,0.3101,0.2442,0.4069,0.3504,0.305,0.2025,0.1827,0.424
2022-07-11,10974,0.365,0.2842,0.4724,0.3504,0.3574,0.2153,0.185,0.3474
2022-07-18,10218,0.3635,0.2978,0.4525,0.3536,0.3485,0.2145,0.1562,0.366
2022-07-25,10857,0.3536,0.2812,0.4544,0.3504,0.3453,0.1948,0.1688,0.3783
2022-08-01,10686,0.3368,0.2633,0.4351,0.3536,0.3235,0.1876,0.1908,0.3824
2022-08-08,5055,0.3967,0.2453,0.5433,0.3536,0.3794,0.1778,0.153,0.3744
2022-08-15,3286,0.3483,0.2348,0.4625,0.3498,0.3383,0.1772,0.1644,0.4238
2022-08-22,3678,0.3498,0.2465,0.4494,0.3498,0.34,0.1552,0.1834,0.4098
2022-08-29,3494,0.3668,0.253,0.4886,0.3483,0.3554,0.186,0.1699,0.3855
2022-09-05,3522,0.2887,0.1967,0.3955,0.3368,0.2803,0.2018,0.2172,0.4355
2022-09-12,4770,0.3649,0.2868,0.4447,0.3354,0.3533,0.1862,0.1737,0.4089
2022-09-19,5047,0.3354,0.2504,0.4454,0.3236,0.3213,0.1944,0.1605,0.4152
2022-09-26,4615,0.3114,0.245,0.3857,0.318,0.3014,0.2026,0.1626,0.3955
2022-10-03,4724,0.3144,0.2287,0.4273,0.3144,0.2992,0.1731,0.1456,0.4493
2022-10-10,4643,0.3056,0.229,0.4056,0.3114,0.2933,0.1544,0.1482,0.4765
2022-10-17,5265,0.318,0.23,0.4321,0.3101,0.3073,0.1812,0.1467,0.4353
2022-10-24,5641,0.3236,0.2603,0.4056,0.3101,0.3119,0.2033,0.1671,0.4407
2022-10-31,5926,0.2947,0.2148,0.406,0.3056,0.2813,0.1605,0.1318,0.4851
2022-11-07,4968,0.1919,0.1468,0.2601,0.3043,0.1806,0.1017,0.1015,0.6037
2022-11-14,5477,0.2765,0.2266,0.3702,0.2998,0.2634,0.1729,0.1517,0.4841
2022-11-21,3400,0.255,0.2091,0.3214,0.2998,0.2493,0.1607,0.1484,0.5165
2022-11-28,5441,0.3101,0.2171,0.4484,0.2998,0.2977,0.1707,0.1631,0.4392
2022-12-05,5700,0.2998,0.231,0.3978,0.2998,0.2824,0.1716,0.1502,0.4576
2022-12-12,5570,0.2977,0.2196,0.3976,0.2998,0.2895,0.1929,0.1521,0.4541
2022-12-19,5860,0.3043,0.2083,0.4307,0.3043,0.2918,0.1593,0.1298,0.4716
2022-12-26,2672,0.2726,0.1944,0.3813,0.3101,0.2651,0.1422,0.1365,0.5064
2023-01-02,3431,0.331,0.3244,0.3372,0.331,0.3149,0.1618,0.1476,0.4189
2023-01-09,3895,0.4244,0.3811,0.45,0.3449,0.3968,0.1912,0.1312,0.3679
2023-01-16,3172,0.3449,0.3004,0.3764,0.3566,0.3307,0.1726,0.153,0.438
2023-01-23,3890,0.4251,0.388,0.4503,0.3658,0.4076,0.2393,0.1937,0.3344
2023-01-30,4392,0.4263,0.3499,0.4773,0.3789,0.4057,0.2056,0.1576,0.3375
2023-02-06,5155,0.3974,0.2664,0.4849,0.3789,0.3862,0.1864,0.169,0.3541
2023-02-13,3750,0.3566,0.2573,0.4284,0.3799,0.3527,0.2097,0.1774,0.39
2023-02-20,3094,0.3658,0.3018,0.4122,0.3799,0.348,0.1944,0.1529,0.4225
2023-02-27,4103,0.3789,0.2901,0.4378,0.3789,0.3608,0.1843,0.1493,0.3944
2023-03-06,4612,0.3799,0.2886,0.4539,0.3799,0.3608,0.1958,0.1442,0.3765
2023-03-13,3888,0.3819,0.2873,0.4533,0.3789,0.3702,0.1923,0.157,0.3747
2023-03-20,4482,0.3722,0.2939,0.4291,0.3722,0.3559,0.1975,0.1362,0.3939
2023-03-27,4816,0.3933,0.3558,0.4224,0.3722,0.375,0.2193,0.1738,0.3608
2023-04-03,3890,0.3317,0.2949,0.3663,0.3755,0.3144,0.1667,0.1394,0.4691
2023-04-10,3413,0.3487,0.305,0.3892,0.3789,0.3328,0.1939,0.1484,0.4137
2023-04-17,4928,0.4014,0.3534,0.44,0.3755,0.3821,0.1975,0.1545,0.3638
2023-04-24,4788,0.3612,0.3418,0.3782,0.3722,0.345,0.1795,0.1533,0.4058
2023-05-01,4578,0.3537,0.2966,0.4013,0.3612,0.3397,0.1914,0.1552,0.4142
2023-05-08,5395,0.391,0.3249,0.4432,0.3612,0.3825,0.2443,0.1656,0.3682
2023-05-15,5610,0.3755,0.3317,0.4128,0.3537,0.3591,0.1972,0.1572,0.3973
2023-05-22,5178,0.408,0.3819,0.431,0.3537,0.3945,0.2059,0.1858,0.3496
2023-05-29,4640,0.3162,0.2598,0.3646,0.3537,0.3022,0.156,0.1692,0.4409
2023-06-05,5504,0.342,0.297,0.3869,0.3534,0.3249,0.1889,0.1398,0.4212
2023-06-12,5809,0.3213,0.265,0.3697,0.3503,0.3034,0.1646,0.1318,0.4608
2023-06-19,5462,0.3687,0.3215,0.4185,0.3448,0.3457,0.1839,0.1367,0.3967
2023-06-26,5066,0.3448,0.3026,0.3945,0.342,0.3244,0.1588,0.1482,0.4346
2023-07-03,3353,0.2761,0.2065,0.3452,0.3213,0.2671,0.1612,0.134,0.5021
2023-07-10,5618,0.3534,0.3047,0.4007,0.3162,0.3359,0.1808,0.141,0.3959
2023-07-17,5711,0.3503,0.2858,0.4142,0.3157,0.3301,0.1755,0.1316,0.4153
2023-07-24,5902,0.3157,0.2623,0.3717,0.3156,0.3008,0.1663,0.1305,0.4365
2023-07-31,4686,0.3156,0.2568,0.3808,0.3126,0.3033,0.1781,0.1378,0.4466
2023-08-07,5010,0.2701,0.2012,0.3566,0.3126,0.2629,0.1548,0.1398,0.4734
2023-08-14,4805,0.2916,0.2173,0.3857,0.3126,0.2808,0.1724,0.1429,0.4683
2023-08-21,4753,0.276,0.2106,0.3417,0.3156,0.2669,0.1759,0.147,0.4772
2023-08-28,5048,0.2497,0.1937,0.311,0.3156,0.2422,0.1855,0.1575,0.4583
2023-09-04,4612,0.2785,0.1936,0.3836,0.3156,0.2668,0.1649,0.1393,0.4854
2023-09-11,7124,0.3126,0.2565,0.3741,0.3156,0.3027,0.1949,0.2079,0.4087
2023-09-18,7194,0.3409,0.2774,0.4129,0.3398,0.3269,0.1839,0.1606,0.4161
2023-09-25,7910,0.4179,0.38,0.4617,0.3398,0.4055,0.196,0.2086,0.3195
2023-10-02,6820,0.3975,0.3274,0.4762,0.3398,0.377,0.2281,0.1687,0.3442
2023-10-09,6705,0.3475,0.2673,0.4349,0.3398,0.3289,0.257,0.1499,0.3845
2023-10-16,7527,0.3738,0.3255,0.4297,0.3409,0.3497,0.2257,0.1453,0.3538
2023-10-23,8033,0.3398,0.3091,0.3761,0.3461,0.3243,0.2418,0.1615,0.3933
2023-10-30,8196,0.3461,0.278,0.4242,0.3475,0.3294,0.2112,0.1378,0.4185
