wk,n,anger,anger_dem,anger_rep,baseline,disgust,fear,sadness,joy
2023-11-06,8081,0.3086,0.2517,0.3721,0.3475,0.2947,0.1819,0.1362,0.4779
2023-11-13,7851,0.337,0.2572,0.4277,0.3461,0.3201,0.1974,0.1551,0.4189
2023-11-20,4958,0.2599,0.2017,0.3332,0.3461,0.2498,0.1714,0.1438,0.5387
2023-11-27,7764,0.3522,0.268,0.4349,0.3461,0.3397,0.2037,0.1674,0.3953
2023-12-04,8620,0.3619,0.289,0.4347,0.3426,0.3476,0.21,0.1646,0.3929
2023-12-11,8217,0.3651,0.3115,0.4203,0.3461,0.3482,0.1911,0.1473,0.3982
2023-12-18,6145,0.3331,0.2543,0.4167,0.352,0.3224,0.1823,0.1409,0.445
2023-12-25,3738,0.2532,0.1683,0.3396,0.3522,0.2452,0.143,0.1303,0.5467
2024-01-01,5128,0.3591,0.2755,0.453,0.3591,0.3477,0.2218,0.1565,0.4246
2024-01-08,7920,0.3644,0.269,0.4516,0.3591,0.3567,0.23,0.1557,0.3798
2024-01-15,7280,0.3426,0.2793,0.4047,0.3593,0.3269,0.1965,0.1437,0.4217
2024-01-22,8087,0.352,0.2824,0.4196,0.3593,0.3377,0.2307,0.1868,0.3931
2024-01-29,8838,0.3593,0.2435,0.472,0.3591,0.3456,0.2027,0.1528,0.4022
2024-02-05,8883,0.3852,0.2845,0.4782,0.3591,0.3707,0.1792,0.156,0.3793
2024-02-12,8631,0.3713,0.283,0.4596,0.3591,0.3587,0.2062,0.1644,0.3933
2024-02-19,6913,0.3333,0.2827,0.3879,0.352,0.3189,0.1875,0.1425,0.4496
2024-02-26,8798,0.3621,0.2855,0.4387,0.352,0.3478,0.1929,0.1499,0.4106
2024-03-04,12252,0.3665,0.2371,0.486,0.3593,0.3497,0.1755,0.1491,0.4197
2024-03-11,8890,0.3412,0.2257,0.4537,0.3593,0.3285,0.184,0.1407,0.4318
2024-03-18,8331,0.3431,0.2423,0.439,0.3431,0.3273,0.1714,0.1344,0.4426
2024-03-25,6557,0.2607,0.1874,0.346,0.3412,0.2496,0.1545,0.134,0.5391
2024-04-01,6378,0.2774,0.197,0.3784,0.3338,0.2709,0.1787,0.1499,0.4816
2024-04-08,8162,0.3597,0.2567,0.4682,0.3412,0.3387,0.2173,0.133,0.4133
2024-04-15,8143,0.3987,0.2801,0.5099,0.3338,0.3729,0.2106,0.1441,0.3656
2024-04-22,6854,0.3061,0.202,0.4273,0.3338,0.2898,0.1826,0.1465,0.4898
2024-04-29,7685,0.3338,0.2299,0.4311,0.3338,0.3159,0.1902,0.1343,0.4578
2024-05-06,8002,0.3278,0.2357,0.4097,0.3338,0.3106,0.2003,0.1425,0.4621
2024-05-13,8212,0.3279,0.2495,0.402,0.3361,0.3083,0.1739,0.1376,0.4659
2024-05-20,7985,0.3613,0.2696,0.447,0.3361,0.3469,0.1918,0.1533,0.4052
2024-05-27,6813,0.3154,0.2218,0.4082,0.3361,0.3006,0.16,0.1583,0.4873
2024-06-03,8212,0.3463,0.2665,0.4182,0.3338,0.329,0.1948,0.1424,0.4374
2024-06-10,8845,0.3361,0.2944,0.3763,0.3361,0.3182,0.1819,0.136,0.4678
2024-06-17,6946,0.3414,0.2305,0.4518,0.3414,0.3257,0.204,0.1367,0.4391
2024-06-24,8797,0.3931,0.3535,0.4308,0.3414,0.3731,0.2119,0.1577,0.3795
2024-07-01,5658,0.3167,0.2439,0.3867,0.3414,0.302,0.1668,0.1303,0.4859
2024-07-08,8872,0.3915,0.3354,0.4332,0.3361,0.369,0.2133,0.158,0.3567
2024-07-15,6629,0.3169,0.2318,0.3971,0.3361,0.302,0.1702,0.1691,0.4483
2024-07-22,7815,0.3795,0.2582,0.4771,0.3224,0.3642,0.1923,0.1554,0.4077
2024-07-29,6849,0.3557,0.2677,0.4457,0.3224,0.3416,0.201,0.1434,0.4291
2024-08-05,6109,0.2805,0.1935,0.3729,0.3224,0.2693,0.1686,0.1298,0.4997
2024-08-12,5933,0.3138,0.215,0.4092,0.3224,0.2983,0.1503,0.1375,0.493
2024-08-19,5631,0.3024,0.193,0.3919,0.3224,0.2933,0.1539,0.1564,0.4803
2024-08-26,5700,0.3224,0.2066,0.432,0.3169,0.3176,0.1882,0.187,0.4466
2024-09-02,5258,0.2885,0.2074,0.3799,0.3138,0.282,0.1863,0.1648,0.4803
2024-09-09,7877,0.3446,0.2851,0.4024,0.3041,0.3306,0.2205,0.1939,0.3891
2024-09-16,7559,0.3415,0.2868,0.3935,0.3024,0.3236,0.1835,0.1483,0.4479
2024-09-23,7173,0.333,0.2721,0.3878,0.3024,0.3216,0.2187,0.1554,0.4028
2024-09-30,7600,0.2994,0.2274,0.369,0.2994,0.2872,0.1954,0.1405,0.4538
2024-10-07,7584,0.2681,0.1984,0.3386,0.2994,0.2648,0.2272,0.1542,0.4616
2024-10-14,6724,0.2833,0.2017,0.3721,0.2974,0.2701,0.1668,0.1267,0.4914
2024-10-21,7055,0.3041,0.2318,0.3783,0.2994,0.2886,0.1761,0.1264,0.4883
2024-10-28,8074,0.2974,0.2057,0.3965,0.2994,0.2824,0.147,0.1199,0.517
2024-11-04,6194,0.2283,0.1631,0.2776,0.2994,0.21,0.1128,0.0965,0.5667
2024-11-11,6098,0.2473,0.2152,0.2689,0.2974,0.2258,0.1223,0.1034,0.5635
2024-11-18,6452,0.3554,0.2747,0.4144,0.2833,0.3318,0.1816,0.1451,0.4252
2024-11-25,4201,0.2617,0.181,0.3199,0.2974,0.2452,0.1348,0.1153,0.5492
2024-12-02,5309,0.3393,0.26,0.3906,0.3041,0.3216,0.1727,0.1566,0.4139
2024-12-09,4978,0.3078,0.2662,0.333,0.3078,0.2884,0.1614,0.1264,0.4695
2024-12-16,5782,0.4007,0.4042,0.3952,0.3165,0.3813,0.15,0.166,0.3776
2024-12-23,3177,0.2352,0.1485,0.3011,0.3371,0.2263,0.1111,0.1584,0.578
2024-12-30,3668,0.2461,0.1865,0.2861,0.3393,0.2322,0.1451,0.1198,0.5365
2025-01-06,5366,0.3165,0.2684,0.3496,0.3393,0.2938,0.1896,0.1354,0.4538
2025-01-13,6081,0.3371,0.3011,0.3611,0.3788,0.3108,0.1591,0.1225,0.4465
2025-01-20,7818,0.3788,0.4735,0.3088,0.4007,0.3532,0.1692,0.1329,0.4285
2025-01-27,7313,0.4332,0.5235,0.3413,0.4332,0.4164,0.2256,0.2094,0.3439
2025-02-03,8323,0.4694,0.5782,0.3703,0.4332,0.4393,0.1956,0.141,0.3403
2025-02-10,7262,0.4575,0.5479,0.3697,0.456,0.4315,0.1855,0.1497,0.357
2025-02-17,6476,0.456,0.5645,0.3551,0.4575,0.4354,0.1904,0.1681,0.3489
2025-02-24,8338,0.4822,0.5826,0.3793,0.4575,0.4573,0.1776,0.1721,0.3309
2025-03-03,9784,0.4672,0.5779,0.373,0.4575,0.4409,0.1644,0.1773,0.352
2025-03-10,7165,0.4873,0.569,0.409,0.4575,0.462,0.1734,0.1857,0.3211
2025-03-17,6609,0.4259,0.5003,0.3605,0.4575,0.4067,0.1772,0.1577,0.3993
2025-03-24,7360,0.4585,0.5572,0.361,0.456,0.4397,0.2023,0.1632,0.3509
2025-03-31,7614,0.468,0.5689,0.3601,0.4398,0.4431,0.1801,0.1713,0.3399
2025-04-07,7448,0.4398,0.555,0.3295,0.4398,0.4176,0.1692,0.1644,0.3676
2025-04-14,6171,0.4175,0.4798,0.3494,0.4313,0.4013,0.1941,0.1711,0.3943
2025-04-21,6124,0.3952,0.4386,0.3485,0.4313,0.3798,0.1992,0.1978,0.3945
2025-04-28,7417,0.4313,0.5326,0.3337,0.4313,0.4078,0.1792,0.1656,0.3867
2025-05-05,7423,0.3781,0.4491,0.309,0.4313,0.3578,0.1654,0.1413,0.4461
2025-05-12,7759,0.4312,0.527,0.3328,0.4313,0.4099,0.1704,0.1823,0.3751
2025-05-19,7697,0.4618,0.5829,0.3382,0.4313,0.4405,0.1875,0.2041,0.3486
2025-05-26,5266,0.3525,0.3956,0.3072,0.4313,0.3355,0.1712,0.1751,0.465
2025-06-02,7524,0.4486,0.5168,0.3781,0.4334,0.4279,0.2168,0.1703,0.3478
2025-06-09,9201,0.4558,0.5372,0.3831,0.4334,0.4325,0.2327,0.1596,0.3562
2025-06-16,6513,0.408,0.4719,0.3478,0.4364,0.3774,0.2187,0.1361,0.3902
2025-06-23,8635,0.4513,0.5639,0.3469,0.4364,0.4191,0.1948,0.1531,0.3575
2025-06-30,9193,0.4652,0.6445,0.278,0.4364,0.4409,0.1421,0.192,0.3757
2025-07-07,6578,0.4334,0.5093,0.3652,0.4334,0.4159,0.2088,0.1913,0.3537
2025-07-14,8144,0.454,0.5454,0.3667,0.4334,0.4336,0.1936,0.1706,0.3428
2025-07-21,7441,0.4297,0.5234,0.3389,0.4297,0.4113,0.1818,0.1639,0.3645
2025-07-28,6949,0.4364,0.5091,0.3582,0.4106,0.4156,0.1857,0.1736,0.3697
2025-08-04,5986,0.3739,0.442,0.2934,0.4106,0.3555,0.1756,0.1548,0.433
2025-08-11,5881,0.4023,0.4853,0.3165,0.4106,0.3798,0.1841,0.1495,0.4166
2025-08-18,5803,0.3741,0.4561,0.2902,0.4106,0.354,0.1728,0.1429,0.4429
2025-08-25,5950,0.3743,0.4533,0.2886,0.4106,0.3638,0.2165,0.2013,0.4054
2025-09-01,6719,0.4106,0.505,0.316,0.4106,0.3905,0.187,0.1576,0.395
2025-09-08,8539,0.3946,0.4753,0.3322,0.4106,0.3812,0.2473,0.2422,0.3341
2025-09-15,8905,0.4041,0.501,0.3185,0.4106,0.387,0.1836,0.1722,0.386
2025-09-22,7419,0.4434,0.5059,0.3794,0.4434,0.4257,0.2041,0.1874,0.3626
2025-09-29,9700,0.5852,0.6033,0.5661,0.4434,0.5711,0.1872,0.2387,0.2021
2025-10-06,9549,0.5499,0.5627,0.537,0.4509,0.5335,0.2192,0.2319,0.24
2025-10-13,8367,0.4811,0.518,0.4467,0.4509,0.4611,0.1722,0.1919,0.3196
2025-10-20,8807,0.5273,0.5417,0.5133,0.4509,0.5128,0.1877,0.2132,0.2681
2025-10-27,9176,0.5087,0.5407,0.4777,0.4509,0.4986,0.1864,0.2341,0.2751
2025-11-03,9293,0.4915,0.5095,0.4716,0.4509,0.4765,0.1669,0.2254,0.3035
2025-11-10,8063,0.4162,0.4848,0.3507,0.4509,0.3972,0.1373,0.1715,0.3976
2025-11-17,8984,0.4509,0.5183,0.3829,0.418,0.4263,0.1944,0.1647,0.3284
2025-11-24,5849,0.3569,0.4027,0.313,0.418,0.349,0.1937,0.2045,0.4138
2025-12-01,8608,0.418,0.4965,0.3414,0.418,0.4035,0.2,0.1796,0.3468
2025-12-08,9652,0.4022,0.4831,0.3241,0.418,0.387,0.1984,0.1855,0.3712
2025-12-15,9550,0.416,0.5055,0.3321,0.418,0.3969,0.178,0.1723,0.3602
2025-12-22,4520,0.3198,0.3687,0.2742,0.4162,0.3069,0.1376,0.1439,0.4964
2025-12-29,5283,0.4089,0.4656,0.3674,0.416,0.3879,0.179,0.1413,0.3953
2026-01-05,9891,0.4466,0.5345,0.3592,0.4089,0.4273,0.2409,0.1885,0.3277
2026-01-12,9637,0.4514,0.5471,0.3623,0.416,0.4277,0.1999,0.1505,0.3413
2026-01-19,10385,0.4295,0.5434,0.3197,0.4097,0.411,0.2187,0.1567,0.3495
2026-01-26,9168,0.4446,0.5371,0.354,0.416,0.4263,0.2426,0.1781,0.3319
2026-02-02,10007,0.406,0.495,0.3291,0.4161,0.3865,0.1803,0.1418,0.3832
2026-02-09,10831,0.406,0.5003,0.3293,0.4219,0.3889,0.1715,0.1436,0.3804
2026-02-16,9361,0.3318,0.3991,0.2691,0.4219,0.3159,0.1491,0.1377,0.4649
2026-02-23,13932,0.4251,0.5484,0.334,0.4171,0.4041,0.1947,0.1612,0.3494
2026-03-02,11525,0.4097,0.4947,0.3377,0.4161,0.3957,0.2094,0.1612,0.3375
2026-03-09,9925,0.4219,0.4913,0.358,0.4097,0.4075,0.218,0.1728,0.343
2026-03-16,11032,0.4161,0.4736,0.3646,0.4097,0.3993,0.1755,0.1603,0.3633
2026-03-23,11321,0.4425,0.5168,0.3798,0.4097,0.4255,0.177,0.1619,0.3495
2026-03-30,9644,0.3606,0.4482,0.2675,0.4097,0.3469,0.15,0.1419,0.4508
2026-04-06,9044,0.4171,0.499,0.335,0.4097,0.3999,0.1881,0.1549,0.3766
2026-04-13,11436,0.4019,0.4835,0.3372,0.4087,0.3852,0.171,0.1606,0.3739
2026-04-20,11253,0.4087,0.4834,0.3528,0.4019,0.3901,0.1768,0.1578,0.3673
2026-04-27,11656,0.4136,0.4946,0.3512,0.3977,0.3954,0.1653,0.1492,0.356
2026-05-04,10245,0.3277,0.3753,0.2906,0.3831,0.3132,0.1356,0.1319,0.4724
2026-05-11,11932,0.373,0.4723,0.3034,0.3826,0.3579,0.1622,0.1476,0.397
2026-05-18,11500,0.3977,0.4918,0.3229,0.3826,0.3828,0.1684,0.1579,0.3647
2026-05-25,8477,0.3276,0.3964,0.2757,0.373,0.3171,0.1431,0.1543,0.4531
2026-06-01,11641,0.3831,0.4686,0.3153,0.373,0.3632,0.1619,0.1325,0.3944
2026-06-08,11311,0.3677,0.4578,0.299,0.373,0.3547,0.1589,0.1446,0.4125
2026-06-15,9796,0.3304,0.389,0.2837,0.373,0.3176,0.1444,0.1393,0.4414
2026-06-22,11328,0.3826,0.4637,0.321,0.3738,0.3655,0.156,0.148,0.3817
2026-06-29,11013,0.3229,0.3992,0.2693,0.3738,0.3081,0.1245,0.1322,0.461
2026-07-06,8128,0.3641,0.4137,0.3251,0.3734,0.3502,0.1515,0.1736,0.4047
2026-07-13,10823,0.408,0.5127,0.3232,0.3736,0.3936,0.1928,0.1689,0.337
2026-07-20,10982,0.4017,0.4972,0.3319,0.3734,0.3855,0.1675,0.1537,0.3426
2026-07-27,9435,0.3949,0.4524,0.3535,0.3736,0.381,0.1633,0.1566,0.3671
2026-08-03,8855,0.3738,0.4386,0.3274,0.3738,0.3562,0.1483,0.1438,0.4006
2026-08-10,7465,0.3645,0.4123,0.3268,0.3736,0.3544,0.16,0.1537,0.3979
2026-08-17,6541,0.3734,0.435,0.3266,0.3738,0.3632,0.1696,0.1529,0.3932
